,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,mentality_vision,passing,dribbling,defending,attacking_crossing,attacking_volleys,attacking_short_passing,skill_long_passing,skill_dribbling,skill_ball_control,skill_curve,skill_fk_accuracy,movement_reactions,power_stamina,mentality_positioning,mentality_composure,mentality_penalties,height_cm
7579,E. Adu,"CDM, CM",67,67,850000.0,1000.0,30,2022.0,67,66,71,63,56,31,70,71,67,71,67,55,69,71,56,73,56,178
7571,M. Albæk,"CM, CDM",67,67,825000.0,5000.0,31,2023.0,67,68,66,63,68,61,69,70,63,68,69,66,68,71,65,71,57,182
979,I. Marcone,"CDM, CM",77,77,7500000.0,20000.0,31,2026.0,74,71,71,73,58,49,78,77,71,77,59,60,74,82,68,77,59,182
15567,Y. Oukili,"CM, CAM",60,73,600000.0,950.0,20,2023.0,56,59,63,44,49,50,66,63,65,67,51,50,55,59,58,60,36,184
5939,D. Wouters,"CDM, CM, LB",69,74,1900000.0,5000.0,24,2024.0,61,58,60,67,31,24,69,65,60,64,48,62,66,76,25,66,25,191
10107,S. Coopman,"CAM, RM, CM",65,68,925000.0,6000.0,26,2022.0,71,68,68,46,68,70,71,66,69,68,56,53,58,50,64,67,52,183
9921,Aguilera,"CDM, CM",65,65,200000.0,2000.0,35,2022.0,66,61,66,60,43,49,66,64,64,66,71,60,61,59,59,73,40,185
5494,S. Kljestan,"CM, CAM",69,69,550000.0,3000.0,35,2021.0,74,73,66,55,72,64,74,70,66,70,70,70,68,66,68,71,67,185
13474,O. Cissé,"CDM, CM",62,62,325000.0,2000.0,30,2022.0,55,53,52,60,44,40,60,57,54,55,40,42,56,82,50,65,46,195
5817,D. Cerén,"CDM, CM",69,69,975000.0,4000.0,31,2021.0,59,63,63,66,52,46,70,72,62,65,42,64,60,71,57,64,64,177
633,M. Arambarri,"CDM, CM",79,84,23500000.0,29000.0,25,2023.0,74,72,72,77,59,43,79,78,72,79,66,54,77,73,60,65,50,175
5630,H. Van Der Bruggen,"CM, CDM",69,69,1400000.0,7000.0,28,2024.0,72,69,68,68,67,63,70,70,66,68,68,65,70,75,67,74,58,180
8162,F. Cassata,CM,67,73,1600000.0,5000.0,23,2022.0,69,68,68,54,62,38,74,70,68,73,52,58,69,63,57,57,40,183
5729,M. Stendera,"CM, CAM, CDM",69,72,1800000.0,9000.0,25,2022.0,71,71,72,56,70,66,71,69,70,71,83,70,70,74,67,71,60,173
530,Illarramendi,"CDM, CM",79,79,12500000.0,34000.0,31,2023.0,82,77,78,77,68,58,80,79,78,80,76,68,81,69,77,79,50,179
723,H. Vanaken,"CM, CAM",78,78,14000000.0,29000.0,28,2025.0,84,79,75,59,74,79,82,76,77,82,77,75,78,88,82,86,80,195
10075,R. Klingenburg,"CM, CAM",65,66,825000.0,2000.0,27,2023.0,66,61,66,58,54,63,65,65,66,68,43,40,64,73,63,62,56,190
8672,Lee Ho,"CDM, CB, CM",66,66,170000.0,2000.0,36,2021.0,62,62,63,65,54,55,68,64,57,68,52,46,60,44,45,65,52,183
9954,P. Kitchen,"CDM, CM",65,65,600000.0,2000.0,29,2021.0,51,57,59,63,46,50,66,62,57,59,54,51,60,77,47,62,59,183
13372,M. Bloomfield,CM,62,62,130000.0,1000.0,37,2022.0,64,63,62,62,57,42,66,64,58,64,59,56,64,42,60,67,50,173
15337,Lee Jung Moon,"CB, CDM, CM",60,67,450000.0,1000.0,23,2022.0,36,40,34,59,33,30,49,42,29,37,28,25,48,71,29,48,29,195
6673,Éverton Luiz,"CDM, CM",68,68,600000.0,3000.0,33,2021.0,64,65,67,67,63,57,69,65,67,68,38,70,68,58,47,67,57,173
4267,H. Faik,"CM, CDM",71,71,1800000.0,11000.0,29,2022.0,71,75,69,60,76,62,75,76,67,74,82,78,67,77,59,74,64,190
5177,Martin Cordeia,"CAM, CM",70,70,1800000.0,14000.0,25,2024.0,75,74,70,36,74,70,74,75,67,75,78,72,71,71,66,78,75,181
3348,João Schmidt,"CDM, CM",72,72,2100000.0,9000.0,28,2022.0,65,70,68,70,67,60,73,72,70,73,71,70,69,68,65,71,72,183
3309,J. Price,"CDM, CM",72,72,2100000.0,6000.0,28,2025.0,72,73,65,63,70,34,75,78,59,67,62,68,73,78,49,74,50,170
1981,T. Mangani,"CM, CDM",74,74,1900000.0,21000.0,34,2022.0,78,76,70,70,69,67,79,77,68,75,74,78,71,77,65,76,78,183
5744,R. Benatelli,"CDM, CM",69,69,1200000.0,9000.0,29,2022.0,66,67,70,61,64,48,72,68,65,74,64,56,66,79,60,77,63,181
8678,Zapater,CM,66,66,275000.0,2000.0,36,2023.0,72,69,61,66,63,59,68,69,59,64,69,78,60,67,61,62,65,180
9853,Qin Sheng,"CB, CDM, CM",65,65,230000.0,4000.0,34,2021.0,57,60,57,62,56,39,62,67,52,62,56,62,59,76,47,55,53,183
4637,Xavi Torres,"CDM, CM, CB",70,70,550000.0,5000.0,34,2022.0,70,66,63,66,61,57,68,67,58,70,58,65,71,70,57,72,66,182
3584,Timo Triano,"CDM, CM",72,72,2300000.0,18000.0,25,2024.0,75,67,64,74,56,21,76,67,68,59,29,61,72,67,29,69,59,176
683,E. Capoue,"CM, CDM",78,78,11000000.0,33000.0,32,2023.0,77,75,71,77,69,69,79,78,75,78,67,71,79,77,78,73,54,190
4749,Pedro Moreira,"CDM, CM",70,70,1100000.0,5000.0,32,2022.0,66,64,66,66,50,52,70,68,65,70,67,50,69,76,65,69,51,182
6502,Edu Bedia,"CM, CAM",68,68,950000.0,1000.0,32,2022.0,72,70,68,48,61,52,72,71,68,71,71,70,62,83,68,66,60,184
5477,B. Johnson,"CDM, CM",69,69,475000.0,18000.0,34,2022.0,61,64,66,68,64,71,64,67,66,67,58,65,64,71,70,74,72,175
1640,F. Vázquez,"CM, CAM, LM",75,75,4400000.0,29000.0,32,2023.0,80,77,76,58,73,79,78,75,81,82,79,68,69,61,75,77,67,187
3282,Isaías,"CDM, CM",72,72,800000.0,4000.0,34,2024.0,80,72,72,66,59,31,74,73,70,71,72,74,76,74,62,75,50,173
10573,W. Vorsager,"CDM, CM, CB",65,70,1000000.0,2000.0,24,2022.0,67,62,64,63,58,47,66,63,64,65,48,43,65,68,64,58,50,189
16509,Yang Yu,"LB, CM",58,58,45000.0,2000.0,36,2021.0,42,50,57,53,46,43,61,50,54,62,41,27,56,70,61,57,58,186
10173,T. McNamara,"CM, CDM, LM",65,65,675000.0,2000.0,30,2021.0,66,67,67,51,62,44,72,63,67,66,76,64,65,52,66,65,42,175
14450,G. Buckley,"CB, CM",61,63,350000.0,500.0,27,2021.0,62,61,60,60,54,55,64,64,61,61,61,48,59,73,61,65,58,185
2480,D. Stephens,"CDM, CM",73,73,2000000.0,25000.0,32,2022.0,69,71,67,71,68,66,75,73,64,71,65,61,72,67,66,75,44,185
2606,R. Holzhauser,"CAM, CM",73,73,3100000.0,12000.0,28,2023.0,81,80,72,60,83,72,76,80,73,78,87,82,68,73,72,82,82,193
3834,B. Džemaili,"CDM, CM, CAM",71,71,525000.0,8000.0,35,2022.0,73,72,69,70,71,75,72,69,70,69,76,70,72,70,72,69,68,180
4514,M. Loum,"CDM, CM",71,80,3900000.0,7000.0,24,2022.0,56,59,62,70,42,38,71,66,61,65,50,42,68,76,50,72,47,188
4641,Léo Silva,"CDM, CM",70,70,450000.0,4000.0,35,2022.0,72,70,71,65,65,55,72,70,73,71,63,68,63,81,63,67,63,181
2022,Rubén Pérez,"CM, CDM",74,74,3300000.0,850.0,32,2023.0,76,70,66,74,52,26,79,76,62,72,55,57,73,73,72,71,64,178
1537,J. Shelvey,"CM, CDM",75,75,5500000.0,37000.0,29,2023.0,80,78,72,61,73,66,81,82,73,77,69,73,70,70,70,78,71,184
7798,Jeong Jae Yong,"CDM, CM",67,67,850000.0,2000.0,30,2021.0,68,62,60,63,58,57,66,65,58,61,33,40,64,81,65,62,39,188
12583,R. Sharahili,"CDM, CM",63,63,425000.0,3000.0,28,2024.0,57,57,59,58,48,32,64,61,62,63,41,39,59,80,56,50,45,185
6432,S. Hutchinson,"CB, CDM, CM",68,68,825000.0,3000.0,31,2022.0,54,61,62,67,63,40,65,66,61,63,49,56,66,54,48,68,55,182
3612,I. Sissoko,"CM, CDM",72,78,3700000.0,15000.0,23,2024.0,68,65,66,71,45,43,76,74,68,73,54,40,73,83,67,68,52,193
1536,V. Wanyama,"CDM, CM",75,75,4700000.0,8000.0,30,2022.0,57,66,71,74,59,60,74,74,73,73,62,57,71,74,60,76,65,188
1081,Marc Roca,"CDM, CM",77,82,14500000.0,49000.0,24,2025.0,80,77,73,70,66,44,82,85,72,77,66,52,72,72,60,74,69,184
53,Parejo,CM,86,86,53500000.0,64000.0,32,2024.0,89,90,81,71,86,72,92,90,82,86,88,90,80,78,82,85,88,182
5216,A. Karazor,"CB, CDM, CM",70,73,1900000.0,12000.0,24,2023.0,57,57,60,72,39,27,69,65,56,64,42,31,65,74,34,64,38,191
1188,P. Groß,"CM, RM, CAM",76,76,7000000.0,51000.0,30,2022.0,80,80,75,58,82,65,80,79,76,77,83,77,77,79,75,79,70,181
1217,M. Badelj,"CDM, CM",76,76,5000000.0,16000.0,32,2023.0,74,74,72,73,69,66,80,78,72,76,64,58,69,80,62,69,68,186
17440,D. Zambra,"CDM, CM",56,56,100000.0,550.0,32,2021.0,56,56,56,54,54,47,57,53,50,57,56,58,56,55,54,57,57,176
1186,K. Strootman,"CM, CDM",76,76,6000000.0,35000.0,31,2022.0,70,74,74,75,69,60,82,67,74,80,73,69,75,73,73,80,72,186
10484,T. Matsumoto,"CM, CDM",65,72,1400000.0,3000.0,22,2023.0,65,61,64,61,52,35,65,65,62,67,47,49,60,94,52,58,43,180
15238,E. Sánchez,"CAM, CM, ST",60,61,275000.0,2000.0,27,2022.0,64,63,58,39,60,50,68,64,63,60,50,36,53,60,61,47,55,182
5548,A. Gunnarsson,"CDM, CM",69,69,2850451.813201148,9017.989362811555,32,2031.0,60,64,65,68,62,59,67,67,64,67,58,58,72,62,59,65,50,178
3151,D. Gosling,CM,72,72,1900000.0,35000.0,31,2023.0,71,71,68,70,68,64,75,74,65,73,63,57,74,66,70,76,61,183
391,João Moutinho,CM,80,80,9500000.0,88000.0,34,2022.0,83,84,80,70,85,76,86,83,76,85,84,82,75,75,68,89,70,170
11828,A. Sejdič,"CM, CAM, CDM",64,68,825000.0,2000.0,24,2022.0,63,62,66,59,53,45,69,64,64,68,58,51,60,66,58,61,58,178
7598,A. Gonçalves,"CM, RM",67,67,400000.0,2000.0,35,2022.0,63,65,66,61,57,30,71,69,64,66,57,65,71,88,65,64,60,178
6410,Seoane,"CDM, CM",68,68,240000.0,2000.0,38,2022.0,71,62,59,67,58,42,64,63,52,68,42,50,66,62,69,69,53,176
12262,G. Bolger,"CDM, CM",63,63,325000.0,650.0,32,2021.0,58,58,56,60,54,58,61,56,54,61,54,59,60,63,57,60,60,184
3124,M. Vrančić,"CAM, CM, CDM",72,72,1900000.0,21000.0,32,2022.0,78,75,72,58,69,71,76,75,70,76,77,79,72,70,68,73,55,187
8267,Javi Pérez,"CM, CDM",67,70,1300000.0,3000.0,25,2024.0,67,60,61,65,43,34,69,66,63,67,38,37,65,75,65,57,50,184
14551,A. Al Sharid,"CM, CDM",61,62,375000.0,3000.0,27,2023.0,59,59,61,54,51,40,66,66,60,61,43,46,58,68,46,57,48,168
5723,K. Wimmer,"CB, LB, CM",69,69,1200000.0,13000.0,28,2023.0,59,57,63,70,44,27,67,69,62,65,24,28,66,62,35,69,35,187
6645,Felipe,"CDM, CM",68,68,1000000.0,3000.0,30,2021.0,68,70,69,61,65,65,72,72,68,70,73,68,61,72,60,68,66,170
552,G. Xhaka,"CDM, CM",79,79,15500000.0,80000.0,28,2024.0,78,79,69,69,71,50,84,84,66,80,76,77,73,84,62,67,63,185
11133,L. Murphy,"CM, CDM",64,64,475000.0,3000.0,31,2022.0,61,64,64,61,63,47,66,64,64,65,68,61,65,77,56,66,63,188
5481,N. Kilkenny,"CM, CDM",69,69,550000.0,1000.0,35,2022.0,72,72,69,63,76,55,73,69,66,70,67,72,66,81,65,73,62,173
2570,Ilie Sánchez,"CDM, CM, CB",73,73,2500000.0,7000.0,30,2021.0,66,67,69,68,53,38,77,74,64,75,51,49,75,84,52,69,69,180
1251,L. Milivojević,"CDM, CM",76,76,6500000.0,44000.0,30,2023.0,67,75,68,75,74,50,78,75,62,76,73,82,75,73,66,76,90,186
5618,S. Kukuruzović,"CM, CDM",69,69,1100000.0,8000.0,32,2022.0,74,73,63,56,70,52,75,74,61,63,71,74,67,86,65,71,60,180
11093,S. Quinn,CM,64,64,230000.0,4000.0,35,2022.0,62,64,67,62,64,62,65,63,63,65,64,63,63,70,62,68,58,168
12933,Mikel Carro,CM,63,73,1100000.0,2000.0,22,2023.0,64,61,61,63,52,41,68,63,60,66,59,41,64,52,56,65,50,188
14859,K. Haneda,"CB, CM",61,67,475000.0,750.0,23,2022.0,37,47,45,60,37,15,59,60,37,57,22,23,55,60,21,47,24,185
14064,A. Hernández,"CDM, CM",62,63,375000.0,500.0,28,2022.0,55,53,60,62,41,31,62,60,61,62,35,36,62,68,56,61,38,171
3225,M. Pack,"CDM, CM, CB",72,72,2000000.0,22000.0,30,2022.0,68,71,69,67,68,54,73,77,68,73,64,68,69,84,59,75,64,188
12462,G. Zelalem,"CM, CAM, CDM",63,69,750000.0,2000.0,24,2021.0,68,66,66,44,51,55,73,71,64,70,65,54,60,54,57,63,56,180
12304,S. Yatabaré,"CM, CDM",63,63,375000.0,2000.0,32,2022.0,62,62,60,62,62,51,64,63,62,65,54,50,72,58,59,73,48,190
12276,R. Flynn,CM,63,63,375000.0,2000.0,32,2022.0,64,64,64,59,66,56,63,63,61,64,70,64,63,68,60,72,58,175
12255,C. Lines,CM,63,63,190000.0,2000.0,35,2022.0,66,65,62,55,63,49,65,64,61,64,65,64,61,62,62,66,65,188
13913,M. Siby,"CDM, CM",62,69,750000.0,3000.0,24,2023.0,46,53,54,58,46,35,62,62,52,56,45,35,58,77,40,45,42,191
2004,I. Radovanović,"CB, CDM, CM",74,74,2700000.0,14000.0,32,2022.0,68,69,66,75,62,56,74,72,65,71,65,58,71,64,61,73,58,187
1998,O. Norwood,CM,74,74,4000000.0,26000.0,30,2023.0,77,77,68,68,76,69,76,80,62,75,81,75,73,78,60,73,74,175
3108,S. Larsson,"CM, CDM",72,72,750000.0,5000.0,36,2021.0,70,77,67,68,80,73,77,75,63,72,84,82,75,83,66,74,75,178
5015,B. Sheaf,"CDM, CM",70,79,3300000.0,10000.0,23,2024.0,64,69,63,66,61,49,75,74,61,67,62,64,62,75,46,61,57,185
6531,C. Moritz,"CDM, CM",68,68,850000.0,5000.0,31,2022.0,69,65,66,67,70,53,65,63,66,62,59,49,70,85,65,72,78,186
15349,S. Guidotti,CM,60,71,550000.0,2000.0,22,2022.0,57,56,59,54,43,41,64,61,58,60,46,35,60,71,53,54,26,185
16516,D. Cawley,"CM, CDM",58,58,200000.0,550.0,29,2021.0,58,57,59,56,52,38,59,60,58,57,51,57,54,75,53,57,53,178
1500,M. Schneiderlin,"CDM, CM",75,75,3900000.0,26000.0,31,2023.0,65,71,70,74,64,54,79,71,68,74,69,62,73,75,63,78,55,186
6686,M. Steinmann,"CM, CDM",68,69,1400000.0,3000.0,26,2023.0,68,64,64,69,52,48,70,69,64,68,56,52,69,81,61,69,54,188
5105,T. Phete,"CB, CDM, CM",70,73,1800000.0,4000.0,27,2022.0,48,53,57,71,28,34,70,65,56,64,39,38,73,67,47,59,46,187
13397,B. Nehrig,"CDM, CM",62,62,140000.0,800.0,34,2022.0,57,59,58,61,55,57,62,61,52,61,60,52,61,34,48,70,59,180
4151,J. De Sart,"CM, CDM, CAM",71,73,2300000.0,14000.0,26,2024.0,72,72,68,68,72,69,72,76,66,71,69,71,68,80,62,73,55,187
5708,M. Eriksson,"CAM, CM",69,69,1200000.0,5000.0,31,2023.0,74,72,68,51,67,65,75,68,66,70,72,68,74,86,72,71,72,180
8753,F. Di Tacchio,"CM, CDM",66,66,700000.0,11000.0,31,2023.0,65,58,59,64,35,31,67,67,55,65,47,52,65,90,59,63,53,186
8980,E. Farías,"CDM, CM",66,66,575000.0,1000.0,32,2021.0,56,57,58,69,45,34,64,63,57,61,56,51,54,73,39,62,54,179
10483,V. Janjičić,"CDM, CM",65,72,1400000.0,4000.0,22,2022.0,56,56,61,63,50,47,62,61,60,62,45,43,59,74,51,58,54,180
19165,L. Haysen,"CM, CB",49,60,100000.0,1000.0,19,2022.0,43,47,50,49,36,26,58,50,45,53,30,36,49,46,42,45,42,183
7830,F. Bravo,"CDM, CM",67,70,1200000.0,4000.0,27,2021.0,60,58,59,64,51,34,64,62,58,63,40,45,65,77,60,56,52,185
8735,Shin Hyung Min,"CDM, LM, CM",66,66,300000.0,3000.0,34,2021.0,65,67,62,62,65,66,70,66,61,62,71,67,66,76,66,66,68,182
509,Iniesta,"CM, CAM",79,79,5500000.0,10000.0,37,2024.0,90,84,84,59,75,79,89,83,84,89,80,70,71,51,78,89,71,171
10082,N. Al Mousa,"CDM, CM",65,65,600000.0,9000.0,30,2022.0,66,64,65,61,60,30,66,67,63,65,55,57,60,81,58,67,37,169
18920,M. Enggård,CM,51,70,150000.0,500.0,17,2024.0,52,51,55,48,43,40,56,50,52,55,49,42,46,40,53,55,40,179
8819,F. Vismara,"CDM, CM",66,66,170000.0,2000.0,38,2021.0,63,60,58,62,48,35,69,64,56,60,39,51,68,58,38,67,52,185
11517,G. Aburjania,"CM, CDM, CAM",64,67,750000.0,3000.0,26,2023.0,68,66,64,63,64,47,66,63,63,65,67,66,65,59,58,71,49,186
8007,Undabarrena,"CM, CDM",67,70,1300000.0,3000.0,26,2023.0,68,69,68,65,67,65,72,70,68,70,67,59,62,73,51,64,65,182
11585,Carbonell,"CM, CDM",64,71,1200000.0,5000.0,23,2025.0,63,63,68,63,59,49,66,65,67,68,59,51,63,64,57,54,49,182
5529,M. James,"CDM, CM",69,69,1200000.0,15000.0,29,2024.0,70,72,66,66,72,49,74,71,66,69,69,65,66,66,64,71,52,181
5125,J. Andrada,"CDM, CM",70,73,1900000.0,6000.0,26,2021.0,65,66,63,66,63,45,70,66,63,66,65,63,65,75,57,69,49,183
2607,K. Stöger,CM,73,73,3200000.0,20000.0,27,2022.0,80,76,77,41,74,63,77,80,77,77,68,63,74,80,68,72,50,175
12541,F. Lesniak,"CDM, CM",63,66,575000.0,1000.0,25,2022.0,56,58,60,60,56,44,63,57,56,62,56,42,61,88,52,62,43,176
7891,R. Kurzawa,"LM, CM",67,67,1000000.0,4000.0,28,2023.0,74,70,68,61,71,60,70,66,68,70,73,67,63,65,68,69,55,182
17148,J. Albrecht,"CDM, CM",57,74,400000.0,3000.0,19,2022.0,56,56,59,53,49,45,63,59,58,60,55,36,49,51,51,55,42,182
10415,S. Skytte,CM,65,72,1400000.0,1000.0,24,2023.0,65,61,65,62,50,50,66,63,65,66,56,46,64,73,62,68,50,190
16881,K. Davis,CM,58,58,130000.0,2000.0,33,2022.0,58,56,59,54,51,38,60,57,56,59,44,50,59,68,54,56,52,172
4197,P. Žulj,"CM, CAM, CDM",71,71,1900000.0,23000.0,28,2024.0,73,72,71,66,69,66,74,72,71,74,73,72,65,66,71,69,74,185
4074,P. González,"CM, CDM, RB",71,71,1900000.0,15000.0,28,2025.0,72,71,68,64,70,46,75,75,66,75,71,40,62,77,62,68,59,172
4836,L. Zuffi,"CDM, CAM, CM",70,70,1100000.0,13000.0,31,2024.0,68,74,68,65,75,63,76,75,67,73,76,76,63,66,63,64,65,182
1512,L. Fejsa,"CDM, CM",75,75,3700000.0,32000.0,32,2022.0,61,63,65,76,50,53,73,70,65,67,43,57,71,71,50,72,56,183
2522,Sandro,"CDM, CM",73,73,2000000.0,6000.0,32,2023.0,68,67,67,74,60,58,72,71,66,72,56,54,70,48,62,75,62,187
13838,Park Jeong Soo,"CDM, CM",62,62,140000.0,1000.0,34,2021.0,63,57,57,56,46,51,64,62,56,57,36,37,57,71,23,59,36,182
11102,M. Lekven,"CM, CDM, CB",64,64,350000.0,1000.0,33,2023.0,65,66,65,56,64,65,68,65,63,64,68,61,60,77,62,72,43,177
17912,O. Colmán,CM,55,75,350000.0,500.0,19,2022.0,50,54,56,48,41,35,65,63,55,60,35,31,52,41,43,43,38,175
6507,A. Ríos,"CDM, CM",68,68,800000.0,8000.0,32,2021.0,67,62,61,66,50,56,65,63,55,66,68,60,63,76,59,67,55,175
6027,N. Fujita,"CM, CDM",69,69,650000.0,5000.0,34,2022.0,68,69,70,64,64,39,73,69,68,73,64,63,66,84,51,72,48,175
11139,P. Coutts,"CDM, CM",64,64,400000.0,3000.0,32,2022.0,62,63,63,61,61,44,65,64,62,63,59,57,62,66,57,66,64,183
13414,E. Israelsson,"CM, CDM",62,62,325000.0,900.0,32,2022.0,62,59,60,58,53,54,62,61,58,61,53,45,64,83,59,60,47,181
11722,Tomás Reymão,"CM, CDM",64,71,1200000.0,3000.0,22,2022.0,63,59,63,61,43,42,67,68,63,65,40,33,63,65,54,52,46,188
7578,N. Rigoni,"CM, CDM",67,67,975000.0,2000.0,30,2022.0,65,67,65,66,61,51,71,68,64,68,64,61,69,70,61,75,51,187
5620,J. Cools,"CDM, CM",69,69,1200000.0,6000.0,30,2022.0,59,64,60,70,66,48,67,65,57,64,61,63,64,84,62,69,52,189
8843,R. Teibert,"CM, CDM, LM",66,66,850000.0,3000.0,28,2023.0,66,68,68,64,65,48,73,65,66,70,70,52,65,81,50,67,57,173
3839,J. Dátolo,"CAM, CM",71,71,600000.0,8000.0,37,2022.0,78,73,71,47,63,67,74,71,70,74,80,77,70,54,71,73,75,179
3840,F. Belluschi,"CM, CAM",71,71,600000.0,8000.0,37,2021.0,75,74,74,63,75,75,71,71,73,79,85,79,64,53,73,80,69,173
7551,H. Lansbury,"CM, CDM",67,67,975000.0,5000.0,30,2022.0,70,69,67,59,66,57,70,70,65,69,69,70,65,52,66,71,71,183
2463,S. Kums,"CM, CDM, CAM",73,73,1900000.0,18000.0,33,2023.0,73,76,72,70,75,67,77,76,70,76,76,79,70,72,66,81,71,176
7526,S. Williams,"CDM, CM",67,67,350000.0,5000.0,34,2022.0,64,67,63,66,74,56,66,65,62,63,72,68,66,70,57,68,66,183
6972,Jadson Castrelo,"CDM, CM",68,68,1200000.0,8000.0,25,2024.0,46,57,63,66,51,41,65,68,61,67,52,48,62,84,56,74,66,186
6975,Paulo Mesqueira,"CM, RB, LB",68,68,750000.0,7000.0,33,2024.0,63,71,66,64,72,51,75,71,68,69,68,70,60,74,63,60,63,175
11815,J. Furdal,CM,64,64,230000.0,1000.0,35,2021.0,67,67,69,38,64,40,67,66,67,68,69,71,72,64,69,73,58,183
8899,W. Zahibo,"CDM, CM",66,67,875000.0,1000.0,27,2021.0,61,56,59,63,41,33,64,62,60,61,37,42,62,71,49,59,54,191
8727,C. Evans,"CDM, CM",66,66,725000.0,4000.0,30,2023.0,52,59,58,65,53,47,67,66,53,63,55,44,67,74,44,59,47,180
17684,K. Phillips,"CDM, CM",56,64,300000.0,500.0,19,2022.0,48,50,48,51,45,41,55,51,45,46,43,42,62,77,48,46,42,190
4737,V. Pajot,"CM, CDM",70,70,1500000.0,11000.0,30,2022.0,72,70,69,70,65,47,75,71,69,70,56,54,71,67,65,70,59,180
16402,F. Markelic,CM,59,69,475000.0,1000.0,19,2024.0,61,59,63,53,47,32,66,60,62,66,53,46,62,45,45,58,42,180
11627,J. Żubrowski,"CDM, CM",64,64,500000.0,2000.0,29,2023.0,58,60,61,60,60,42,62,61,61,61,55,60,56,81,40,57,63,181
2623,L. Aued,"CM, CDM",73,73,1400000.0,11000.0,34,2021.0,74,73,71,65,69,58,78,75,72,76,63,61,73,74,69,67,80,178
967,R. Gagliardini,"CDM, CM",77,77,10000000.0,73000.0,27,2023.0,72,71,73,77,64,68,77,74,75,76,68,38,72,75,68,74,40,188
4660,R. Espinoza,CM,70,70,725000.0,5000.0,34,2021.0,72,68,70,69,64,59,68,72,70,69,69,58,68,80,67,72,60,178
16301,A. Hodžić,"CDM, CM",59,68,475000.0,1000.0,21,2024.0,55,55,56,59,48,33,61,57,56,57,43,50,60,53,44,54,56,188
11671,B. Jacobsen,"CDM, CM",64,64,550000.0,2000.0,27,2023.0,54,58,60,61,49,50,64,66,62,63,48,46,55,73,54,58,44,190
11791,G. Traoré,"CDM, CM",64,73,1200000.0,1000.0,21,2023.0,58,58,63,62,46,38,66,63,63,66,44,45,57,68,29,54,46,173
6450,M. Coutadeur,"CDM, CM",68,68,350000.0,2000.0,35,2022.0,73,68,68,62,58,49,70,68,62,70,77,68,72,74,67,69,67,170
4736,R. Amalfitano,"CAM, CM, CDM",70,70,1300000.0,10000.0,31,2022.0,75,70,72,66,62,49,74,71,72,72,61,62,76,74,70,71,61,173
11980,A. Ejupi,"CDM, CM",64,64,525000.0,1000.0,28,2021.0,61,58,59,60,48,36,66,63,58,61,37,42,59,70,58,63,46,191
18157,Zhang Gong,"CM, CDM, LB",54,54,100000.0,2000.0,29,2021.0,52,49,51,54,38,44,55,53,45,52,34,44,50,71,52,49,40,183
3160,Claudemir,"CDM, CM",72,72,1200000.0,5000.0,33,2022.0,70,70,70,69,66,65,74,70,70,74,67,67,70,69,69,70,60,185
9343,Y. Kawai,"CM, CAM, CDM",66,66,700000.0,2000.0,31,2024.0,64,66,67,61,63,64,71,66,64,67,54,58,62,63,62,56,58,166
18686,R. Kumar,"CDM, CM",52,61,170000.0,500.0,24,2023.0,44,47,51,47,42,39,52,51,49,51,42,30,51,60,39,46,40,183
3247,A. Losilla,"CDM, CM, CB",72,72,650000.0,12000.0,35,2022.0,66,64,70,70,55,64,71,68,69,73,54,47,72,85,41,75,49,185
5930,D. Barlaser,"CM, CDM",69,74,2100000.0,6000.0,24,2023.0,71,69,67,64,67,57,68,73,66,71,66,67,69,77,61,62,62,184
3155,D. Drinkwater,"CM, CDM",72,72,1900000.0,58000.0,31,2022.0,76,73,72,70,64,69,76,77,71,73,72,69,75,50,68,77,53,178
5876,K. Vandendriessche,"CM, CDM",69,69,1100000.0,8000.0,31,2023.0,66,67,63,71,67,66,68,67,60,66,70,68,69,91,71,72,52,183
4370,C. Eiting,"CM, CDM",71,78,3700000.0,9000.0,23,2025.0,75,76,70,63,77,40,78,80,69,74,68,64,72,67,56,68,56,178
13872,K. Jacobs,"CDM, CM",62,62,275000.0,1000.0,31,2022.0,61,63,63,58,62,41,66,64,59,62,63,59,65,35,56,63,52,173
4419,E. Löwen,"CM, CAM, CDM",71,76,2800000.0,22000.0,24,2022.0,72,68,67,70,58,47,73,66,70,72,64,73,74,84,63,63,36,188
310,J. Rodríguez,"RW, CAM, CM",81,81,25500000.0,105000.0,29,2022.0,84,86,86,50,89,90,84,85,86,90,89,86,83,55,80,87,81,180
3296,Rubén Pardo,"CM, CDM",72,72,2300000.0,10000.0,28,2023.0,78,75,72,64,62,42,78,75,70,75,78,81,74,34,69,69,69,181
8552,J. Onana,"CDM, CM",67,76,2200000.0,6000.0,21,2026.0,62,62,61,63,52,44,69,64,60,67,51,50,63,72,52,60,54,189
13230,Urko González,"CB, CDM, CM",63,76,1100000.0,1000.0,20,2026.0,56,59,51,62,38,24,72,68,45,60,42,44,61,56,48,46,41,189
9862,A. Clayton,"CDM, CM",65,65,475000.0,6000.0,32,2022.0,61,64,61,63,65,40,64,66,60,61,65,66,62,65,55,64,66,175
13581,G. Sloggett,"CDM, CM",62,67,550000.0,650.0,24,2021.0,59,61,59,59,59,41,64,62,59,59,56,57,60,68,57,60,52,188
