,Name ,overall,potential,passing,skill_long_passing,value_eur,wage_eur,age,height_cm,club_contract_valid_until,goalkeeping_diving,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
12746,A. Nurudeen,63,75,54,19,1000000.0,2000.0,22,190,2022.0,72,58,60,70
12761,Valera,63,69,54,38,625000.0,2000.0,24,187,2022.0,63,58,66,61
12776,S. George,63,70,54,42,825000.0,2000.0,23,191,2022.0,65,60,60,65
12789,J. Hoekstra,63,71,54,28,925000.0,1000.0,22,190,2022.0,63,56,64,63
12791,A. Akbulut,63,78,53,27,1000000.0,3000.0,20,195,2024.0,65,59,64,68
12844,Rodolfo Cardoso,63,70,54,22,825000.0,950.0,23,186,2023.0,64,57,61,64
12847,L. Ingolotti,63,72,54,17,925000.0,1000.0,21,184,2022.0,64,55,60,64
12881,J. Bartels,63,75,54,18,1000000.0,650.0,22,188,2023.0,65,61,63,64
12910,T. Kodama,63,63,54,31,160000.0,2000.0,33,183,2022.0,64,64,66,61
12922,L. Hroššo,63,63,54,29,80000.0,2000.0,34,196,2022.0,64,60,63,62
12928,E. Selvik,63,71,54,21,925000.0,650.0,23,187,2024.0,64,59,63,63
12936,V. Rîmniceanu,63,63,54,17,250000.0,1000.0,31,185,2022.0,61,66,62,62
12937,A. Greab,63,63,54,23,325000.0,1000.0,29,196,2022.0,57,52,60,69
12957,N. Shinton,63,77,53,28,1000000.0,2000.0,20,194,2023.0,67,59,56,68
12967,H. Moldovan,63,73,54,28,925000.0,1000.0,23,189,2022.0,62,60,63,64
12990,João Gonçalves,63,73,53,16,900000.0,2000.0,20,188,2024.0,62,57,67,56
12996,Berto Hórreo,63,75,54,24,1000000.0,1000.0,21,191,2022.0,64,59,61,63
13015,C. Espinoza,63,63,54,50,240000.0,500.0,32,183,2025.0,66,66,65,60
13018,P. Bonet,63,76,53,23,975000.0,700.0,18,193,2022.0,65,58,64,61
13023,J. Pinto,63,63,55,26,50000.0,500.0,41,183,2021.0,62,61,60,63
13026,P. Zubczuk,63,66,54,29,475000.0,500.0,26,188,2021.0,63,62,58,66
13041,Z. Görgen,63,75,54,27,1000000.0,1000.0,21,188,2023.0,66,60,64,69
13043,J. Cárdenas,63,66,54,39,475000.0,500.0,26,188,2025.0,61,62,65,61
13044,R. Farro,63,63,54,24,50000.0,500.0,36,179,2021.0,60,60,62,65
13061,R. Banegas,63,69,54,22,600000.0,500.0,25,184,2022.0,63,60,62,62
13066,Y. Obata,63,77,53,24,1000000.0,500.0,19,183,2022.0,65,59,52,70
13105,S. Osigwe,63,67,54,31,500000.0,2000.0,27,185,2023.0,65,63,61,62
13112,X. Dziekoński,63,80,53,50,1100000.0,500.0,17,188,2023.0,62,62,65,63
13123,J. Olschowsky,63,80,53,25,1100000.0,2000.0,19,183,2023.0,64,64,65,64
13124,A. Helac,63,68,54,26,575000.0,3000.0,23,190,2023.0,66,58,64,67
13131,A. Gremsl,63,66,54,20,475000.0,2000.0,26,190,2022.0,63,61,60,65
13145,G. De Amores,63,68,54,16,550000.0,500.0,26,186,2025.0,65,63,66,62
13153,Kewin,63,68,54,24,550000.0,2000.0,26,189,2025.0,68,59,68,63
13158,F. Jörgensen,63,79,53,26,1100000.0,2000.0,19,189,2025.0,63,68,63,65
13165,M. Delanghe,63,77,53,15,1000000.0,2000.0,20,189,2023.0,63,63,64,65
13166,Javier Izquierdo,63,76,53,26,1000000.0,1000.0,20,181,2022.0,67,57,62,64
13173,L. Hornicek,63,73,53,11,875000.0,500.0,18,197,2024.0,68,59,66,64
13191,Ángel Jiménez,63,76,53,24,1000000.0,1000.0,19,194,2023.0,65,65,63,64
13208,N. Kamifukumoto,63,63,54,30,250000.0,850.0,31,182,2022.0,60,70,63,66
13219,M. Murakami,63,64,54,30,375000.0,900.0,28,185,2022.0,66,62,60,65
13253,G. Castellanos,63,63,54,30,160000.0,500.0,33,188,2021.0,61,60,61,62
13288,Fernando Castro,63,69,54,27,625000.0,1000.0,24,195,2023.0,68,62,64,61
13307,Ramón Juan,63,69,54,23,625000.0,950.0,21,179,2023.0,60,60,63,66
13324,M. Mansilla,63,67,54,24,525000.0,2000.0,25,188,2022.0,59,64,69,65
13329,C. Rushworth,63,80,53,43,1100000.0,1000.0,19,188,2023.0,63,63,62,65
13346,Agirrezabala,63,77,53,35,1000000.0,2000.0,20,187,2025.0,58,63,68,66
13354,Luis López,63,76,53,15,1000000.0,11000.0,20,190,2022.0,66,58,58,63
13375,S. Brown,62,62,53,25,45000.0,1000.0,36,188,2022.0,63,60,61,62
13376,J. Szmatuła,62,62,54,13,45000.0,800.0,40,188,2022.0,58,61,66,60
13383,E. Hernández,62,62,53,27,45000.0,1000.0,38,185,2021.0,67,60,62,62
13393,C. Taborda,62,62,53,21,45000.0,1000.0,37,189,2021.0,62,60,60,58
13402,D. Bouzanis,62,62,53,56,275000.0,2000.0,30,185,2022.0,62,64,61,62
13403,R. O'Donnell,62,62,53,34,200000.0,3000.0,32,188,2022.0,62,61,61,62
13404,Zhang Chong,62,62,53,9,130000.0,2000.0,33,190,2021.0,62,64,61,60
13409,M. Štěch,62,62,53,29,210000.0,3000.0,31,195,2022.0,64,58,63,61
13410,E. Parish,62,62,53,33,210000.0,1000.0,31,188,2022.0,63,61,60,64
13417,M. Gliwa,62,62,53,42,130000.0,650.0,33,188,2022.0,63,61,65,62
13425,M. Buchalik,62,62,53,32,200000.0,1000.0,32,190,2022.0,61,62,67,60
13427,D. Cornell,62,62,53,30,275000.0,2000.0,30,188,2023.0,63,62,61,63
13432,Jung San,62,62,53,32,200000.0,850.0,32,191,2021.0,63,60,60,61
13456,J. Kempin,62,63,53,37,325000.0,1000.0,28,185,2021.0,63,62,64,66
13458,S. Thomas,62,62,53,32,210000.0,750.0,31,191,2021.0,62,58,63,61
13462,D. Blažević,62,64,53,20,350000.0,950.0,28,190,2022.0,63,55,60,66
13466,C. Ripley,62,64,53,28,350000.0,5000.0,28,191,2022.0,63,62,60,64
13467,A. Berardi,62,62,53,32,275000.0,4000.0,30,185,2023.0,61,56,63,64
13480,I. Rodríguez,62,63,53,32,325000.0,1000.0,28,186,2023.0,70,55,64,67
13498,D. Rogers,62,64,53,24,375000.0,2000.0,27,185,2022.0,64,63,62,63
13500,A. Al Kassar,62,62,53,16,275000.0,2000.0,30,177,2023.0,62,54,60,67
13501,A. Al Owayshir,62,62,53,21,275000.0,4000.0,30,186,2025.0,67,60,55,64
13502,P. Sprint,62,64,53,34,350000.0,700.0,28,196,2022.0,62,73,65,61
13504,J. Duncan,62,63,53,32,325000.0,550.0,28,189,2024.0,62,60,60,62
13513,L. Brănescu,62,66,53,16,425000.0,2000.0,27,194,2024.0,62,56,56,65
13518,F. Flückiger,62,62,53,25,275000.0,1000.0,30,195,2022.0,64,59,61,63
13523,A. Al Jadani,62,63,53,28,300000.0,5000.0,30,180,2023.0,65,57,60,64
13525,S. Mohlin,62,63,53,32,350000.0,750.0,25,190,2021.0,66,63,55,67
13536,B. Killip,62,68,53,39,500000.0,2000.0,25,188,2022.0,62,61,62,63
13541,W. Cuesta,62,65,53,25,375000.0,500.0,28,195,2026.0,60,58,68,61
13546,M. Van Damme,62,64,53,19,375000.0,2000.0,27,182,2022.0,63,59,58,65
13548,J. Houwen,62,66,53,24,425000.0,2000.0,25,188,2023.0,62,60,59,62
13553,F. Dornebusch,62,64,53,20,375000.0,2000.0,26,193,2022.0,63,50,62,65
13564,G. Guerrieri,62,66,53,19,425000.0,5000.0,25,184,2022.0,63,59,60,62
13566,Shao Puliang,62,62,53,48,210000.0,1000.0,31,187,2021.0,58,63,63,59
13569,C. Burton,62,66,53,25,450000.0,2000.0,24,188,2023.0,64,60,59,64
13570,H. Lewis,62,72,53,25,775000.0,6000.0,23,191,2022.0,64,57,60,64
13573,Shi Xiaotian,62,62,53,24,210000.0,1000.0,31,190,2021.0,64,57,56,67
13577,J. Rasheed,62,63,53,24,300000.0,950.0,29,191,2022.0,63,61,62,62
13580,J. Rose,62,66,53,23,425000.0,2000.0,26,191,2022.0,64,58,61,64
13582,O. Piri,62,66,53,18,425000.0,2000.0,26,190,2022.0,64,60,62,63
13583,M. Al Furayj,62,62,53,24,130000.0,3000.0,33,188,2023.0,63,58,61,65
13584,M. Sætra,62,68,53,20,500000.0,650.0,24,198,2021.0,64,58,60,64
13588,L. Ward,62,67,53,24,475000.0,2000.0,24,195,2022.0,62,60,61,62
13589,S. Kroll,62,70,53,22,775000.0,2000.0,24,191,2023.0,63,59,58,63
13601,L. McGee,62,66,53,21,425000.0,3000.0,25,193,2022.0,63,60,60,64
13602,D. Sommariva,62,69,53,23,675000.0,650.0,23,186,2025.0,64,61,58,68
13605,T. King,62,66,53,25,425000.0,3000.0,26,192,2023.0,64,60,61,64
13625,H. Burgoyne,62,68,53,26,500000.0,1000.0,24,193,2022.0,63,61,61,62
13629,M. Hauptmeijer,62,68,53,25,500000.0,1000.0,24,190,2023.0,60,60,63,66
13639,Marlon Barninho,62,62,53,25,130000.0,2000.0,33,193,2024.0,62,58,61,63
13642,M. Festa,62,62,53,21,275000.0,2000.0,29,190,2022.0,65,58,59,61
13664,K. Ishikawa,62,63,53,17,325000.0,2000.0,28,185,2022.0,64,56,58,62
13666,K. Matsui,62,62,53,16,45000.0,850.0,35,187,2022.0,60,55,66,60
13667,R. Hironaga,62,62,53,25,210000.0,1000.0,31,186,2022.0,64,60,61,65
13678,N. Klinger,62,67,53,20,475000.0,7000.0,25,187,2023.0,59,63,60,64
13680,M. Pettersen,62,73,53,18,775000.0,700.0,22,190,2023.0,63,58,60,63
13697,O. Hedvall,62,70,53,35,775000.0,1000.0,22,195,2023.0,66,63,60,64
13714,G. Viscarra,62,63,53,21,325000.0,500.0,28,190,2021.0,64,57,66,62
13733,S. Cleveland,62,65,53,41,400000.0,1000.0,27,188,2021.0,63,60,60,65
13736,H. Nakabayashi,62,62,53,45,45000.0,1000.0,35,182,2022.0,63,66,62,64
13739,C. Haas,62,64,53,27,350000.0,2000.0,28,190,2024.0,63,62,62,59
13757,R. Laidlaw,62,63,53,23,325000.0,1000.0,28,201,2023.0,64,58,63,62
13766,A. Damlu,62,71,52,18,775000.0,1000.0,21,191,2024.0,61,56,59,62
13769,J. de Lange,62,72,53,27,775000.0,1000.0,23,188,2024.0,62,61,60,63
13772,J. Klinsmann,62,68,53,19,500000.0,1000.0,24,194,2021.0,61,64,62,65
13773,L. Watkowiak,62,67,53,25,475000.0,2000.0,25,197,2022.0,59,57,63,66
13785,J. García,62,72,53,16,775000.0,2000.0,23,186,2024.0,67,64,57,62
13793,Guo Quanbo,62,69,53,52,675000.0,2000.0,23,183,2023.0,61,56,61,63
13797,Marcos Lavín,62,67,53,23,475000.0,750.0,24,190,2022.0,60,56,58,65
13806,D. Smarsch,62,74,53,20,850000.0,2000.0,22,195,2023.0,65,66,65,63
13819,Y. Fofana,62,75,52,24,850000.0,850.0,20,194,2022.0,64,59,60,63
13828,D. Tomii,62,62,53,21,210000.0,750.0,31,182,2022.0,65,53,63,63
13852,J. Bursztyn,62,66,53,16,450000.0,1000.0,23,186,2022.0,64,58,61,63
13869,D. Bielica,62,67,53,28,500000.0,1000.0,22,191,2023.0,61,58,61,65
13870,F. Faist,62,62,53,25,200000.0,1000.0,32,184,2022.0,61,55,63,60
13871,J. Krahl,62,76,52,20,850000.0,500.0,21,194,2023.0,69,57,52,71
13874,N. Quindt,62,66,53,21,450000.0,500.0,24,184,2022.0,65,58,58,63
13887,K. Bucker,62,66,53,18,425000.0,1000.0,25,198,2023.0,64,56,61,63
13910,M. Hermansen,62,72,52,42,750000.0,1000.0,20,185,2024.0,63,63,62,65
13949,T. Hasal,62,73,52,17,775000.0,750.0,21,193,2021.0,63,52,61,65
13952,D. Ramaj,62,77,52,24,825000.0,1000.0,19,186,2024.0,65,66,61,64
13956,T. Fayulu,62,74,52,26,850000.0,2000.0,21,192,2023.0,65,59,59,64
13960,I. Popescu,62,65,53,30,400000.0,900.0,27,188,2023.0,63,62,59,64
13969,T. Savin,62,68,52,22,500000.0,600.0,20,194,2023.0,64,62,63,63
14024,V. Jaroš,62,76,52,45,825000.0,5000.0,19,190,2021.0,62,63,62,63
14025,F. de Keijzer,62,73,52,19,775000.0,1000.0,21,193,2024.0,61,58,61,63
14031,P. Galindo,62,66,53,39,425000.0,500.0,26,180,2021.0,62,62,61,63
14035,C. Varela,62,72,52,15,775000.0,500.0,21,189,2022.0,64,58,61,63
14042,F. Casanova,62,67,53,28,475000.0,500.0,24,193,2021.0,64,62,59,72
14053,M. Arzamendia,62,69,53,23,675000.0,500.0,23,190,2022.0,61,55,61,62
14056,S. Yoshida,62,67,53,24,475000.0,600.0,24,184,2022.0,66,63,57,65
14068,M. Bakker,62,74,52,22,850000.0,1000.0,20,188,2023.0,64,62,57,62
14071,B. Díaz,62,70,53,21,775000.0,2000.0,22,187,2021.0,62,59,62,66
14075,C. Riveros,62,69,53,20,700000.0,500.0,22,182,2025.0,61,61,62,63
14078,D. Sandy,62,73,52,25,750000.0,500.0,19,184,2021.0,60,60,62,61
14092,M. Correa,62,73,52,18,775000.0,500.0,21,187,2022.0,64,53,55,66
14094,J. Pulskamp,62,75,52,22,850000.0,750.0,20,188,2022.0,63,59,62,62
14114,Jesús Ruiz,62,70,53,31,775000.0,1000.0,24,185,2022.0,67,58,54,72
14128,J. Flere,62,69,53,20,675000.0,3000.0,23,182,2023.0,61,64,58,69
14134,F. Croitoru,62,62,53,37,275000.0,1000.0,28,192,2022.0,64,67,50,61
14137,J. Kersken,62,73,52,25,750000.0,2000.0,20,190,2025.0,64,62,63,64
14140,Victor Méndez,62,76,52,36,850000.0,900.0,21,188,2024.0,65,52,60,64
14142,E. Dos Santos Haesler,62,70,53,34,775000.0,1000.0,22,196,2022.0,60,64,59,62
14168,S. Drljača,62,70,53,23,775000.0,600.0,22,192,2022.0,64,58,59,62
14184,Pere Joan,62,81,52,30,900000.0,1000.0,19,188,2022.0,53,66,66,64
14189,Alfonso Pastor,62,72,52,23,750000.0,2000.0,20,190,2026.0,69,66,58,60
14211,I. Diawara,62,65,53,28,400000.0,1000.0,26,194,2022.0,66,60,65,69
14213,R. Rodríguez,62,62,53,15,70000.0,500.0,34,193,2021.0,63,62,60,63
14230,B. Fall,62,75,52,15,850000.0,3000.0,20,198,2025.0,62,60,61,64
14237,A. Özçimen,62,78,52,22,900000.0,850.0,19,198,2024.0,64,61,59,68
14243,A. Nazih,62,74,52,20,825000.0,500.0,19,192,2024.0,66,59,58,65
14259,G. Serdán,62,65,53,33,400000.0,500.0,26,189,2021.0,61,62,60,64
14262,F. Ferrero,62,68,53,27,500000.0,2000.0,25,185,2022.0,64,59,58,60
14286,I. Vekič,62,68,53,34,500000.0,1000.0,23,192,2022.0,61,67,61,67
14287,Chanza,62,71,53,27,775000.0,950.0,23,182,2022.0,62,64,60,61
14304,B. Jenciragic,62,70,52,29,775000.0,1000.0,21,183,2025.0,61,56,59,65
14312,Lucas Covolan,62,62,53,35,275000.0,2000.0,30,193,2023.0,61,61,62,63
14371,Alejandro Iturbe,62,81,52,30,875000.0,500.0,17,184,2024.0,63,62,60,65
14374,Pablo Valencia,62,71,52,23,750000.0,2000.0,20,188,2022.0,66,60,59,67
14394,J. Murphy,61,61,52,35,35000.0,850.0,39,188,2022.0,61,59,61,62
14396,B. Murphy,61,61,52,16,35000.0,500.0,38,183,2021.0,61,55,62,58
14402,K. Letheren,61,61,52,24,110000.0,1000.0,33,188,2022.0,61,60,59,60
14407,G. Woods,61,61,52,23,220000.0,1000.0,30,185,2023.0,64,60,55,64
14408,M. Oxley,61,61,52,36,220000.0,2000.0,30,190,2022.0,60,62,60,60
14413,T. Hasegawa,61,61,52,29,160000.0,700.0,32,187,2022.0,56,60,60,63
14414,Lee Bum Young,61,61,52,32,160000.0,2000.0,32,197,2021.0,61,59,58,62
14418,Ł. Budziłek,61,61,52,31,220000.0,1000.0,30,186,2022.0,60,63,62,60
14423,S. Fox,61,61,52,13,60000.0,1000.0,34,183,2022.0,61,61,61,62
14429,B. Meredith,61,61,52,36,170000.0,1000.0,31,188,2021.0,65,64,54,64
14430,E. Newton,61,61,52,36,110000.0,1000.0,33,188,2022.0,60,59,62,60
14445,J. Maxted,61,65,52,24,350000.0,3000.0,27,183,2022.0,61,60,58,64
14449,J. Lynch,61,62,52,22,250000.0,2000.0,28,182,2022.0,64,56,58,65
14455,I. Lawlor,61,65,52,25,350000.0,1000.0,26,193,2023.0,63,59,60,63
14456,M. Acton,61,63,52,25,275000.0,1000.0,29,184,2023.0,63,59,58,63
14462,L. Roberts,61,64,52,29,325000.0,3000.0,26,183,2022.0,62,58,60,63
14463,R. Stewart,61,65,52,23,350000.0,1000.0,26,188,2023.0,62,61,60,63
14467,D. Barnes,61,67,52,38,400000.0,2000.0,25,193,2022.0,61,57,61,64
14471,D. Richards,61,64,52,23,325000.0,1000.0,27,181,2022.0,61,58,60,62
14477,J. Coleman,61,65,52,17,350000.0,1000.0,25,198,2022.0,61,62,61,62
14481,G. Sánchez,61,67,52,17,400000.0,500.0,25,181,2022.0,61,60,61,60
14492,Du Jia,61,61,52,32,230000.0,3000.0,28,186,2024.0,59,52,60,63
14495,F. Sollacaro,61,64,52,25,325000.0,950.0,27,181,2024.0,62,56,60,64
14501,K. Haug,61,71,52,37,625000.0,650.0,23,187,2022.0,61,64,59,62
14517,E. Edwards Jr.,61,62,52,23,250000.0,1000.0,29,191,2021.0,58,60,65,57
14529,S. Hornby,61,65,52,22,350000.0,3000.0,26,185,2023.0,61,60,62,63
14532,D. Gyollai,61,67,52,21,425000.0,2000.0,24,197,2022.0,63,60,57,62
14534,J. Wollacott,61,67,52,24,425000.0,2000.0,24,190,2022.0,61,56,58,64
14536,H. Al Watyan,61,67,52,24,425000.0,4000.0,24,184,2025.0,61,58,57,62
14537,O. Evans,61,68,52,28,550000.0,1000.0,24,188,2023.0,64,58,62,64
14540,J. Eastwood,61,69,52,18,625000.0,3000.0,24,190,2022.0,62,59,59,61
14547,Y. Takeda,61,61,52,31,60000.0,950.0,34,190,2022.0,59,56,66,60
14549,M. Hayashi,61,66,52,28,400000.0,1000.0,24,182,2022.0,64,62,60,62
14554,A. Rivero,61,68,52,23,550000.0,1000.0,23,189,2023.0,61,61,60,62
14561,M. Adamonis,61,67,52,20,425000.0,5000.0,24,191,2024.0,64,54,58,60
14568,M. Funk,61,65,52,17,350000.0,3000.0,25,187,2022.0,61,61,59,62
14571,M. Al Anazi,61,61,52,25,170000.0,2000.0,31,178,2024.0,61,56,63,62
14584,K. McIntosh,61,62,52,35,275000.0,1000.0,27,183,2021.0,62,64,60,62
14589,A. Yiğiter,61,72,51,28,650000.0,1000.0,21,189,2025.0,63,62,58,64
14606,J. Delianov,61,71,51,30,650000.0,500.0,21,188,2022.0,62,58,59,62
14611,I. El Maach,61,69,51,22,650000.0,700.0,21,187,2022.0,57,64,62,65
14629,M. Christiansen,61,77,51,20,750000.0,500.0,20,186,2023.0,63,56,61,62
14634,Campos,61,65,52,16,350000.0,3000.0,26,189,2025.0,63,65,57,65
14639,B. Bayazit,61,71,51,15,650000.0,2000.0,22,185,2024.0,61,42,61,62
14672,B. Lundgaard,61,66,52,27,375000.0,1000.0,25,196,2021.0,59,70,60,59
14679,T. Leysen,61,75,51,28,675000.0,850.0,19,188,2025.0,66,55,60,63
14691,T. Kretzschmar,61,70,51,12,650000.0,500.0,22,185,2023.0,63,58,61,64
14693,J. Anang,61,74,51,19,700000.0,5000.0,21,183,2022.0,61,59,59,62
14697,A. Putna,61,64,52,29,325000.0,1000.0,26,187,2021.0,60,60,62,59
14710,M. Al Rubaie,61,69,52,39,625000.0,4000.0,23,191,2023.0,62,59,63,64
14727,Matis Carvalho,61,71,51,25,650000.0,3000.0,22,186,2023.0,62,59,59,63
14730,A. Okonkwo,61,77,51,17,750000.0,3000.0,19,196,2024.0,60,54,62,63
14764,Ș. Târnovanu,61,72,51,29,650000.0,1000.0,21,197,2024.0,61,64,62,59
14807,E. Pérez,61,61,52,56,60000.0,500.0,34,178,2021.0,60,64,60,59
14820,D. Rouyard,61,73,51,24,700000.0,2000.0,21,194,2025.0,62,60,57,63
14821,Barredo,61,74,51,25,650000.0,500.0,17,177,2022.0,62,58,60,61
14837,W. Rojas,61,64,52,18,300000.0,500.0,28,181,2021.0,61,62,60,61
14843,D. Valdés,61,65,52,18,350000.0,500.0,27,184,2021.0,60,56,60,61
14850,R. Rivas,61,61,52,12,35000.0,500.0,36,186,2021.0,60,61,58,60
14851,G. Salvatierra,61,61,52,23,220000.0,500.0,29,185,2021.0,60,60,59,62
14857,L. Claros,61,68,52,13,550000.0,500.0,23,184,2021.0,60,56,61,60
14860,C. Eriksson,61,66,52,19,375000.0,550.0,26,191,2021.0,59,63,62,63
14889,J. Lara,61,71,51,20,650000.0,500.0,22,188,2025.0,61,60,62,60
14893,Á. Preciado,61,70,52,9,625000.0,500.0,23,188,2022.0,59,63,59,63
14895,B. Unger,61,68,51,25,575000.0,3000.0,22,190,2022.0,64,57,54,63
14907,K. Nakano,61,68,51,19,575000.0,750.0,22,200,2026.0,61,56,57,63
14915,T. Boulhendi,61,74,51,21,700000.0,2000.0,20,185,2022.0,59,60,59,61
14916,R. Doohan,61,70,52,25,625000.0,5000.0,23,186,2022.0,59,60,59,62
14927,D. Balauru,61,61,52,28,170000.0,1000.0,31,189,2022.0,59,58,53,67
14929,J. Belshaw,61,61,52,15,220000.0,2000.0,30,191,2023.0,62,62,61,61
14932,F. Palmowski,61,74,51,24,700000.0,3000.0,20,185,2024.0,58,60,65,62
14958,B. Reus,61,72,51,30,625000.0,900.0,20,198,2023.0,62,59,63,59
14960,F. Tapia,61,73,51,29,700000.0,3000.0,20,185,2022.0,61,60,59,65
14963,D. Özkan,61,70,51,17,650000.0,1000.0,21,185,2025.0,62,65,62,60
14969,Lee Kyung Tae,61,63,52,16,300000.0,2000.0,26,191,2023.0,63,54,60,61
14982,H. Espínola,61,61,52,21,220000.0,500.0,29,182,2021.0,61,60,61,60
14983,P. Díaz,61,66,52,16,400000.0,500.0,23,181,2021.0,60,61,60,60
14987,J. Romero,61,69,52,21,625000.0,2000.0,23,183,2023.0,67,51,59,57
15009,K. Nagai,61,65,52,30,350000.0,700.0,26,184,2022.0,66,53,57,61
15016,J. Semidey,61,63,52,22,300000.0,500.0,27,192,2022.0,61,57,62,64
15017,T. Romero,61,72,51,34,625000.0,700.0,20,185,2023.0,63,61,59,61
15058,P. Bos,61,65,52,26,375000.0,950.0,24,193,2023.0,63,58,60,63
15071,A. Tsilingiris,61,72,51,23,625000.0,500.0,20,190,2023.0,60,62,61,60
15074,N. Atubolu,61,75,51,15,675000.0,1000.0,19,190,2025.0,63,59,57,64
15097,Sergio Díaz,61,70,52,35,625000.0,900.0,23,181,2022.0,62,61,63,63
15103,Pedro Teixeira,61,74,51,25,675000.0,600.0,19,190,2025.0,62,59,61,63
15110,S. Al Manthari,61,65,52,20,350000.0,500.0,26,192,2024.0,66,54,63,60
15119,L. Martinez,61,72,51,24,600000.0,800.0,19,188,2023.0,63,59,61,64
15134,G. Ratcliffe,61,74,51,25,700000.0,3000.0,20,184,2022.0,63,58,63,61
15140,E. Cabezas,61,68,51,23,550000.0,500.0,20,185,2023.0,62,58,59,61
15143,K. Skjærstein,61,65,52,26,350000.0,750.0,25,190,2024.0,60,58,60,63
15154,A. van Lare,61,79,51,28,725000.0,500.0,18,190,2022.0,64,66,62,63
15160,Joel Jiménez,61,71,51,27,650000.0,900.0,21,187,2022.0,58,55,59,64
15165,D. Agudelo,61,64,52,28,350000.0,500.0,24,190,2022.0,60,57,55,61
15170,D. Gerken,60,60,51,31,25000.0,1000.0,36,183,2022.0,60,56,61,60
15172,S. Flinders,60,60,51,32,25000.0,900.0,35,193,2022.0,59,50,55,62
15178,D. Lyness,60,60,51,23,170000.0,1000.0,29,191,2023.0,60,56,58,62
15179,R. Lainton,60,60,51,16,130000.0,500.0,31,193,2023.0,61,55,59,60
15182,Cho Soo Hyuk,60,60,51,13,40000.0,1000.0,34,188,2021.0,60,60,60,58
15183,S. Ando,60,60,51,12,160000.0,2000.0,30,185,2022.0,59,52,65,60
15184,A. Al Mazaidi,60,60,51,14,25000.0,1000.0,35,190,2022.0,58,62,59,61
15185,Hou Sen,60,60,51,42,120000.0,2000.0,32,188,2023.0,58,56,62,62
15186,F. Rossi,60,60,51,12,160000.0,5000.0,30,193,2022.0,62,62,58,60
15194,J. Furlan,60,63,51,26,230000.0,6000.0,28,189,2022.0,59,55,59,61
15199,H. Shaian,60,60,51,17,120000.0,4000.0,32,184,2023.0,61,55,58,63
15205,A. Al Saleh,60,60,51,25,130000.0,3000.0,31,179,2022.0,61,61,60,59
15208,S. McGuinness,60,65,51,34,275000.0,500.0,26,184,2021.0,61,58,58,60
15216,A. Chapman,60,60,51,16,130000.0,1000.0,31,203,2022.0,62,56,59,61
15221,L. Wedl,60,66,51,30,300000.0,2000.0,25,186,2026.0,58,54,58,62
15224,J. Brattberg,60,65,51,25,300000.0,650.0,24,200,2022.0,62,61,60,60
15226,Fang Jingqi,60,62,51,24,210000.0,2000.0,28,188,2021.0,60,54,62,60
15228,Zhang ZhenQiang,60,60,51,25,170000.0,1000.0,28,188,2022.0,63,63,55,64
15237,R. Watson,60,65,51,26,300000.0,2000.0,25,190,2022.0,57,56,60,63
15266,Choi Bong Jin,60,61,51,42,190000.0,800.0,29,194,2022.0,58,65,64,59
15267,Hwang ByeongGeun,60,62,51,24,220000.0,1000.0,27,193,2022.0,62,56,57,62
15268,D. Al Saeed,60,60,51,21,160000.0,2000.0,30,180,2023.0,63,58,59,62
15269,A. Wilk,60,67,50,26,425000.0,1000.0,23,189,2022.0,59,55,61,56
15270,T. Wiesner,60,67,51,20,425000.0,650.0,24,192,2022.0,62,57,57,60
15272,L. Thomas,60,69,50,34,475000.0,2000.0,23,185,2022.0,60,58,59,63
15274,M. Vargas,60,66,51,31,300000.0,500.0,25,183,2021.0,59,58,58,62
15280,A. Bukhari,60,68,51,24,475000.0,4000.0,24,194,2023.0,64,56,58,60
15284,A. Lejoly,60,67,50,25,425000.0,1000.0,23,188,2022.0,61,62,58,67
15292,G. Kawanami,60,60,51,15,160000.0,1000.0,30,192,2022.0,60,56,60,56
15293,H. Takimoto,60,64,51,21,275000.0,1000.0,24,190,2022.0,62,59,54,64
15308,Á. Varga,60,70,50,16,475000.0,500.0,22,191,2022.0,58,57,62,62
15310,B. Mrozek,60,71,50,20,475000.0,850.0,21,192,2023.0,58,55,62,60
15312,J. Karlstrøm,60,68,51,19,475000.0,550.0,24,200,2022.0,58,68,57,62
15340,G. Coudert,60,70,50,26,475000.0,2000.0,22,191,2022.0,62,58,58,62
15341,S. van Bladeren,60,67,50,32,425000.0,1000.0,23,184,2022.0,61,60,59,62
15344,M. Bleve,60,62,51,27,240000.0,550.0,25,184,2023.0,65,58,59,62
15363,T. Durso,60,70,50,29,475000.0,2000.0,22,185,2023.0,60,58,62,60
15365,L. Finochietto,60,68,51,19,475000.0,1000.0,24,182,2023.0,65,62,60,59
15399,P. Sokół,60,70,50,17,475000.0,650.0,21,193,2023.0,61,58,61,62
15400,M. Kamenz,60,66,50,15,325000.0,500.0,22,187,2022.0,64,59,57,59
15407,C. Frommann,60,70,50,26,475000.0,500.0,23,185,2022.0,62,64,55,62
15408,Y. Bangsow,60,68,50,20,475000.0,800.0,23,192,2022.0,60,57,55,64
15414,M. Harsman,60,68,50,23,475000.0,500.0,21,190,2022.0,62,61,60,62
15423,R. Ferrario,60,72,50,20,525000.0,1000.0,21,186,2022.0,59,60,58,62
15438,B. Leneis,60,70,50,22,475000.0,2000.0,22,195,2022.0,64,59,56,62
