,Name ,player_positions,overall,potential,age,physic,preferred_foot,height_cm,club_contract_valid_until,value_eur,power_jumping,power_strength,defending,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,mentality_interceptions,mentality_aggression,mentality_composure,passing,skill_long_passing,attacking_heading_accuracy,power_long_shots
11091,J. Pearce,CB,64,64,33,77,Left,185,2022.0,275000.0,80,81,64,64,64,63,63,71,56,43,53,65,36
12336,C. Piergianni,CB,63,63,29,81,Left,185,2022.0,400000.0,92,91,60,59,61,60,58,68,48,39,49,65,22
8949,Carlos Hernández,CB,66,66,30,73,Right,185,2023.0,700000.0,82,80,66,63,68,66,64,69,59,43,48,71,37
6730,Lucas,CB,68,68,28,78,Right,193,2023.0,1000000.0,75,88,68,67,69,65,67,57,66,49,59,75,25
10925,B. Kieliba,CB,65,65,30,77,Right,188,2023.0,575000.0,59,86,65,66,64,62,66,69,52,44,55,65,20
2056,S. Bell,CB,74,74,29,73,Right,192,2023.0,3500000.0,74,85,76,77,76,71,77,70,73,52,60,79,30
5561,M. Sollbauer,CB,69,69,31,78,Right,187,2023.0,950000.0,81,82,69,67,72,68,68,71,72,45,53,70,33
3119,W. Reid,CB,72,72,32,68,Right,190,2023.0,1500000.0,71,81,73,70,74,74,73,78,55,45,50,77,53
5084,Eltson Marques,CB,70,70,29,70,Right,188,2024.0,1300000.0,36,88,70,67,68,73,74,66,60,43,53,77,42
6219,O. Kanté,CB,69,69,31,81,Right,182,2022.0,950000.0,80,87,68,67,67,68,68,72,65,49,49,73,31
6642,Pablo Iñiguez,CB,68,71,27,67,Left,184,2022.0,1400000.0,80,73,69,73,68,66,68,65,60,58,69,64,40
4752,A. Nukan,CB,70,72,27,78,Left,196,2024.0,1700000.0,62,91,70,67,71,67,70,68,54,54,68,75,24
11181,D. Malrechauffe,CB,64,64,36,59,Right,187,2021.0,100000.0,62,65,67,71,64,70,65,73,46,40,34,68,35
16046,F. Delli Carri,CB,59,72,22,54,Left,189,2022.0,525000.0,53,58,64,71,62,62,58,57,51,32,48,62,41
9864,N. Vidrio,"CB, RB",65,65,32,69,Right,182,2021.0,475000.0,65,72,66,64,70,68,60,67,58,56,59,67,60
4741,T. Beermann,CB,70,70,30,75,Left,188,2023.0,1300000.0,77,79,71,72,72,69,68,88,61,48,62,73,33
9409,M. Perg,"CB, RB",66,66,29,77,Right,185,2023.0,725000.0,80,80,66,64,70,65,64,78,64,39,38,65,23
1520,I. Traoré,CB,75,75,34,86,Right,184,2022.0,1800000.0,77,93,75,75,76,70,72,79,70,58,65,79,51
4472,Jorge Fernandes,CB,71,78,24,78,Right,191,2025.0,3500000.0,71,86,70,66,75,73,68,79,63,44,54,67,24
11343,Iván Márquez,CB,64,67,27,72,Right,191,2023.0,675000.0,70,74,63,61,64,63,63,71,50,48,53,64,35
2454,N. Domingo,"CDM, CM, CB",73,73,36,72,Right,174,2022.0,600000.0,71,69,71,73,70,71,75,75,73,67,72,60,67
9687,C. Reiner,CB,66,73,23,75,Right,197,2022.0,1600000.0,38,87,66,66,68,63,64,70,48,54,58,67,28
5840,G. Campi,CB,69,69,30,77,Left,193,2022.0,1100000.0,30,93,69,67,69,67,71,63,67,61,69,70,62
2472,R. Donk,"CB, CDM",73,73,35,83,Right,192,2022.0,800000.0,50,92,74,72,74,70,73,74,71,68,73,81,67
2574,Timor,"CDM, CB, CM",73,73,31,76,Left,185,2022.0,2100000.0,81,75,68,68,73,68,67,81,71,72,74,59,78
13550,S. Nattestad,CB,62,65,26,72,Left,197,2021.0,450000.0,60,86,61,60,63,58,61,53,53,40,45,63,30
7846,B. Vriends,CB,67,67,30,79,Right,188,2022.0,825000.0,78,84,66,64,65,63,66,72,60,47,57,73,27
13016,Hélder Baldé,CB,63,70,22,73,Right,196,2023.0,900000.0,45,88,62,59,66,63,62,72,57,44,46,61,34
2865,Hugo Goiteira,CB,73,73,29,80,Right,190,2024.0,2500000.0,65,87,74,77,74,66,72,87,64,55,70,76,41
10287,Diego Alende,"CB, RB",65,74,23,68,Right,180,2022.0,1500000.0,81,75,64,63,65,62,66,60,58,41,40,64,23
5997,F. Tingager,CB,69,70,28,77,Right,198,2025.0,1300000.0,67,92,69,70,68,65,68,56,61,49,59,77,17
7614,David Mateos,CB,67,67,34,70,Right,191,2021.0,325000.0,34,90,67,70,66,63,67,76,59,55,64,67,39
11821,R. Grigore,CB,64,71,22,78,Left,191,2024.0,1100000.0,84,84,60,58,61,60,58,82,53,41,37,64,23
14111,J. Huysman,"CDM, CB",62,62,32,70,Right,188,2025.0,275000.0,74,80,63,61,66,58,63,50,59,51,57,69,31
3201,S. Duffy,CB,72,72,29,79,Right,193,2023.0,2000000.0,87,84,72,68,73,71,72,83,57,49,60,79,49
1825,Juli Freitinho,CB,75,75,21,79,Right,192,2024.0,6000000.0,65,91,75,82,74,75,66,82,71,56,43,77,45
14290,S. Guibert,"CB, CDM",62,62,32,70,Left,188,2022.0,250000.0,75,74,61,58,62,60,61,61,52,51,51,63,50
4282,H. Souttar,CB,71,79,22,75,Right,200,2025.0,3900000.0,70,84,72,73,70,71,72,63,52,48,58,71,26
6576,Bruno Uvini,CB,68,68,30,76,Right,187,2022.0,1000000.0,52,89,68,66,69,67,70,67,61,47,53,72,36
3436,C. Hountondji,CB,72,74,27,72,Right,195,2023.0,2500000.0,43,84,73,73,75,70,74,69,68,52,58,70,29
6651,L. Sadiku,"CDM, CB",68,68,29,66,Right,181,2022.0,1000000.0,76,62,68,72,68,62,68,72,69,59,66,58,69
6655,I. Runje,CB,68,68,30,78,Right,192,2024.0,1000000.0,58,90,68,69,67,67,70,68,63,49,58,68,24
8933,D. Steres,CB,66,66,30,73,Right,183,2021.0,700000.0,80,77,65,64,64,62,65,68,59,51,65,73,22
4088,A. Callens,CB,71,72,29,78,Left,186,2021.0,1700000.0,76,80,70,67,71,76,71,77,65,49,69,71,23
3991,F. Ogier,CB,71,71,32,78,Right,183,2023.0,1200000.0,89,74,73,73,74,67,75,73,62,39,50,68,30
1205,N. Pallois,CB,76,76,33,85,Left,189,2022.0,3600000.0,79,92,76,75,77,76,75,89,73,60,68,75,57
11255,Y. Musavu-King,CB,64,65,29,75,Left,186,2023.0,550000.0,80,83,63,64,63,61,61,67,61,47,53,64,25
3894,Mikel San José,"CM, CDM, CB",71,71,32,76,Right,187,2022.0,1500000.0,76,82,73,73,74,71,72,73,79,64,74,75,70
4199,Y. Cabral,CB,71,72,29,69,Right,188,2023.0,1700000.0,57,87,73,73,73,67,71,76,55,46,57,82,28
2003,B. Espinosa,CB,74,74,31,78,Right,192,2023.0,2900000.0,83,87,72,70,74,73,72,80,70,58,61,75,42
3304,Igor Rossi,CB,72,72,32,83,Left,189,2022.0,1500000.0,82,85,72,73,71,72,68,73,63,54,61,78,26
9396,S. Puttkammer,"CB, CDM",66,66,32,74,Right,192,2023.0,550000.0,70,80,66,66,66,61,68,69,68,45,58,66,16
6125,S. Mai,CB,69,70,27,82,Right,195,2022.0,1400000.0,42,92,67,65,69,64,62,87,65,48,60,75,48
7476,G. Tamaș,CB,67,67,37,74,Right,188,2022.0,180000.0,70,81,66,68,66,65,64,80,64,64,72,66,62
13836,W. Omsberg,CB,62,66,25,71,Right,193,2021.0,500000.0,75,75,62,60,65,57,58,70,44,40,49,67,19
11216,N. Ansell,CB,64,64,27,80,Right,186,2022.0,550000.0,51,89,63,63,65,61,63,63,56,48,57,63,25
6448,J. Zavala,"CB, CDM",68,68,33,80,Right,190,2022.0,575000.0,76,85,66,64,70,59,62,78,68,61,65,75,50
4972,F. Noguera,CB,70,72,28,81,Right,193,2022.0,1600000.0,71,92,70,69,73,67,67,70,65,43,48,70,28
6452,C. Mulgrew,CB,68,68,35,64,Left,191,2023.0,325000.0,58,79,68,66,68,67,70,65,69,67,65,70,70
8880,A. Ba,CB,66,66,30,76,Right,197,2022.0,700000.0,84,83,64,64,63,56,67,75,64,46,41,69,50
11188,T. Eastman,CB,64,64,29,77,Right,191,2023.0,500000.0,56,86,64,64,65,63,62,62,56,49,54,63,42
9889,M. Jurman,CB,65,65,31,78,Left,191,2023.0,500000.0,67,83,64,64,64,62,67,77,57,53,63,64,34
688,Marcelo,CB,78,78,34,85,Right,191,2023.0,4600000.0,87,90,78,76,81,72,76,85,71,60,77,84,30
19019,Cho Suk Young,CB,50,58,24,61,Right,190,2021.0,100000.0,59,73,51,53,55,56,42,43,35,30,30,44,18
7536,B. Augustyn,CB,67,67,33,76,Right,191,2022.0,475000.0,83,84,63,61,63,62,66,83,65,48,55,65,40
3323,M. Hedges,CB,72,72,31,86,Right,193,2022.0,1600000.0,71,91,71,70,71,65,75,79,67,51,70,74,20
14410,S. Brisley,CB,61,61,31,69,Right,188,2023.0,220000.0,74,73,61,60,61,61,60,63,62,38,41,62,26
13834,G. Lillard,CB,62,64,25,73,Left,193,2021.0,450000.0,72,78,62,63,62,59,61,69,46,42,53,61,23
5719,R. Thelander,CB,69,69,29,75,Right,190,2022.0,1200000.0,79,84,69,68,71,69,66,71,60,45,54,72,20
8203,R. Janssen,CB,67,67,31,74,Left,179,2023.0,700000.0,68,74,66,63,68,69,68,74,68,57,65,66,40
11071,D. Pratley,"CM, CB, CDM",64,64,36,79,Right,185,2022.0,180000.0,85,74,66,69,65,63,70,80,62,61,60,59,59
12186,Brunão,CB,64,70,24,69,Right,187,2023.0,850000.0,70,75,66,63,68,67,64,63,49,33,27,72,28
2513,S. Sunzu,CB,73,73,32,84,Right,192,2022.0,2000000.0,82,92,73,74,74,72,70,76,67,48,56,76,57
10279,L. Gugganig,"CB, CDM",65,68,26,73,Right,191,2026.0,825000.0,55,85,64,61,69,62,60,70,54,47,60,71,51
12906,R. Tone,CB,63,63,29,64,Right,182,2022.0,400000.0,72,75,63,65,65,58,60,65,55,49,53,58,31
10867,R. Kikuchi,CB,65,70,24,78,Right,188,2022.0,975000.0,71,87,64,63,64,61,66,67,47,41,49,64,18
11169,A. Eastham,CB,64,64,30,80,Left,191,2022.0,475000.0,82,90,63,63,64,62,62,64,55,44,49,62,22
6337,F. Chafaï,CB,69,69,31,81,Right,182,2023.0,950000.0,89,81,69,70,71,67,60,71,53,46,55,79,45
3168,B. Ecuélé Manga,CB,72,72,32,83,Right,188,2022.0,1500000.0,90,86,71,71,69,69,70,82,67,56,65,77,34
19202,J. Bradley-Walsh,CB,48,61,20,56,Left,184,2021.0,110000.0,58,61,49,50,50,47,46,56,41,30,22,48,44
6791,Raphael Silva,CB,68,68,29,77,Right,191,2022.0,1000000.0,72,83,69,71,71,67,65,76,60,38,40,71,30
6658,T. Pettersson,"CB, LB",68,68,31,80,Left,190,2022.0,825000.0,51,88,66,69,61,65,69,80,63,56,63,71,53
4890,V. Huerta,CB,70,72,27,79,Left,185,2022.0,1700000.0,80,87,71,71,72,70,70,67,61,41,52,74,20
10184,Sun Jie,CB,65,66,29,80,Right,191,2022.0,650000.0,75,87,64,68,65,63,56,74,60,51,65,64,55
4005,A. Flint,CB,71,71,31,81,Right,197,2022.0,1300000.0,74,90,71,72,68,69,68,79,55,40,50,80,26
1496,J. Babin,CB,75,75,34,88,Right,183,2022.0,1800000.0,87,92,74,75,74,70,75,74,66,59,61,77,63
2109,T. Strobl,"CDM, CB",74,74,31,78,Right,188,2023.0,3000000.0,74,78,74,78,72,71,76,77,73,65,74,69,62
4127,N. Freire,CB,71,72,27,72,Left,186,2022.0,1900000.0,66,82,73,70,80,70,69,72,59,42,32,70,21
5500,T. Derijck,CB,69,69,34,68,Right,186,2022.0,450000.0,44,72,72,77,67,65,78,70,74,50,64,71,56
3673,Y. Salmier,CB,72,73,28,80,Right,188,2022.0,2200000.0,73,88,72,72,75,66,70,71,62,45,58,74,17
7762,Hwang Seok Ho,"CB, LB",67,67,32,78,Right,183,2022.0,650000.0,68,82,66,65,69,64,64,73,53,55,56,66,51
7799,Gonçalo Silva,"CB, RB",67,67,30,72,Right,186,2022.0,825000.0,75,73,67,67,68,66,67,67,68,50,65,68,29
10185,N. Datković,CB,65,66,28,75,Right,190,2023.0,675000.0,49,85,66,62,69,66,64,66,59,39,56,71,13
7812,A. Madu,CB,67,69,27,75,Left,186,2022.0,1100000.0,77,80,68,67,70,63,66,70,49,44,45,70,17
16569,O. Brennan,"CDM, CB, CM",58,60,25,65,Right,184,2021.0,230000.0,58,66,56,58,55,51,57,61,54,55,56,56,56
6470,G. Margreitter,CB,68,68,32,69,Right,186,2022.0,775000.0,73,82,69,67,72,68,65,71,60,46,51,71,18
12764,D. Oko,CB,63,65,24,70,Right,190,2022.0,550000.0,71,83,62,60,65,58,64,59,46,35,32,62,23
13389,L. Prosser,CB,62,62,33,74,Left,191,2022.0,190000.0,72,85,61,62,62,61,60,63,57,42,48,60,17
9235,Y. Maruyama,CB,66,66,32,73,Left,182,2022.0,550000.0,53,74,67,68,67,66,68,58,61,56,68,66,36
5872,C. Osmanpaşa,CB,69,69,33,72,Right,182,2023.0,675000.0,81,79,71,70,74,70,74,56,54,53,63,61,29
16614,M. Dembélé,"CB, RB",58,69,22,67,Right,186,2022.0,425000.0,72,74,57,56,59,58,57,60,41,41,39,54,19
10295,B. Niňaj,CB,65,67,27,75,Right,191,2023.0,750000.0,34,82,66,66,65,63,67,77,53,50,56,65,27
7679,T. Kister,CB,67,67,34,71,Right,193,2022.0,325000.0,47,90,67,66,69,66,62,72,69,42,52,74,27
5721,M. Herrera,CB,69,69,32,67,Right,183,2022.0,900000.0,65,81,69,68,71,69,64,71,68,46,51,73,38
3147,S. Dewaest,CB,72,72,30,81,Right,188,2022.0,1900000.0,40,90,72,70,73,72,71,83,72,48,61,77,35
9939,J. Rivierez,"CB, RB",65,65,32,80,Right,182,2023.0,475000.0,86,82,64,66,63,63,65,69,59,53,56,61,25
8984,F. Rodríguez,"CDM, CB, CM",66,66,34,73,Right,186,2026.0,300000.0,52,79,68,68,67,66,70,65,61,53,70,72,35
6618,B. Romo,CB,68,68,32,80,Left,185,2021.0,775000.0,80,90,67,68,68,64,64,69,49,46,45,68,24
4218,E. Goldaniga,CB,71,72,27,67,Right,193,2022.0,1900000.0,76,75,73,74,73,74,71,72,64,41,56,70,41
7840,L. Lindsay,CB,67,72,25,75,Left,190,2023.0,1300000.0,78,82,67,66,68,67,65,70,56,47,51,70,29
7524,F. Frans,CB,67,67,32,76,Right,193,2022.0,650000.0,33,86,69,72,69,64,68,68,70,50,58,68,33
14089,J. Waterman,CB,62,65,25,69,Right,188,2021.0,475000.0,67,74,61,64,60,58,59,68,49,50,63,62,17
6614,G. Valsvik,CB,68,70,28,81,Left,196,2023.0,1200000.0,57,91,68,69,67,66,68,72,54,49,50,67,59
1980,P. Baysse,CB,74,74,33,76,Right,185,2024.0,2000000.0,69,84,74,73,76,73,74,79,69,62,64,76,46
3133,L. Mabiala,CB,72,72,33,84,Right,189,2021.0,1100000.0,71,89,72,70,71,71,71,83,58,51,54,80,50
7833,Carlos Gutiérrez,CB,67,67,29,76,Right,192,2022.0,850000.0,41,88,65,65,64,63,65,69,60,48,55,72,42
10294,T. Mrčela,CB,65,65,30,80,Right,195,2022.0,575000.0,30,90,64,61,64,64,66,76,56,44,47,73,32
12625,K. Ono,CB,63,63,31,70,Left,180,2022.0,325000.0,75,73,64,66,64,63,61,61,47,39,36,62,21
7233,É. Vandenabeele,CB,68,68,29,78,Right,184,2023.0,1000000.0,87,80,68,67,70,66,67,71,49,43,45,69,39
6442,Feng Xiaoting,CB,68,68,35,71,Right,186,2021.0,325000.0,70,75,69,67,70,72,66,66,57,65,70,70,40
6057,Martínez,CB,69,70,28,72,Left,188,2023.0,1300000.0,67,77,69,66,71,70,69,67,59,51,63,72,27
2106,F. Helander,CB,74,76,28,77,Left,192,2023.0,4200000.0,62,85,75,76,76,74,73,78,63,46,48,77,25
12411,A. Ortíz,CB,63,63,28,61,Right,181,2025.0,425000.0,70,74,66,65,71,62,66,50,44,40,38,58,26
7105,O. Gnjatić,"CDM, CM, CB",68,68,29,79,Right,190,2022.0,1000000.0,59,82,64,62,66,63,67,81,60,56,63,57,35
16018,C. Kelly,"CB, LB",59,69,22,68,Left,191,2021.0,475000.0,69,75,58,58,60,58,55,57,57,48,53,61,28
3970,B. Martins Indi,CB,71,71,29,76,Left,185,2025.0,1600000.0,57,82,72,74,73,72,71,77,68,55,62,69,40
8941,M. Salem,"CB, RB",66,66,35,82,Right,178,2025.0,230000.0,92,81,64,64,64,67,64,82,53,46,38,65,31
9811,A. Baptiste,CB,65,65,35,70,Right,180,2022.0,190000.0,85,79,64,65,64,62,63,66,60,52,51,62,40
14518,J. Solberg,"CB, LB",61,61,32,75,Left,191,2021.0,210000.0,66,79,59,59,61,64,59,71,57,66,60,43,55
8796,T. Flanagan,CB,66,66,29,76,Right,188,2022.0,725000.0,68,80,65,64,66,65,63,75,52,53,53,67,41
15275,R. Diarra,"CB, CDM",60,64,26,63,Right,185,2022.0,300000.0,64,72,61,62,62,61,60,55,57,45,46,61,25
9308,L. Caicedo,CB,66,67,29,75,Right,185,2022.0,800000.0,71,78,66,60,70,68,70,77,54,47,52,65,26
5921,R. García,CB,69,69,32,73,Right,183,2021.0,900000.0,63,80,70,69,71,72,72,73,66,52,60,62,29
13407,M. Baudry,CB,62,62,33,69,Right,188,2022.0,190000.0,71,80,61,62,62,61,59,62,67,47,55,62,29
14572,T. Paredes,CB,61,63,28,63,Right,184,2021.0,325000.0,34,63,61,57,63,62,63,70,55,46,41,60,42
3432,S. Vittor,"CB, CDM",72,72,32,79,Right,189,2022.0,1500000.0,71,84,71,71,72,72,70,74,68,66,73,73,67
5736,E. Saveljich,CB,69,69,30,80,Right,187,2023.0,1100000.0,63,88,69,69,72,60,69,77,62,46,57,66,27
5711,H. Hermannsson,CB,69,71,26,78,Right,190,2031.0,2850451.813201148,88,82,68,68,68,67,67,74,65,50,59,67,21
10438,R. Sykes,CB,65,72,22,73,Right,196,2022.0,1300000.0,64,81,64,65,65,63,63,69,56,48,56,65,27
18737,M. Winther,CB,52,66,19,60,Right,192,2022.0,180000.0,61,66,52,50,53,50,52,54,47,36,37,52,23
6713,M. Sarr,CB,68,70,27,80,Left,196,2022.0,1300000.0,53,90,67,66,69,69,62,70,58,54,61,69,31
11499,A. Sorge,CB,64,64,28,71,Right,192,2023.0,500000.0,55,81,64,60,66,65,62,66,51,36,30,69,23
10622,Miguel Rubio,CB,65,75,23,64,Right,191,2022.0,1500000.0,74,79,63,60,66,64,61,66,57,39,34,69,22
8699,M. Bjärsmyr,CB,66,66,35,63,Right,186,2021.0,230000.0,62,67,70,71,71,70,68,70,65,44,53,64,34
4868,S. van Beek,CB,70,70,26,71,Right,190,2023.0,1500000.0,74,75,72,74,73,71,68,66,65,55,72,74,30
4936,S. Simič,CB,70,73,26,70,Right,189,2023.0,1800000.0,71,78,72,72,72,71,72,73,66,47,58,68,21
918,F. Lejeune,CB,77,77,30,76,Right,189,2024.0,8500000.0,77,82,78,80,76,74,81,81,77,61,70,76,66
6306,A. Rogel,CB,69,76,23,76,Right,190,2021.0,2600000.0,76,82,68,65,69,66,69,76,59,48,52,70,28
4615,C. Davies,CB,70,70,36,63,Right,188,2022.0,275000.0,75,75,72,74,70,69,75,65,70,45,58,73,34
13535,T. Dallison,"CB, LB",62,67,25,75,Left,193,2022.0,525000.0,70,87,60,59,61,60,61,56,56,45,55,62,23
13522,S. Braun-Schumacher,"CB, CDM",62,62,32,71,Right,178,2025.0,250000.0,83,69,61,61,63,59,62,66,64,47,56,57,41
13499,N. Knight-Percival,CB,62,62,34,73,Left,182,2022.0,130000.0,84,75,62,61,63,62,59,70,55,40,47,63,26
7604,D. Dumić,CB,67,67,29,75,Right,193,2022.0,850000.0,80,85,66,64,66,64,64,67,63,54,61,77,58
2021,V. Manceau,"RB, LB, CB",74,74,31,72,Right,176,2022.0,3100000.0,82,67,75,76,76,74,76,72,75,70,74,72,42
5863,G. Lloris,CB,69,72,25,72,Left,191,2022.0,1600000.0,70,81,69,69,72,69,63,61,63,50,60,73,35
12391,I. Filip,"CDM, CB",63,63,32,67,Right,187,2025.0,325000.0,66,71,64,65,65,62,63,71,44,55,60,58,35
3981,G. Burdisso,CB,71,71,32,78,Right,189,2021.0,1200000.0,71,85,70,72,68,66,69,72,70,54,54,77,21
13934,R. Cabrera,CB,62,62,32,72,Right,187,2021.0,250000.0,75,83,62,61,65,63,60,60,45,37,37,59,33
6440,M. Figueroa,"CB, LB",68,68,38,71,Left,181,2026.0,220000.0,73,77,69,66,72,68,69,68,66,62,63,69,65
13469,Lee Jong Sung,"CM, CB",62,62,28,74,Right,187,2021.0,400000.0,54,75,60,57,62,60,60,73,57,58,69,63,65
4406,M. Mitrović,CB,71,74,27,73,Right,187,2024.0,2100000.0,39,82,73,73,75,70,72,72,71,57,68,75,48
7539,C. Strohdiek,CB,67,67,33,71,Right,192,2022.0,475000.0,52,86,67,66,70,66,64,75,55,38,34,71,11
214,D. Blind,"CB, CDM, LB",82,82,31,72,Left,180,2023.0,21000000.0,76,72,83,83,84,80,87,67,84,82,85,76,64
9132,J. García,CB,66,66,32,74,Right,186,2021.0,550000.0,71,84,66,67,67,63,68,70,50,38,35,62,22
602,Y. Mina,CB,79,81,26,81,Right,195,2023.0,19000000.0,70,89,80,79,81,79,77,80,75,60,69,86,50
15169,G. Halford,"CDM, CB",60,60,36,66,Right,193,2021.0,50000.0,29,79,60,59,61,59,60,63,61,58,58,62,55
15235,Yeo Seong Hae,CB,60,60,33,64,Right,186,2021.0,120000.0,72,77,61,61,63,62,58,53,58,32,29,64,25
6918,S. Rosted,CB,68,71,26,75,Right,188,2023.0,1400000.0,77,81,67,64,69,69,67,70,61,54,62,72,42
11196,K. Kraus,CB,64,64,28,76,Right,190,2022.0,500000.0,48,90,63,62,64,61,61,68,60,43,50,66,39
11303,C. Rojas,"CB, CDM, CM",64,64,35,71,Right,174,2023.0,150000.0,78,67,65,69,64,62,65,77,55,48,56,58,35
3751,T. Borevković,CB,72,81,24,77,Right,194,2026.0,4900000.0,62,88,73,71,74,73,75,64,58,47,56,70,28
2497,S. Morrison,CB,73,73,30,79,Right,194,2022.0,2500000.0,80,85,74,74,73,73,73,80,53,41,50,80,18
8771,Héctor Rodas,CB,66,66,33,76,Right,190,2024.0,400000.0,44,84,66,67,66,61,68,74,56,48,55,66,36
4994,E. Burgos,CB,70,71,29,82,Right,190,2022.0,1500000.0,61,89,69,69,69,66,69,73,62,48,52,73,30
8756,M. van der Werff,CB,66,66,32,71,Right,186,2021.0,550000.0,70,76,65,68,62,61,67,72,68,62,61,68,65
11150,M. Inoha,"CB, RB, CM",64,64,35,67,Right,179,2022.0,150000.0,80,65,64,65,64,61,67,73,59,58,68,61,48
8787,N. Backman,CB,66,66,32,72,Right,187,2022.0,550000.0,82,78,65,65,65,64,65,68,67,51,57,70,57
11602,Pablo Vázquez,CB,64,68,26,64,Right,185,2022.0,725000.0,67,71,66,64,71,66,63,59,58,43,42,64,23
3858,N. Moisander,CB,71,71,35,67,Left,183,2022.0,500000.0,77,73,72,75,70,66,74,69,76,68,74,70,56
3139,A. Rami,CB,72,72,35,77,Right,190,2022.0,625000.0,70,88,71,72,71,70,71,77,73,53,66,71,41
12863,C. Vidal,CB,63,75,21,59,Right,181,2022.0,1100000.0,82,59,67,68,67,66,61,48,52,41,48,73,26
9866,E. Ambrose,CB,65,65,32,71,Right,190,2022.0,475000.0,73,80,65,65,64,62,64,65,63,53,60,68,42
11767,T. Rotter,CB,64,65,29,67,Right,188,2022.0,550000.0,63,74,65,65,66,64,65,70,64,40,39,62,37
11193,B. Heneghan,CB,64,66,27,73,Right,191,2022.0,625000.0,69,82,64,64,65,64,62,63,50,41,52,65,25
12983,M. Rodin,CB,63,68,25,71,Right,193,2023.0,625000.0,75,80,64,63,67,63,63,58,46,35,32,59,26
10095,B. Utvik,CB,65,71,25,70,Right,183,2023.0,1000000.0,72,70,66,68,67,64,66,64,68,48,49,63,37
987,J. Palomino,CB,77,77,31,81,Left,188,2022.0,7000000.0,34,90,79,79,78,78,82,82,74,55,60,77,29
16518,C. Wiktorsson,"CB, LB",58,58,32,74,Left,182,2021.0,130000.0,69,82,57,62,58,51,57,66,44,42,42,49,46
4659,G. Cameron,"CB, CDM",70,70,35,74,Right,191,2022.0,425000.0,78,76,68,68,68,68,67,78,72,63,58,72,56
10414,A. Ba,CB,65,65,31,79,Left,188,2022.0,500000.0,78,86,64,63,69,64,56,78,50,37,40,71,18
6751,M. Nalepa,CB,68,68,28,82,Right,189,2023.0,1000000.0,71,92,67,67,68,62,66,75,68,48,62,68,48
6102,F. Boya,"CDM, CM, CB",69,75,25,86,Right,190,2022.0,2000000.0,64,91,64,62,62,59,71,88,65,64,63,64,65
10504,S. Raggett,CB,65,67,27,82,Right,196,2022.0,750000.0,65,90,65,66,66,60,65,72,48,38,49,66,22
4738,N. Isimat-Mirin,CB,70,70,29,74,Right,187,2022.0,1300000.0,74,84,69,67,71,70,67,73,65,53,65,73,35
1499,F. Lustenberger,"CB, CDM",75,75,33,73,Right,182,2022.0,2700000.0,86,71,77,79,77,76,79,74,72,60,68,70,35
3565,Fabiano Sonta,"CB, CDM",72,72,29,71,Right,181,2024.0,2000000.0,67,78,74,76,73,65,77,78,75,56,65,72,43
15301,M. Feeney,CB,60,68,22,62,Right,190,2022.0,525000.0,66,74,61,61,61,59,60,67,60,38,36,60,21
7114,K. Yamamura,"CB, CAM",68,68,31,77,Right,186,2022.0,825000.0,78,83,66,65,67,64,66,58,60,66,67,71,69
6001,F. Mayembo,CB,69,73,25,81,Right,184,2024.0,1700000.0,66,91,68,69,69,65,67,69,50,45,52,67,34
8751,S. Wangberg,CB,66,66,30,76,Right,188,2023.0,700000.0,75,81,64,64,65,62,62,76,60,50,55,69,37
5588,M. Peybernès,CB,69,69,30,75,Right,184,2023.0,1100000.0,69,83,70,69,70,67,69,64,56,50,58,73,34
14713,A. Abqar,CB,61,71,22,64,Right,188,2025.0,700000.0,65,67,61,58,65,64,62,60,46,42,45,57,28
11081,D. Charles,CB,64,64,33,67,Left,185,2022.0,275000.0,71,80,64,64,65,64,63,74,53,47,50,63,42
7999,Jano,"CB, CDM, CM",67,67,34,68,Right,187,2022.0,325000.0,41,75,68,71,65,63,74,62,70,63,64,64,49
8392,K. Sidibé,"CDM, CM, CB",67,72,22,73,Right,200,2022.0,1400000.0,57,78,66,65,68,64,67,72,58,55,59,65,37
11292,P. Banggaard,CB,64,65,27,72,Right,196,2023.0,600000.0,58,80,65,63,67,64,65,55,58,47,52,66,37
4982,João Afonso,CB,70,70,31,74,Right,188,2022.0,1100000.0,68,84,71,71,74,69,65,72,65,52,65,73,21
4987,J. de Wijs,CB,70,73,26,80,Left,189,2024.0,1800000.0,72,88,70,71,70,67,69,75,65,49,61,71,55
722,L. Dunk,CB,78,79,29,78,Right,192,2025.0,13000000.0,74,83,79,81,78,78,78,80,77,62,75,76,67
11099,S. Fürstner,"CDM, CM, CB",64,64,33,67,Right,178,2022.0,300000.0,71,68,63,64,65,59,62,65,70,60,62,60,48
8009,Miguel Vieira,CB,67,67,30,72,Right,190,2022.0,825000.0,51,82,68,68,68,64,71,71,68,44,57,66,24
17114,T. Nakamura,"CB, ST",57,66,20,67,Right,186,2022.0,325000.0,60,80,55,51,59,54,51,61,46,41,41,63,29
12040,Y. N'Diaye,CB,64,71,23,76,Right,190,2023.0,1100000.0,68,83,62,61,63,58,60,75,60,46,53,70,21
7641,M. Trapp,CB,67,67,29,74,Left,190,2024.0,850000.0,37,86,69,69,71,68,64,68,67,58,66,71,49
6242,M. Bauer,CB,69,77,21,71,Right,189,2022.0,2900000.0,77,78,70,70,73,69,69,61,53,47,56,68,21
