,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,defending,passing,physic,attacking_volleys,skill_long_passing,movement_agility,power_shot_power,power_jumping,power_strength,mentality_aggression,mentality_interceptions,defending_standing_tackle,defending_sliding_tackle,height_cm
13474,O. Cissé,"CDM, CM",62,62,325000.0,2000.0,30,2022.0,60,53,81,40,57,33,67,34,90,67,60,62,55,195
5817,D. Cerén,"CDM, CM",69,69,975000.0,4000.0,31,2021.0,66,63,70,46,72,53,71,31,71,77,68,70,66,177
633,M. Arambarri,"CDM, CM",79,84,23500000.0,29000.0,25,2023.0,77,72,76,43,78,55,77,56,76,83,78,80,79,175
5630,H. Van Der Bruggen,"CM, CDM",69,69,1400000.0,7000.0,28,2024.0,68,69,67,63,70,68,73,55,64,67,73,66,64,180
5729,M. Stendera,"CM, CAM, CDM",69,72,1800000.0,9000.0,25,2022.0,56,71,65,66,69,80,73,52,63,63,58,64,57,173
530,Illarramendi,"CDM, CM",79,79,12500000.0,34000.0,31,2023.0,77,77,69,58,79,69,69,62,68,75,81,79,78,179
8672,Lee Ho,"CDM, CB, CM",66,66,170000.0,2000.0,36,2021.0,65,62,65,55,64,68,62,73,73,70,67,64,66,183
9954,P. Kitchen,"CDM, CM",65,65,600000.0,2000.0,29,2021.0,63,57,76,50,62,61,67,78,73,83,60,65,63,183
11553,A. Dandea,"CB, CDM",64,64,275000.0,2000.0,33,2022.0,61,53,67,37,61,46,50,70,81,72,59,64,63,188
3831,M. Topal,"CDM, CB",71,71,525000.0,17000.0,35,2022.0,72,63,73,54,68,60,79,80,75,66,75,74,70,187
15337,Lee Jung Moon,"CB, CDM, CM",60,67,450000.0,1000.0,23,2022.0,59,40,77,30,42,35,58,40,87,67,51,62,59,195
6673,Éverton Luiz,"CDM, CM",68,68,600000.0,3000.0,33,2021.0,67,65,66,57,65,61,76,73,65,75,70,64,68,173
4267,H. Faik,"CM, CDM",71,71,1800000.0,11000.0,29,2022.0,60,75,70,62,76,64,80,51,72,61,69,62,50,190
11698,R. Guerra,CDM,64,70,850000.0,5000.0,24,2022.0,63,56,59,36,66,52,60,62,65,62,63,67,61,183
3348,João Schmidt,"CDM, CM",72,72,2100000.0,9000.0,28,2022.0,70,70,77,60,72,54,72,58,87,70,71,68,70,183
3309,J. Price,"CDM, CM",72,72,2100000.0,6000.0,28,2025.0,63,73,74,34,78,71,57,71,69,82,68,64,61,170
14393,I. Basafa,CDM,62,62,350000.0,550.0,29,2022.0,60,55,70,52,59,42,62,62,74,58,58,62,60,187
1981,T. Mangani,"CM, CDM",74,74,1900000.0,21000.0,34,2022.0,70,76,72,67,77,65,77,70,71,70,72,69,69,183
5744,R. Benatelli,"CDM, CM",69,69,1200000.0,9000.0,29,2022.0,61,67,73,48,68,71,71,65,74,64,65,61,63,181
9853,Qin Sheng,"CB, CDM, CM",65,65,230000.0,4000.0,34,2021.0,62,60,76,39,67,56,69,64,72,91,62,67,65,183
4637,Xavi Torres,"CDM, CM, CB",70,70,550000.0,5000.0,34,2022.0,66,66,77,57,67,59,80,67,84,73,75,64,59,182
2134,R. Khedira,"CDM, CB",74,75,4300000.0,24000.0,27,2025.0,76,58,80,29,64,59,58,69,79,81,79,76,76,188
3584,Timo Triano,"CDM, CM",72,72,2300000.0,18000.0,25,2024.0,74,67,68,21,67,51,54,75,69,64,73,77,73,176
16029,R. Kanach,CDM,59,65,325000.0,1000.0,22,2022.0,58,53,63,31,49,62,51,63,65,68,59,60,59,181
683,E. Capoue,"CM, CDM",78,78,11000000.0,33000.0,32,2023.0,77,75,76,69,78,33,77,72,78,72,82,78,74,190
4749,Pedro Moreira,"CDM, CM",70,70,1100000.0,5000.0,32,2022.0,66,64,72,52,68,61,70,65,70,74,70,70,68,182
5477,B. Johnson,"CDM, CM",69,69,475000.0,18000.0,34,2022.0,68,64,77,71,67,54,85,82,74,89,71,67,66,175
4302,Alexandre Frandeira,"CB, CDM",71,71,1900000.0,6000.0,21,2024.0,70,53,81,35,64,46,62,60,90,84,68,71,67,192
3282,Isaías,"CDM, CM",72,72,800000.0,4000.0,34,2024.0,66,72,70,31,73,78,65,85,68,68,68,73,63,173
10573,W. Vorsager,"CDM, CM, CB",65,70,1000000.0,2000.0,24,2022.0,63,62,70,47,63,69,65,58,74,66,59,64,63,189
6512,João Victor,"CDM, CB",68,68,800000.0,700.0,32,2023.0,65,63,80,47,67,61,62,57,84,72,67,67,68,183
10173,T. McNamara,"CM, CDM, LM",65,65,675000.0,2000.0,30,2021.0,51,67,65,44,63,73,77,43,70,73,50,56,53,175
2480,D. Stephens,"CDM, CM",73,73,2000000.0,25000.0,32,2022.0,71,71,71,66,73,64,67,82,70,78,74,74,67,185
3834,B. Džemaili,"CDM, CM, CAM",71,71,525000.0,8000.0,35,2022.0,70,72,66,75,69,67,78,59,63,70,71,71,69,180
4514,M. Loum,"CDM, CM",71,80,3900000.0,7000.0,24,2022.0,70,59,80,38,66,53,78,75,81,85,72,71,63,188
4641,Léo Silva,"CDM, CM",70,70,450000.0,4000.0,35,2022.0,65,70,76,55,70,75,70,83,75,72,70,65,63,181
15729,F. Tripi,"CB, CDM",60,75,550000.0,3000.0,19,2024.0,63,51,54,30,55,43,44,74,47,55,60,70,68,185
14059,A. Barboza,"CB, CDM",62,65,450000.0,500.0,26,2022.0,64,51,70,29,57,44,42,66,74,64,71,60,57,179
16136,M. Nuhu,"CB, CDM",59,65,325000.0,2000.0,24,2022.0,59,38,69,31,48,36,37,67,80,58,59,64,60,195
2022,Rubén Pérez,"CM, CDM",74,74,3300000.0,850.0,32,2023.0,74,70,74,26,76,59,81,73,72,82,80,78,72,178
1537,J. Shelvey,"CM, CDM",75,75,5500000.0,37000.0,29,2023.0,61,78,72,66,82,55,85,62,71,80,61,62,60,184
10109,B. Ndoye,"CB, CDM",65,68,800000.0,6000.0,27,2022.0,61,57,80,43,61,54,65,82,86,69,61,63,62,187
2814,J. Gorenc Stanković,"CDM, CB",73,77,3800000.0,16000.0,25,2023.0,75,59,77,39,64,49,59,55,81,69,76,75,74,190
7798,Jeong Jae Yong,"CDM, CM",67,67,850000.0,2000.0,30,2021.0,63,62,79,57,65,70,66,75,80,73,65,65,59,188
12583,R. Sharahili,"CDM, CM",63,63,425000.0,3000.0,28,2024.0,58,57,75,32,61,54,54,64,79,60,59,60,53,185
6432,S. Hutchinson,"CB, CDM, CM",68,68,825000.0,3000.0,31,2022.0,67,61,70,40,66,58,57,75,72,85,67,67,69,182
3612,I. Sissoko,"CM, CDM",72,78,3700000.0,15000.0,23,2024.0,71,65,84,43,74,45,73,68,89,77,72,73,69,193
1536,V. Wanyama,"CDM, CM",75,75,4700000.0,8000.0,30,2022.0,74,66,87,60,74,55,79,89,92,89,75,74,70,188
1081,Marc Roca,"CDM, CM",77,82,14500000.0,49000.0,24,2025.0,70,77,68,44,85,67,66,57,66,71,75,73,71,184
14745,O. Casey,"CB, CDM",61,72,675000.0,2000.0,20,2024.0,62,45,61,27,55,46,36,60,65,59,61,64,63,188
5216,A. Karazor,"CB, CDM, CM",70,73,1900000.0,12000.0,24,2023.0,72,57,70,27,65,65,47,55,69,73,72,72,68,191
1217,M. Badelj,"CDM, CM",76,76,5000000.0,16000.0,32,2023.0,73,74,72,66,78,64,72,54,68,74,74,75,69,186
17440,D. Zambra,"CDM, CM",56,56,100000.0,550.0,32,2021.0,54,56,58,47,53,72,58,57,57,64,53,54,54,176
7920,A. Batisse,"CB, CDM",67,71,1300000.0,2000.0,26,2022.0,65,61,76,26,66,55,59,73,83,62,65,68,64,186
1186,K. Strootman,"CM, CDM",76,76,6000000.0,35000.0,31,2022.0,75,74,77,60,67,56,78,49,80,80,79,83,64,186
10484,T. Matsumoto,"CM, CDM",65,72,1400000.0,3000.0,22,2023.0,61,61,71,35,65,66,53,54,69,51,61,66,62,180
5548,A. Gunnarsson,"CDM, CM",69,69,2850451.813201148,9017.989362811555,32,2031.0,68,64,72,59,67,62,73,65,74,82,68,68,68,178
11828,A. Sejdič,"CM, CAM, CDM",64,68,825000.0,2000.0,24,2022.0,59,62,60,45,64,73,66,57,64,43,60,64,54,178
6410,Seoane,"CDM, CM",68,68,240000.0,2000.0,38,2022.0,67,62,72,42,63,54,61,70,77,72,72,66,64,176
5923,M. Polster,"CDM, RB",69,69,1200000.0,4000.0,28,2021.0,65,64,78,34,66,52,49,68,78,71,68,65,63,183
12262,G. Bolger,"CDM, CM",63,63,325000.0,650.0,32,2021.0,60,58,70,58,56,48,58,56,72,75,61,61,60,184
13596,Wang Jie,"CB, CDM",62,62,250000.0,2000.0,32,2021.0,60,41,74,33,55,43,62,69,83,67,55,65,59,184
3749,A. Fein,CDM,72,79,4500000.0,33000.0,22,2022.0,67,68,74,48,74,69,60,66,76,64,66,72,68,187
7060,I. Sackey,"CDM, CB",68,70,1300000.0,6000.0,27,2023.0,69,57,82,32,66,55,79,73,90,74,71,71,67,190
3124,M. Vrančić,"CAM, CM, CDM",72,72,1900000.0,21000.0,32,2022.0,58,75,69,71,75,71,76,53,72,65,59,65,47,187
8267,Javi Pérez,"CM, CDM",67,70,1300000.0,3000.0,25,2024.0,65,60,68,34,66,37,66,71,73,44,69,66,59,184
14551,A. Al Sharid,"CM, CDM",61,62,375000.0,3000.0,27,2023.0,54,59,62,40,66,61,52,67,61,55,55,59,51,168
8830,R. Smallwood,CDM,66,66,725000.0,4000.0,30,2022.0,64,61,72,49,64,57,57,65,73,74,64,66,65,180
6645,Felipe,"CDM, CM",68,68,1000000.0,3000.0,30,2021.0,61,70,70,65,72,67,70,45,70,72,62,65,59,170
552,G. Xhaka,"CDM, CM",79,79,15500000.0,80000.0,28,2024.0,69,79,80,50,84,49,90,33,79,91,71,68,68,185
11133,L. Murphy,"CM, CDM",64,64,475000.0,3000.0,31,2022.0,61,64,73,47,64,56,67,49,72,77,65,65,65,188
5481,N. Kilkenny,"CM, CDM",69,69,550000.0,1000.0,35,2022.0,63,72,80,55,69,71,59,81,77,87,67,69,65,173
2570,Ilie Sánchez,"CDM, CM, CB",73,73,2500000.0,7000.0,30,2021.0,68,67,78,38,74,72,49,83,76,72,70,68,64,180
7023,Tomás Nuninho,CDM,68,68,1200000.0,9000.0,25,2024.0,66,61,76,44,68,54,61,35,82,78,65,65,57,189
1251,L. Milivojević,"CDM, CM",76,76,6500000.0,44000.0,30,2023.0,75,75,77,50,75,62,84,59,77,85,75,76,68,186
5618,S. Kukuruzović,"CM, CDM",69,69,1100000.0,8000.0,32,2022.0,56,73,71,52,74,61,80,69,67,65,56,57,56,180
15006,S. van Ottele,"CB, CDM",61,73,725000.0,850.0,19,2024.0,61,46,68,36,52,49,44,71,75,52,53,70,64,185
15190,K. Buckley,CDM,60,60,210000.0,600.0,29,2021.0,58,57,67,52,56,60,59,82,58,73,59,61,56,180
14064,A. Hernández,"CDM, CM",62,63,375000.0,500.0,28,2022.0,62,53,57,31,60,49,39,61,58,39,65,63,56,171
3225,M. Pack,"CDM, CM, CB",72,72,2000000.0,22000.0,30,2022.0,67,71,77,54,77,64,73,69,75,75,65,67,64,188
12462,G. Zelalem,"CM, CAM, CDM",63,69,750000.0,2000.0,24,2021.0,44,66,56,55,71,65,51,53,64,37,38,48,49,180
12304,S. Yatabaré,"CM, CDM",63,63,375000.0,2000.0,32,2022.0,62,62,71,51,63,39,68,61,74,80,68,60,59,190
12296,M. Hornschuh,"CB, RB, CDM",63,63,400000.0,4000.0,30,2022.0,64,57,61,35,60,53,42,73,68,55,61,64,64,188
16884,A. Nastos,"CB, CDM",58,58,130000.0,1000.0,32,2022.0,57,39,67,29,42,48,37,60,78,65,48,62,60,182
13913,M. Siby,"CDM, CM",62,69,750000.0,3000.0,24,2023.0,58,53,76,35,62,54,68,67,79,67,57,64,62,191
2004,I. Radovanović,"CB, CDM, CM",74,74,2700000.0,14000.0,32,2022.0,75,69,75,56,72,56,83,71,79,79,79,77,70,187
3108,S. Larsson,"CM, CDM",72,72,750000.0,5000.0,36,2021.0,68,77,71,73,75,63,77,72,62,80,71,66,60,178
5015,B. Sheaf,"CDM, CM",70,79,3300000.0,10000.0,23,2024.0,66,69,73,49,74,65,60,68,73,73,70,67,61,185
6531,C. Moritz,"CDM, CM",68,68,850000.0,5000.0,31,2022.0,67,65,70,53,63,70,69,68,70,52,74,64,63,186
5269,J. Sands,"CDM, CB",70,79,3300000.0,3000.0,20,2021.0,68,59,71,38,64,58,53,63,72,66,71,69,65,180
16516,D. Cawley,"CM, CDM",58,58,200000.0,550.0,29,2021.0,56,57,66,38,60,66,62,68,65,58,55,59,53,178
1500,M. Schneiderlin,"CDM, CM",75,75,3900000.0,26000.0,31,2023.0,74,71,75,54,71,64,68,67,75,78,73,75,72,186
13287,Marcelo Machado,"CDM, CB",63,70,925000.0,1000.0,22,2023.0,62,57,62,38,65,59,59,57,71,61,62,65,64,184
6686,M. Steinmann,"CM, CDM",68,69,1400000.0,3000.0,26,2023.0,69,64,74,48,69,56,58,59,74,68,69,69,68,188
5105,T. Phete,"CB, CDM, CM",70,73,1800000.0,4000.0,27,2022.0,71,53,73,34,65,41,52,60,78,71,70,71,69,187
13397,B. Nehrig,"CDM, CM",62,62,140000.0,800.0,34,2022.0,61,59,60,57,61,65,66,65,70,68,64,63,60,180
4151,J. De Sart,"CM, CDM, CAM",71,73,2300000.0,14000.0,26,2024.0,68,72,69,69,76,64,80,53,63,73,70,67,66,187
8753,F. Di Tacchio,"CM, CDM",66,66,700000.0,11000.0,31,2023.0,64,58,86,31,67,49,73,79,91,70,68,69,64,186
18492,S. Das,CDM,53,60,170000.0,500.0,25,2022.0,48,49,67,19,53,62,41,57,67,70,43,46,49,173
8980,E. Farías,"CDM, CM",66,66,575000.0,1000.0,32,2021.0,69,57,71,34,63,58,57,80,73,60,69,70,65,179
10483,V. Janjičić,"CDM, CM",65,72,1400000.0,4000.0,22,2022.0,63,56,73,47,61,65,61,62,73,72,64,63,62,180
7830,F. Bravo,"CDM, CM",67,70,1200000.0,4000.0,27,2021.0,64,58,76,34,62,57,52,77,74,80,66,68,64,185
8735,Shin Hyung Min,"CDM, LM, CM",66,66,300000.0,3000.0,34,2021.0,62,67,72,66,66,65,81,82,71,66,63,63,61,182
7662,M. Knoll,"CDM, CB",67,67,850000.0,6000.0,30,2022.0,66,68,73,49,70,73,77,83,77,70,62,68,67,186
883,M. Hasebe,"CDM, CB",77,77,2100000.0,19000.0,37,2022.0,76,73,62,56,78,65,55,67,62,63,80,74,71,180
10082,N. Al Mousa,"CDM, CM",65,65,600000.0,9000.0,30,2022.0,61,64,70,30,67,71,56,75,70,53,60,64,62,169
8819,F. Vismara,"CDM, CM",66,66,170000.0,2000.0,38,2021.0,62,60,68,35,64,56,57,58,72,73,65,64,61,185
11517,G. Aburjania,"CM, CDM, CAM",64,67,750000.0,3000.0,26,2023.0,63,66,69,47,63,61,65,68,71,75,69,62,57,186
8007,Undabarrena,"CM, CDM",67,70,1300000.0,3000.0,26,2023.0,65,69,70,65,70,64,62,70,72,60,65,66,64,182
4914,E. Méndez,"CDM, CB",70,70,1100000.0,6000.0,32,2021.0,70,60,83,37,65,49,65,64,90,73,64,71,65,186
11585,Carbonell,"CM, CDM",64,71,1200000.0,5000.0,23,2025.0,63,63,61,49,65,75,62,56,57,66,63,65,62,182
5529,M. James,"CDM, CM",69,69,1200000.0,15000.0,29,2024.0,66,72,69,49,71,58,69,69,70,68,64,65,64,181
5698,N. Bitton,"CB, CDM",69,69,1200000.0,22000.0,29,2023.0,70,65,73,40,72,44,75,66,82,62,72,70,68,194
5125,J. Andrada,"CDM, CM",70,73,1900000.0,6000.0,26,2021.0,66,66,77,45,66,59,63,63,81,75,72,70,65,183
12541,F. Lesniak,"CDM, CM",63,66,575000.0,1000.0,25,2022.0,60,58,69,44,57,62,62,60,65,56,60,62,59,176
12546,L. Desmond,"CB, CDM",63,67,600000.0,800.0,26,2021.0,62,56,70,35,57,56,56,72,70,64,61,64,62,183
9390,J. Löhmannsröben,"CDM, CB",66,66,725000.0,1000.0,30,2022.0,62,60,83,26,66,53,65,74,86,87,62,64,63,186
2765,M. Veljković,"CB, CDM",73,76,3600000.0,10000.0,25,2022.0,74,53,72,30,62,55,45,83,76,67,74,75,73,188
17148,J. Albrecht,"CDM, CM",57,74,400000.0,3000.0,19,2022.0,53,56,54,45,59,68,58,54,56,55,51,57,54,182
2952,Nildo Reisão,"CDM, CB",73,73,3000000.0,23000.0,25,2024.0,73,61,84,22,70,44,55,57,86,83,74,74,76,191
4208,M. Morishige,"CB, CDM",71,71,600000.0,7000.0,34,2022.0,72,64,76,50,72,64,65,70,79,70,72,70,69,183
4197,P. Žulj,"CM, CAM, CDM",71,71,1900000.0,23000.0,28,2024.0,66,72,69,66,72,66,76,54,75,61,70,70,64,185
18489,M. Sibyani,"CDM, CB",53,70,230000.0,2000.0,20,2024.0,53,42,70,23,47,43,36,66,80,57,55,55,53,189
6774,Alberto,"CB, CDM",68,69,1100000.0,4000.0,28,2023.0,64,58,87,31,62,47,82,84,91,80,64,66,60,186
4074,P. González,"CM, CDM, RB",71,71,1900000.0,15000.0,28,2025.0,64,71,71,46,75,60,81,61,67,75,65,68,64,172
4836,L. Zuffi,"CDM, CAM, CM",70,70,1100000.0,13000.0,31,2024.0,65,74,65,63,75,64,72,69,67,60,65,66,66,182
1512,L. Fejsa,"CDM, CM",75,75,3700000.0,32000.0,32,2022.0,76,63,80,53,70,55,73,73,82,88,80,76,72,183
5157,A. Sedlar,"CB, CDM",70,71,1500000.0,13000.0,29,2023.0,71,49,78,25,56,70,49,83,79,77,68,72,70,178
2522,Sandro,"CDM, CM",73,73,2000000.0,6000.0,32,2023.0,74,67,71,58,71,53,80,65,78,85,74,73,72,187
13838,Park Jeong Soo,"CDM, CM",62,62,140000.0,1000.0,34,2021.0,56,57,66,51,62,56,65,66,64,66,60,59,58,182
11102,M. Lekven,"CM, CDM, CB",64,64,350000.0,1000.0,33,2023.0,56,66,72,65,65,72,66,71,69,72,61,55,43,177
6507,A. Ríos,"CDM, CM",68,68,800000.0,8000.0,32,2021.0,66,62,73,56,63,62,71,62,73,70,67,67,66,175
6027,N. Fujita,"CM, CDM",69,69,650000.0,5000.0,34,2022.0,64,69,71,39,69,68,65,54,69,62,70,64,57,175
11139,P. Coutts,"CDM, CM",64,64,400000.0,3000.0,32,2022.0,61,63,68,44,64,65,60,58,71,66,62,62,59,183
11144,J. Gol,CDM,64,64,160000.0,850.0,35,2022.0,63,62,68,51,62,64,63,73,63,73,65,62,62,182
13414,E. Israelsson,"CM, CDM",62,62,325000.0,900.0,32,2022.0,58,59,79,54,61,62,68,89,75,80,62,54,51,181
11722,Tomás Reymão,"CM, CDM",64,71,1200000.0,3000.0,22,2022.0,61,59,71,42,68,62,63,53,77,67,62,62,60,188
7578,N. Rigoni,"CM, CDM",67,67,975000.0,2000.0,30,2022.0,66,67,71,51,68,57,59,65,73,70,70,68,64,187
5620,J. Cools,"CDM, CM",69,69,1200000.0,6000.0,30,2022.0,70,64,73,48,65,56,68,65,68,75,69,69,69,189
8843,R. Teibert,"CM, CDM, LM",66,66,850000.0,3000.0,28,2023.0,64,68,65,48,65,65,59,44,57,70,64,68,53,173
8853,Hernán,"CB, CDM",66,66,700000.0,600.0,30,2025.0,65,64,72,38,64,63,68,70,70,73,64,68,64,181
7551,H. Lansbury,"CM, CDM",67,67,975000.0,5000.0,30,2022.0,59,69,70,57,70,69,70,63,75,81,66,60,62,183
2463,S. Kums,"CM, CDM, CAM",73,73,1900000.0,18000.0,33,2023.0,70,76,66,67,76,68,73,60,63,69,75,67,62,176
7526,S. Williams,"CDM, CM",67,67,350000.0,5000.0,34,2022.0,66,67,71,56,65,58,68,74,72,70,65,67,66,183
6972,Jadson Castrelo,"CDM, CM",68,68,1200000.0,8000.0,25,2024.0,66,57,78,41,68,64,60,65,78,74,64,71,59,186
14101,O. Ndong,"CB, CDM",62,68,575000.0,2000.0,21,2022.0,61,45,71,26,46,44,54,70,84,63,57,64,60,192
8899,W. Zahibo,"CDM, CM",66,67,875000.0,1000.0,27,2021.0,63,56,79,33,62,47,68,64,85,78,61,65,61,191
9182,Nazario Serpe,"CDM, CB",66,66,725000.0,4000.0,29,2024.0,67,60,69,22,54,62,52,77,70,67,75,71,71,178
8727,C. Evans,"CDM, CM",66,66,725000.0,4000.0,30,2023.0,65,59,66,47,66,59,64,61,62,69,65,63,62,180
889,Luiz Gustavo,"CDM, CB",77,77,5000000.0,43000.0,33,2023.0,75,68,80,54,75,62,78,77,79,80,76,79,71,187
17684,K. Phillips,"CDM, CM",56,64,300000.0,500.0,19,2022.0,51,50,73,41,51,59,50,68,78,59,54,45,50,190
18144,D. Ganesh,CDM,54,54,90000.0,500.0,30,2022.0,54,45,73,32,52,61,49,70,84,69,52,56,53,184
4737,V. Pajot,"CM, CDM",70,70,1500000.0,11000.0,30,2022.0,70,70,69,47,71,66,64,82,65,80,69,71,70,180
12617,Han Hee Hoon,"CB, CDM",63,63,400000.0,1000.0,30,2021.0,64,35,75,25,32,54,30,75,79,69,64,66,63,183
11627,J. Żubrowski,"CDM, CM",64,64,500000.0,2000.0,29,2023.0,60,60,74,42,61,68,68,72,70,74,62,61,61,181
2623,L. Aued,"CM, CDM",73,73,1400000.0,11000.0,34,2021.0,65,73,74,58,75,55,71,57,77,70,62,73,65,178
967,R. Gagliardini,"CDM, CM",77,77,10000000.0,73000.0,27,2023.0,77,71,75,68,74,62,76,62,75,78,78,78,77,188
16301,A. Hodžić,"CDM, CM",59,68,475000.0,1000.0,21,2024.0,59,55,61,33,57,56,57,59,70,50,54,60,59,188
15547,N. Tauer,"CDM, CB",60,76,625000.0,2000.0,20,2023.0,58,55,58,36,63,61,60,57,56,65,55,63,61,183
1841,Rafael Cachoira,"CB, CDM",75,75,6000000.0,11000.0,21,2024.0,77,58,77,49,76,54,60,54,83,84,75,77,73,188
11671,B. Jacobsen,"CDM, CM",64,64,550000.0,2000.0,27,2023.0,61,58,76,50,66,50,65,48,84,69,62,62,55,190
13953,B. Doukansy,CDM,62,71,850000.0,950.0,21,2022.0,58,56,66,42,64,63,44,55,67,62,54,65,57,188
11791,G. Traoré,"CDM, CM",64,73,1200000.0,1000.0,21,2023.0,62,58,62,38,63,57,53,65,58,63,65,63,61,173
6450,M. Coutadeur,"CDM, CM",68,68,350000.0,2000.0,35,2022.0,62,68,73,49,68,77,60,72,72,75,63,62,55,170
4736,R. Amalfitano,"CAM, CM, CDM",70,70,1300000.0,10000.0,31,2022.0,66,70,64,49,71,66,56,46,57,73,74,70,67,173
16835,J. Frommann,"CDM, CB",58,74,500000.0,1000.0,18,2022.0,57,52,61,43,61,53,61,55,66,61,54,62,62,188
11980,A. Ejupi,"CDM, CM",64,64,525000.0,1000.0,28,2021.0,60,58,75,36,63,54,63,63,85,58,66,61,52,191
4275,Marco Baixinho,"CB, CDM",71,71,1300000.0,7000.0,31,2022.0,72,49,78,28,63,47,66,80,82,75,70,75,70,186
18157,Zhang Gong,"CM, CDM, LB",54,54,100000.0,2000.0,29,2021.0,54,49,68,44,53,66,59,57,71,58,54,55,53,183
13190,T. Breithaupt,CDM,63,74,975000.0,2000.0,19,2024.0,63,56,61,37,67,45,41,54,66,57,57,67,63,192
3160,Claudemir,"CDM, CM",72,72,1200000.0,5000.0,33,2022.0,69,70,71,65,70,60,71,62,70,80,72,70,66,185
9343,Y. Kawai,"CM, CAM, CDM",66,66,700000.0,2000.0,31,2024.0,61,66,48,64,66,77,55,69,35,58,63,65,62,166
557,E. Dier,"CB, CDM",79,80,17500000.0,81000.0,27,2024.0,79,69,83,51,75,35,84,71,91,88,76,80,81,190
18686,R. Kumar,"CDM, CM",52,61,170000.0,500.0,24,2023.0,47,47,66,39,51,61,51,70,71,61,48,49,45,183
15620,M. Montenegro,"CDM, CB",60,66,375000.0,2000.0,22,2023.0,59,55,59,37,60,58,51,56,58,71,54,61,63,181
3247,A. Losilla,"CDM, CM, CB",72,72,650000.0,12000.0,35,2022.0,70,64,76,64,68,67,63,81,75,67,71,70,65,185
5930,D. Barlaser,"CM, CDM",69,74,2100000.0,6000.0,24,2023.0,64,69,68,57,73,63,68,60,67,60,71,65,61,184
3155,D. Drinkwater,"CM, CDM",72,72,1900000.0,58000.0,31,2022.0,70,73,63,69,77,67,75,52,67,74,72,71,70,178
5876,K. Vandendriessche,"CM, CDM",69,69,1100000.0,8000.0,31,2023.0,71,67,83,66,67,56,79,70,82,77,72,71,69,183
4370,C. Eiting,"CM, CDM",71,78,3700000.0,9000.0,23,2025.0,63,76,56,40,80,68,68,39,50,62,68,58,55,178
4714,L. Marrone,"CB, CDM",70,70,1100000.0,3000.0,31,2025.0,70,71,71,64,72,60,79,69,71,66,71,71,68,186
12969,M. Rohr,"CDM, CB",63,65,525000.0,3000.0,26,2022.0,63,51,70,14,55,44,36,33,80,65,63,65,62,193
13946,Relu,CDM,62,72,825000.0,4000.0,23,2025.0,61,59,59,46,59,50,57,65,60,65,62,64,65,183
13872,K. Jacobs,"CDM, CM",62,62,275000.0,1000.0,31,2022.0,58,63,56,41,64,71,65,54,63,66,60,62,61,173
17108,I. Acero,CDM,57,72,375000.0,2000.0,21,2021.0,54,52,62,34,58,47,53,59,68,63,51,50,65,182
4419,E. Löwen,"CM, CAM, CDM",71,76,2800000.0,22000.0,24,2022.0,70,68,85,47,66,38,88,62,89,82,66,73,65,188
18935,F. Al Ghamdi,CDM,51,68,140000.0,2000.0,19,2024.0,50,49,45,30,48,56,44,54,40,47,51,51,49,180
3296,Rubén Pardo,"CM, CDM",72,72,2300000.0,10000.0,28,2023.0,64,75,52,42,75,69,70,67,58,57,66,72,62,181
4418,J. Elliott,"CB, CDM",71,74,2200000.0,5000.0,25,2021.0,72,46,79,24,69,31,34,72,78,75,69,73,70,196
8552,J. Onana,"CDM, CM",67,76,2200000.0,6000.0,21,2026.0,63,62,76,44,64,52,72,62,83,69,66,67,59,189
13230,Urko González,"CB, CDM, CM",63,76,1100000.0,1000.0,20,2026.0,62,59,62,24,68,54,46,71,66,56,59,68,66,189
14841,Y. Velasco,CDM,61,61,90000.0,500.0,35,2021.0,58,61,66,59,60,61,63,55,68,66,59,59,58,176
9862,A. Clayton,"CDM, CM",65,65,475000.0,6000.0,32,2022.0,63,64,64,40,66,62,68,61,62,68,65,67,66,175
16063,A. Denny,CDM,59,71,525000.0,2000.0,21,2022.0,55,56,62,39,59,53,59,65,62,62,57,55,53,186
13581,G. Sloggett,"CDM, CM",62,67,550000.0,650.0,24,2021.0,59,61,65,41,62,61,57,51,68,59,60,60,57,188
6114,H. Miyazawa,"CDM, CB, CM",69,69,925000.0,3000.0,32,2022.0,68,66,71,44,74,62,60,50,70,70,66,70,64,182
10882,M. Pineda,"CB, CDM",65,74,1500000.0,2000.0,23,2022.0,66,48,69,28,64,45,33,74,71,63,66,68,62,185
1422,Ander Guevara,"CM, CDM",76,82,12000000.0,26000.0,23,2024.0,73,74,70,44,80,69,52,64,67,68,73,81,70,180
5695,S. Prcić,"CM, CDM",69,69,1500000.0,11000.0,27,2022.0,67,71,66,57,73,71,67,53,66,61,70,70,67,181
13411,B. Prokopič,"CM, CDM",62,62,240000.0,3000.0,33,2022.0,57,64,58,60,62,70,64,61,60,57,59,55,56,181
5779,C. Ayala,CDM,69,69,400000.0,800.0,35,2021.0,64,63,77,45,68,68,51,72,77,75,58,66,62,179
16058,M. Fallatah,"CDM, CM",59,64,300000.0,3000.0,25,2022.0,57,56,62,39,59,55,65,66,65,53,56,57,53,184
6944,Christian Rivera,"CDM, CM",68,77,2500000.0,4000.0,23,2025.0,66,63,72,47,64,63,59,72,73,64,68,64,63,193
