,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,weak_foot,skill_moves,pace,shooting,passing,dribbling,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_ball_control,movement_acceleration,movement_sprint_speed,power_stamina,mentality_aggression,mentality_positioning,skill_fk_accuracy,movement_agility,mentality_penalties,height_cm
8398,Hugo Vallejo,"LM, RM",67,80,2500000.0,3000.0,21,2024.0,4,3,64,65,64,70,66,70,41,65,61,74,73,63,64,59,31,64,70,61,59,185
6023,K. Mizunuma,RM,69,69,1200000.0,7000.0,31,2022.0,4,3,64,62,69,67,73,66,46,72,50,65,70,62,66,79,49,67,68,78,57,176
14452,S. Sharahili,"CDM, CM, RM",61,61,230000.0,3000.0,31,2022.0,3,3,64,46,58,62,60,37,45,61,47,61,61,63,64,65,71,58,35,67,40,175
14520,Qi Tianyu,"RB, RM",61,61,300000.0,3000.0,28,2021.0,3,2,64,52,60,58,66,55,50,61,43,57,60,66,63,60,59,45,49,63,44,182
2068,J. Hendrick,"CM, RM",74,74,4100000.0,34000.0,29,2024.0,3,3,64,68,74,74,72,66,64,76,68,76,75,65,63,74,75,74,64,66,60,185
18036,I. Tshipamba,"RM, CAM",55,65,275000.0,500.0,20,2021.0,3,2,64,49,51,56,49,50,42,53,41,56,54,65,63,55,41,50,46,63,48,180
2596,T. Chandler,"RM, RWB",73,73,2500000.0,22000.0,31,2025.0,3,2,64,71,72,70,78,70,80,75,66,73,74,64,64,66,80,73,43,53,51,186
4906,M. Cauteruccio,"ST, RM",70,70,775000.0,8000.0,34,2023.0,3,3,64,71,61,69,55,70,73,65,66,68,70,60,68,68,64,73,69,68,74,180
18067,K. Leavy,"CDM, CM, RM",55,69,275000.0,2000.0,19,2022.0,3,2,64,39,54,58,47,28,49,61,38,56,58,65,64,65,51,42,35,68,48,175
18495,F. Bamenye,RM,53,66,220000.0,500.0,19,2022.0,3,3,64,52,48,57,51,54,40,48,47,56,58,62,66,38,29,46,39,61,50,177
18614,M. Snelgrove,RM,53,68,220000.0,750.0,18,2022.0,3,2,64,47,49,57,49,45,40,50,39,58,56,62,66,50,35,50,42,67,48,175
10794,A. Lagos,"RB, RM",65,80,1600000.0,2000.0,19,2025.0,2,2,64,31,46,59,60,28,60,49,32,58,62,59,68,65,60,51,36,52,42,184
18394,O. Alfonsi,RM,54,71,275000.0,500.0,18,2022.0,3,2,64,42,53,55,44,41,44,64,39,52,55,66,62,49,34,42,38,68,43,183
5679,M. Valoti,"CM, CAM, RM",69,69,1500000.0,3000.0,27,2022.0,3,3,64,63,73,74,72,60,48,78,59,74,76,62,65,60,48,65,65,70,64,181
5728,S. Çikalleshi,"ST, RM, LM",69,69,1400000.0,10000.0,30,2022.0,4,2,64,70,55,63,57,70,73,56,69,68,70,65,64,69,47,72,47,36,58,185
15812,J. Gho,RM,60,74,575000.0,700.0,18,2024.0,3,2,64,59,56,64,59,64,45,57,56,65,63,66,63,39,44,55,46,70,45,178
16630,D. Pakulski,"CAM, RM",58,67,450000.0,1000.0,22,2022.0,3,2,64,49,57,63,55,49,41,59,43,64,62,62,65,54,40,51,43,69,44,174
16726,S. Estacio,"RM, CAM",58,72,475000.0,500.0,19,2025.0,3,3,64,49,54,57,50,58,34,58,39,56,60,65,63,58,40,53,33,60,41,173
17950,S. Hopeau,"RM, RW",55,63,275000.0,1000.0,22,2021.0,3,2,64,45,51,57,57,44,34,52,42,60,57,65,63,50,25,52,32,51,54,180
3211,Portillo,"RM, LM",72,72,1900000.0,9000.0,31,2023.0,3,3,64,69,74,73,75,70,59,74,64,73,71,66,63,65,57,73,63,74,62,169
18793,A. McNally,"RB, RM, LM",52,66,180000.0,500.0,20,2021.0,3,2,64,24,39,51,46,22,37,38,29,55,44,63,65,55,52,44,31,59,34,184
18411,M. Surzyn,"LM, RM",54,71,275000.0,500.0,17,2024.0,3,2,65,48,50,56,51,48,28,52,40,56,55,66,64,52,56,52,41,66,55,175
17836,A. Al Dhafeeri,"CM, CAM, RM",55,62,250000.0,3000.0,23,2022.0,4,3,65,48,58,60,54,46,41,60,42,59,60,61,68,49,47,52,58,65,47,169
9716,D. Sinani,"CAM, RM, LM",66,70,1200000.0,9000.0,24,2022.0,3,3,65,68,68,65,68,67,34,68,65,64,66,62,67,64,63,66,68,65,64,185
10424,T. Duman,"RM, CM",65,70,1100000.0,3000.0,23,2024.0,3,2,65,61,63,66,63,63,53,64,61,66,64,69,62,65,49,58,64,73,54,180
18329,A. Fofana,"RM, CM",54,63,240000.0,1000.0,20,2024.0,2,3,65,46,47,56,56,46,42,48,44,57,54,66,65,58,68,47,35,61,52,180
18372,H. Sjögrell,"RW, RM",54,68,250000.0,650.0,20,2025.0,3,2,65,51,50,57,50,52,41,50,40,60,56,68,62,65,51,50,34,60,49,179
18571,Lee Ji Hoon,"LM, RM",53,71,240000.0,1000.0,19,2022.0,3,3,65,44,47,58,43,43,33,50,36,55,56,62,68,54,52,49,37,68,49,177
8449,B. Soumaré,"CAM, RM",67,73,1600000.0,2000.0,22,2022.0,2,3,65,57,67,70,59,51,70,75,44,73,70,63,67,61,57,59,44,63,52,180
7960,B. Boutobba,"RM, CAM",67,76,2300000.0,2000.0,22,2023.0,3,3,65,59,66,76,64,64,48,70,56,76,75,66,65,41,23,60,55,92,57,173
17922,Kim Jin Hyun,"CM, RM",55,64,275000.0,1000.0,21,2022.0,3,2,65,44,56,58,53,36,44,61,38,57,57,62,68,59,44,45,38,63,48,178
18699,Lee Sung Yoon,"RM, RW",52,66,190000.0,1000.0,20,2022.0,4,2,65,51,42,55,38,53,39,45,46,56,54,68,62,53,33,48,32,60,58,184
8016,Olaetxea,"CAM, ST, RM",67,67,1000000.0,3000.0,28,2022.0,3,3,65,69,62,68,54,70,54,67,58,71,65,66,65,61,32,68,40,64,75,179
6836,L. Villalba,"LM, RM",68,69,1400000.0,500.0,26,2021.0,4,4,65,65,68,69,66,65,53,68,47,69,69,70,61,71,47,61,70,77,68,170
18979,R. Gașpar,"CM, RM",51,70,150000.0,550.0,18,2025.0,2,2,65,43,50,57,41,44,41,55,43,57,54,67,64,43,38,48,35,64,41,180
18025,J. Sesay,"CAM, RM",55,75,350000.0,800.0,18,2024.0,3,2,65,46,53,60,55,49,36,56,39,62,60,66,65,52,45,50,42,67,39,182
1685,R. Loftus-Cheek,"RM, CAM",75,78,7500000.0,74000.0,25,2024.0,3,4,65,67,73,77,66,66,58,79,54,80,79,62,68,68,73,80,57,67,45,191
11223,C. Vincent,"CM, CDM, RM",64,64,575000.0,2000.0,28,2023.0,3,2,65,50,63,64,60,51,43,68,33,63,66,61,68,74,61,57,41,69,47,178
17884,Piao Taoyu,"RM, LM",55,55,130000.0,2000.0,28,2021.0,2,2,65,42,54,57,49,41,35,61,39,55,58,66,65,35,43,46,42,61,42,177
19059,O. Kennedy,RM,50,58,100000.0,500.0,19,2022.0,3,2,65,42,47,51,48,45,34,49,36,49,52,65,65,42,33,44,37,63,47,175
9989,G. Carmona,"RB, RM",65,65,220000.0,500.0,35,2021.0,3,3,65,40,51,54,58,36,60,56,27,53,54,70,60,74,54,47,39,60,40,187
8546,T. Kaneko,"RM, CF",67,72,1500000.0,2000.0,23,2022.0,2,2,65,67,65,69,67,67,52,65,63,71,69,62,67,70,57,64,62,68,50,178
13948,A. Rațiu,"RM, RW, CM",62,71,875000.0,2000.0,23,2024.0,3,2,65,54,59,65,63,50,60,62,59,68,63,67,63,57,64,59,45,67,36,183
15468,S. Abdul Samad,"CAM, LM, RM",60,67,500000.0,500.0,24,2025.0,3,3,65,46,60,65,51,44,46,63,40,65,63,65,65,65,53,59,56,74,45,179
2878,Silvosinho,"RB, RM, RWB",73,73,3100000.0,19000.0,25,2024.0,3,2,65,54,64,64,77,46,75,69,42,53,76,72,60,77,72,51,68,64,63,177
4165,S. Khaoui,"CAM, RM, CM",71,74,2400000.0,12000.0,26,2023.0,3,3,65,68,70,73,70,68,45,71,59,75,73,67,63,70,42,70,71,76,49,180
13249,J. Hurtado,"RB, RM",63,78,1100000.0,500.0,19,2025.0,2,2,65,26,46,55,59,24,58,60,22,46,62,64,65,62,48,42,36,60,32,178
16293,Y. Alounga,"ST, LM, RM",59,74,550000.0,2000.0,19,2024.0,3,2,65,57,53,57,46,58,61,59,51,56,59,65,65,56,50,56,38,51,63,184
12712,J. Holsgrove,"CM, RM, LM",63,74,1100000.0,3000.0,21,2022.0,3,2,65,53,64,63,53,52,54,68,50,61,66,68,62,64,51,54,62,65,49,180
12234,Ureña,RM,64,78,1400000.0,1000.0,18,2025.0,3,4,65,59,62,65,65,61,46,66,50,69,67,60,69,52,34,57,48,55,70,180
14362,S. Baghdadi,"ST, LM, RM",62,66,575000.0,2000.0,23,2023.0,3,2,65,60,55,61,51,62,64,62,50,61,60,63,67,55,31,61,41,57,60,189
15580,A. Bondarenko,"CAM, CM, RM",60,73,600000.0,500.0,20,2022.0,2,3,65,54,55,59,44,57,41,62,40,63,60,67,63,59,43,61,40,50,48,188
5516,M. Waghorn,"ST, RM",69,69,1200000.0,12000.0,31,2023.0,4,3,65,71,68,63,69,68,71,68,63,63,61,64,66,72,72,71,74,62,71,178
16771,K. Scales,"RM, CM",58,71,475000.0,2000.0,19,2023.0,3,2,65,49,53,58,49,46,46,60,36,60,57,63,66,64,54,51,30,51,44,179
11796,M. Nakajima,"CAM, LM, RM",64,71,1200000.0,2000.0,22,2022.0,3,3,65,66,63,66,60,63,46,65,62,65,65,66,65,69,47,60,71,73,66,170
5803,W. Mendieta,"CAM, RM",69,69,1100000.0,650.0,32,2022.0,4,3,65,68,68,70,68,67,40,70,62,71,71,69,62,59,50,62,59,68,65,179
14765,D. Paracho,"LM, RM",61,61,375000.0,700.0,25,2025.0,3,3,65,50,56,63,52,47,43,62,32,63,63,66,65,72,54,61,33,65,48,172
3542,Aleix García,"CAM, CM, RM",72,76,3400000.0,8000.0,24,2023.0,3,3,65,67,72,74,60,67,51,77,56,72,75,68,63,67,56,67,69,75,54,173
14734,K. Iwatake,"RB, LB, RM",61,64,400000.0,800.0,25,2022.0,3,2,65,41,56,62,61,43,29,60,34,63,60,68,62,72,61,57,41,63,30,173
13505,P. Hütter,"RM, RB, LB",62,62,375000.0,2000.0,30,2022.0,4,3,66,54,60,62,62,49,58,62,43,61,63,65,67,66,66,56,58,66,51,181
10133,J. Sanguinetti,"CAM, ST, RM",65,65,700000.0,500.0,30,2021.0,3,3,66,69,62,64,56,70,51,63,56,65,63,65,67,67,55,65,70,62,75,173
2876,Tramontinaldo,"RB, RM",73,73,3100000.0,11000.0,25,2024.0,3,2,66,50,70,67,76,45,69,74,55,61,72,63,68,64,54,51,62,75,63,175
13576,Luo Jing,"LM, RM, ST",62,62,425000.0,2000.0,27,2021.0,3,3,66,60,59,62,55,55,67,59,59,64,57,65,67,65,63,60,61,60,70,181
18382,R. Glover,"RW, RM",54,68,250000.0,4000.0,20,2022.0,2,2,66,43,53,56,54,38,44,59,40,57,51,68,65,59,46,53,42,67,52,177
16083,E. Twumasi,"RB, RM",59,65,325000.0,1000.0,24,2021.0,3,3,66,53,53,67,60,50,50,52,48,71,63,63,69,34,34,48,51,66,55,173
16099,Park Soo Il,"RM, RW",59,62,300000.0,950.0,25,2022.0,3,2,66,43,56,63,53,31,52,63,33,63,62,67,66,65,59,55,42,65,43,174
753,Carles Gil,"CAM, RM",78,78,14000000.0,11000.0,28,2024.0,4,4,66,70,80,79,78,72,34,82,71,79,81,69,63,85,41,80,65,74,69,170
13765,Nuno da Silva,"RM, LM",62,62,425000.0,3000.0,27,2022.0,4,3,66,52,61,63,61,54,40,65,52,62,59,69,64,49,48,59,36,78,41,170
10421,Raúl Navarro,"RB, CB, RM",65,66,750000.0,2000.0,27,2022.0,3,2,66,54,59,64,48,50,55,67,47,61,63,67,65,75,74,55,44,70,56,174
16328,C. Kato,"RM, LM",59,68,500000.0,900.0,22,2022.0,3,2,66,56,55,60,57,58,53,60,46,58,61,68,65,43,50,54,44,65,45,175
13229,J. Brítez,"LM, CAM, RM",63,69,750000.0,500.0,24,2021.0,3,2,66,55,58,63,71,60,34,51,42,63,61,67,65,68,33,61,47,64,46,171
1145,R. Sambueza,"RM, CAM, RW",76,76,2400000.0,16000.0,37,2021.0,3,4,66,72,79,78,76,70,57,81,61,77,80,65,66,70,86,75,77,75,73,180
2590,R. Brady,"LM, RM",73,73,2850451.813201148,9017.989362811555,29,2031.0,3,4,66,70,74,74,77,66,52,71,66,74,75,69,64,68,60,71,74,74,72,176
12981,S. Mouri,"RB, LB, RM",63,66,575000.0,1000.0,25,2022.0,4,2,66,51,58,63,64,58,52,61,23,64,58,68,65,54,65,57,61,72,32,175
10239,Arturo Molina,"CAM, CM, RM",65,68,950000.0,2000.0,25,2022.0,3,3,66,62,62,71,62,60,52,67,57,74,71,65,66,47,55,59,52,65,59,183
16178,A. Gözütok,"CAM, RM",59,70,500000.0,750.0,20,2022.0,4,2,66,48,54,66,42,43,35,58,55,66,64,65,66,39,45,47,35,73,48,177
18361,S. Kvia-Egeskog,RM,54,72,275000.0,500.0,18,2023.0,3,2,66,49,49,56,48,52,40,56,40,55,55,64,67,50,31,51,38,72,56,176
13302,N. Weißhaupt,"LM, RM",63,76,1100000.0,3000.0,19,2025.0,3,2,66,57,62,66,62,58,39,66,52,67,67,67,66,50,45,60,59,71,53,180
13303,Leândro,"RM, LM",63,63,375000.0,1000.0,32,2022.0,3,3,66,62,59,65,58,65,36,61,55,67,62,64,67,51,32,62,49,68,68,175
18225,Gong Qiule,"RB, RM",54,63,230000.0,1000.0,21,2022.0,3,2,66,26,36,54,47,25,41,39,25,53,50,70,63,56,50,48,31,64,31,171
917,D. Caligiuri,"RM, RWB, CM",77,77,6500000.0,26000.0,33,2023.0,4,3,66,74,78,75,85,73,63,76,71,75,75,67,66,82,72,75,79,74,80,182
13364,Gabri Martínez,RM,63,79,1200000.0,900.0,18,2026.0,3,4,66,59,58,64,60,67,41,59,50,66,67,63,69,56,31,55,42,58,64,185
16272,V. Coșereanu,"LM, RM",59,59,220000.0,1000.0,29,2022.0,3,2,66,53,53,61,66,48,44,48,41,67,53,67,66,66,43,39,38,61,43,187
14799,E. Hottmann,"ST, RM",61,69,750000.0,1000.0,21,2022.0,3,2,66,56,53,61,52,57,65,59,46,60,63,54,75,65,55,58,28,63,52,187
8578,Alex Baena,"LM, RM, CM",67,82,2400000.0,6000.0,19,2022.0,4,3,66,70,63,71,65,70,41,63,61,74,73,65,66,55,34,71,58,65,55,174
14553,A. Al Suwat,"CAM, RM, CM",61,63,400000.0,3000.0,26,2024.0,3,3,66,57,58,65,50,57,52,64,48,66,64,64,68,39,54,58,38,77,45,166
4147,D. Bejarano,"RB, RWB, RM",71,71,1600000.0,800.0,29,2022.0,2,2,66,38,61,62,77,48,58,67,31,57,69,70,63,77,57,44,29,54,39,174
9213,F. Herbers,"CAM, RM, CM",66,66,900000.0,3000.0,27,2023.0,3,3,66,64,65,66,66,66,65,70,51,67,68,63,69,70,66,66,59,64,66,183
15248,J. Düker,"ST, RM",60,63,325000.0,500.0,25,2023.0,3,2,66,57,53,61,58,58,61,55,56,61,62,66,66,71,42,55,36,61,53,188
3726,L. Heredia,"RM, ST, LM",72,75,3100000.0,9000.0,25,2024.0,4,3,66,70,68,73,68,72,58,69,72,77,75,65,66,66,56,73,45,66,56,185
8851,H. Jimenez,"LB, RB, RM",66,66,600000.0,2000.0,32,2022.0,4,3,66,60,64,66,66,54,57,64,56,64,66,64,67,70,64,66,53,75,60,175
19107,Tao Qianglong,"RM, LM, CM",49,61,110000.0,1000.0,19,2023.0,3,2,66,47,39,55,36,43,45,43,33,53,53,65,66,52,26,50,36,69,58,172
8650,Serginho,"RM, LM",67,68,1200000.0,5000.0,26,2022.0,3,2,66,65,63,69,62,66,53,66,58,72,70,67,66,63,54,66,53,61,61,180
3642,R. Canouse,"CDM, RM, CM",72,75,2800000.0,6000.0,26,2023.0,3,2,66,51,61,65,39,46,69,73,49,62,68,65,66,85,77,53,48,68,54,178
14952,L. Kronberger,"LM, RM, CM",61,74,775000.0,1000.0,19,2025.0,2,2,66,58,55,60,59,62,68,58,53,58,63,64,68,59,52,54,26,66,55,179
14948,O. Sijarić,"CAM, RM, ST",61,71,700000.0,1000.0,19,2024.0,3,2,66,49,59,64,51,46,39,63,36,65,63,67,65,57,48,57,38,67,43,179
3132,Fernando Boldrin,"CAM, RM",72,72,1900000.0,11000.0,32,2022.0,5,4,66,69,70,71,63,69,60,73,65,72,74,69,64,59,70,73,74,68,66,180
15779,O. Gallardo,"RB, RM",60,61,250000.0,500.0,27,2021.0,2,2,66,31,45,54,50,21,60,57,28,53,50,65,67,68,52,53,26,60,39,175
3006,Dani Raba,"RM, CAM",73,76,4000000.0,23000.0,25,2023.0,3,4,66,71,72,73,74,74,42,73,52,75,76,69,63,55,50,74,42,69,67,184
14047,J. Nilsson,"RWB, RM",62,63,425000.0,750.0,26,2021.0,2,2,66,49,57,59,59,52,33,61,42,58,60,65,67,70,34,58,48,59,45,180
15736,N. Guzmán,"RM, LM",60,69,550000.0,500.0,21,2023.0,2,2,66,48,54,61,63,59,37,60,39,62,60,68,65,59,30,59,41,60,42,171
9491,P. Schmidt,"ST, RM",66,66,925000.0,7000.0,27,2024.0,3,2,66,66,43,60,39,69,70,54,65,55,62,64,67,84,37,68,27,68,55,185
15644,M. Thompson,"ST, RM",60,72,600000.0,4000.0,19,2022.0,3,2,66,59,48,58,40,60,63,57,52,55,62,68,64,50,39,59,35,61,60,177
9560,B. Sekulić,"RB, RM",66,66,750000.0,2000.0,29,2021.0,2,2,66,32,58,61,62,29,60,64,26,60,63,68,65,67,63,59,30,57,46,188
6662,M. Delgado,"CDM, CM, RM",68,68,1200000.0,3000.0,26,2023.0,2,3,66,52,61,64,49,50,58,69,46,59,66,69,64,87,72,54,39,78,48,175
17417,J. Castrop,"CAM, RM",57,77,450000.0,550.0,17,2023.0,3,3,66,38,58,63,58,37,41,65,46,60,62,68,64,50,45,48,45,77,40,177
6691,Elsinho,"RB, RM",68,68,875000.0,2000.0,31,2024.0,3,3,66,60,68,69,73,58,57,68,50,71,72,65,66,74,67,71,63,67,47,180
12628,N. Sakurauchi,"RM, RWB, RB",63,63,400000.0,2000.0,31,2022.0,3,3,66,44,60,65,65,47,62,66,45,63,65,63,68,66,59,59,29,72,34,176
12781,J. González,"RB, RWB, RM",63,69,700000.0,2000.0,24,2022.0,3,2,66,35,51,58,64,27,53,48,27,62,52,68,65,66,54,46,59,62,43,175
17946,F. Bundgaard,"RM, ST",55,75,350000.0,500.0,16,2024.0,3,3,66,47,50,57,48,48,40,55,45,55,54,65,66,49,42,54,38,74,45,176
6160,S. Diarra,"CM, CDM, RM",69,72,1800000.0,5000.0,26,2023.0,3,3,66,56,65,72,58,55,48,72,40,72,71,66,66,83,74,62,39,77,44,173
17517,J. McClelland,"RM, LM",56,61,220000.0,600.0,24,2021.0,3,3,66,51,54,55,56,49,36,56,42,55,50,66,66,57,37,57,50,69,53,175
17890,J. Malone,"CDM, RM",55,67,300000.0,500.0,21,2022.0,3,3,66,48,53,57,52,45,42,58,43,53,55,68,64,63,55,48,42,69,46,172
16971,C. Ciucureanu,"RM, LM",58,65,425000.0,800.0,21,2023.0,3,2,66,50,51,59,51,53,45,54,32,58,62,67,66,62,53,52,42,61,47,186
2010,R. Boudebouz,"CAM, RM",74,74,3500000.0,27000.0,31,2022.0,4,4,66,74,75,76,76,73,45,75,68,77,77,65,67,58,53,72,76,76,85,177
17486,T. Al Otaibi,"RM, LM",56,65,325000.0,2000.0,21,2024.0,3,3,66,46,49,62,54,49,34,47,39,63,57,67,66,49,35,47,47,75,47,174
17586,C. Barbu,"RM, ST",56,66,325000.0,1000.0,21,2022.0,2,2,66,55,48,59,44,57,44,51,42,61,57,63,68,56,26,54,31,69,58,183
12516,A. Peña,"RM, RB",63,63,375000.0,500.0,32,2021.0,3,2,66,51,61,63,63,47,54,64,48,63,64,64,68,86,85,49,47,69,54,182
2484,V. Stocker,"LM, RM, CAM",73,73,2400000.0,13000.0,32,2023.0,4,3,66,68,75,73,74,66,54,75,73,73,75,64,67,65,67,74,72,75,61,179
17747,F. Weiler,"CAM, LM, RM",56,76,400000.0,550.0,18,2022.0,3,2,66,46,50,64,43,46,37,53,46,63,63,65,66,59,44,42,42,73,47,174
7258,L. Sibley,"CAM, RM",68,82,2900000.0,4000.0,19,2024.0,3,3,66,63,63,69,52,70,48,70,41,71,69,70,63,64,72,64,43,72,29,180
1918,Martín,"RB, RM, LB",75,80,7500000.0,20000.0,25,2022.0,3,3,66,35,63,69,77,28,70,75,26,66,74,69,63,73,65,62,40,69,38,178
12831,J. Suzuki,"RB, RM",63,67,625000.0,2000.0,25,2023.0,2,2,66,46,58,57,61,45,63,60,32,54,56,67,65,65,66,49,46,65,35,175
4722,J. Sala,"RB, RM, LB",70,70,1400000.0,10000.0,29,2022.0,4,3,67,60,68,69,70,50,60,70,68,68,72,64,70,66,74,64,66,68,62,181
9542,L. Paiva,"RM, CM, LM",66,66,900000.0,500.0,27,2021.0,3,3,67,67,63,66,67,66,52,63,61,68,63,69,65,64,54,61,70,71,67,156
16953,J. Nodake,"RM, RB",58,58,220000.0,900.0,26,2023.0,3,3,67,48,53,62,53,41,41,58,40,62,61,68,67,66,50,53,49,70,44,177
14250,De Tomás,"LM, RM, CAM",62,75,950000.0,3000.0,20,2023.0,4,4,67,58,59,63,64,61,40,63,50,65,66,67,67,53,46,55,46,57,50,172
1565,R. Hamouma,"ST, RM",75,75,2700000.0,31000.0,34,2022.0,4,3,67,76,75,78,76,76,67,77,76,78,80,68,67,66,60,77,70,75,70,178
8301,B. Hussein,"CM, RM",67,74,2100000.0,2000.0,21,2023.0,3,3,67,56,67,69,63,58,45,73,43,67,71,70,65,72,54,61,40,76,44,175
3248,P. Chavarría,"ST, RM",72,72,1500000.0,8000.0,33,2023.0,4,3,67,72,68,73,67,75,70,72,63,73,74,65,69,81,70,73,58,71,67,185
1557,J. Guðmundsson,"RM, LM",75,75,5500000.0,32000.0,30,2023.0,4,4,67,73,76,75,76,70,64,77,72,75,76,69,65,65,66,73,77,68,70,179
3250,Y. Court,"RM, LM, CAM",72,72,1900000.0,6000.0,31,2022.0,2,4,67,65,73,73,75,67,26,73,32,72,73,70,65,68,67,70,67,74,60,172
11192,O. Halvorsen,"RM, RWB",64,64,375000.0,1000.0,33,2022.0,3,3,67,58,59,65,60,56,46,59,55,64,65,66,67,80,68,63,61,70,67,178
18638,T. Al Showaiqi,RM,53,67,220000.0,2000.0,19,2025.0,3,2,67,46,49,54,50,46,34,51,38,54,52,68,67,47,46,49,48,58,47,172
3137,W. Gargano,"CDM, CM, RM",72,72,450000.0,600.0,36,2021.0,3,2,67,52,63,65,40,42,44,74,48,55,73,72,62,74,80,60,59,75,59,168
11229,N. DeLeon,"RM, LM, CAM",64,64,575000.0,2000.0,30,2021.0,4,3,67,62,63,64,63,56,55,65,55,64,64,71,63,68,70,63,59,69,49,178
14102,T. Lemperle,"RM, RW, LM",62,78,1000000.0,3000.0,19,2023.0,3,2,67,59,56,65,63,62,40,60,52,70,68,67,67,54,44,52,45,61,55,187
15797,J. Philogene-Bidace,"RW, RM, LM",60,80,700000.0,6000.0,19,2024.0,3,3,67,58,57,61,57,59,44,59,56,63,61,72,63,47,30,58,43,63,55,179
15791,N. Chadli,"RM, ST",60,74,575000.0,2000.0,19,2024.0,2,3,67,59,54,68,51,61,52,55,56,68,69,69,65,51,41,51,41,72,62,181
18770,L. Lykkegaard,"RWB, RM",52,65,180000.0,900.0,19,2022.0,2,2,67,34,41,53,47,34,38,42,26,51,51,67,67,53,49,45,35,62,35,176
15841,L. Pinckert,"CB, RM, RB",60,67,475000.0,500.0,21,2023.0,2,2,67,41,52,56,53,44,57,58,28,57,55,68,67,63,55,52,28,50,39,189
17356,P. Treu,"RB, RM",57,68,350000.0,550.0,20,2022.0,3,2,67,33,51,56,59,34,37,56,24,54,51,77,59,59,48,45,31,79,37,172
11964,Migue,"RB, RM",64,71,1100000.0,5000.0,24,2022.0,3,2,67,45,57,64,61,36,51,63,33,65,64,70,64,64,70,57,32,68,39,176
8656,H. Ghacha,RM,67,70,1300000.0,6000.0,25,2023.0,4,3,67,61,66,70,67,58,48,68,62,70,70,68,67,65,68,64,65,69,63,170
17101,M. Kulke,"RB, RM, CM",57,72,375000.0,2000.0,20,2023.0,3,2,67,52,55,59,45,51,50,62,42,55,60,69,66,55,42,58,38,71,50,177
14925,I. Rădescu,"RM, LM",61,62,375000.0,1000.0,26,2022.0,3,3,67,58,58,59,66,57,36,57,39,62,54,68,67,61,36,53,60,63,63,176
11592,A. Granlund,"RWB, RB, RM",64,64,425000.0,1000.0,31,2022.0,4,2,67,33,53,56,55,32,56,54,28,52,55,66,68,80,65,37,42,65,38,179
35,T. Müller,"CAM, RM, RW",87,87,66000000.0,140000.0,31,2023.0,4,3,67,84,83,80,85,88,81,85,84,77,84,66,67,86,62,96,59,73,70,185
11760,T. Hara,"ST, RM, RW",64,72,1300000.0,5000.0,22,2022.0,4,2,67,61,50,58,61,64,67,54,58,60,63,64,70,65,54,61,26,52,62,191
11797,Y. Fukuda,"LM, RM, LB",64,70,950000.0,3000.0,22,2022.0,3,3,67,55,60,65,60,54,41,64,38,65,65,69,65,64,71,59,52,69,46,176
17244,A. Ișfan,"CAM, RM, LM",57,67,375000.0,1000.0,21,2025.0,3,2,67,53,60,58,67,53,46,60,38,59,54,68,67,66,47,42,57,64,58,177
6458,B. Capon,"RWB, RB, RM",68,68,625000.0,5000.0,33,2022.0,3,3,67,62,66,65,67,59,58,66,56,63,65,66,68,70,64,68,68,71,64,180
8723,F. Santos,"CAM, LM, RM",66,66,400000.0,4000.0,34,2022.0,3,3,67,63,65,70,66,63,58,65,52,72,70,70,64,65,66,64,55,69,78,175
15485,A. Uribe,"RM, LM",60,67,500000.0,700.0,22,2021.0,3,2,67,55,59,62,60,54,43,60,54,60,63,66,68,43,45,60,55,64,53,175
14543,A. Evans,"CAM, RM",61,70,725000.0,2000.0,22,2022.0,2,3,67,53,59,63,54,51,48,63,53,63,65,66,67,65,43,57,58,62,55,186
6157,G. Bouzoukis,"CAM, RM, CM",69,76,2800000.0,500.0,23,2022.0,3,3,67,60,72,69,70,58,48,75,36,68,71,68,66,64,55,63,68,73,43,172
4342,G. Acosta,"CM, RM, RB",71,71,1500000.0,8000.0,32,2022.0,3,3,67,69,68,72,60,67,58,72,59,71,70,69,66,86,66,70,52,76,54,185
18869,R. Fernandes,RM,51,51,60000.0,500.0,28,2022.0,3,2,67,50,44,56,48,52,45,45,53,56,52,69,65,42,34,44,38,69,54,169
9348,W. Smallbone,"CM, RM",66,77,1900000.0,10000.0,21,2024.0,4,3,67,62,64,72,52,59,50,68,59,72,71,70,65,55,46,64,66,74,63,173
17044,M. Rafique,"RB, RM",57,57,140000.0,500.0,30,2022.0,2,2,67,47,53,52,52,45,42,57,53,47,48,68,67,73,56,46,48,75,46,172
9128,N. Omladič,"RM, LM",66,66,700000.0,4000.0,31,2022.0,2,3,67,61,65,71,64,57,28,64,57,72,72,70,64,58,54,65,70,78,61,180
14681,J. Stroud,"RM, LM, CAM",61,64,450000.0,1000.0,24,2021.0,4,2,67,53,56,61,48,52,45,65,45,60,61,66,67,76,65,58,43,66,45,178
15382,E. Cantú,"CM, RM",60,70,550000.0,6000.0,22,2022.0,3,2,67,43,57,63,50,43,50,65,40,64,61,68,67,67,54,57,35,66,40,178
14596,E. Mena,"RM, LM",61,69,725000.0,500.0,23,2021.0,3,2,67,51,55,62,53,56,35,62,37,64,60,66,67,53,28,62,30,57,53,175
