,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,weak_foot,skill_moves,pace,shooting,passing,dribbling,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_ball_control,movement_acceleration,movement_sprint_speed,power_stamina,mentality_aggression,mentality_positioning,skill_fk_accuracy,movement_agility,mentality_penalties,height_cm
12898,P. Arano,"LM, LW",63,64,575000.0,500.0,26,2021.0,3,2,66,61,54,66,47,61,49,59,47,62,70,65,67,82,70,63,49,71,51,187
17177,L. Schleimer,"CAM, CM, LW",57,67,375000.0,2000.0,21,2022.0,3,3,66,50,55,60,55,53,40,59,41,59,61,69,63,44,36,53,47,72,43,180
6600,J. Ruffels,"LWB, LB",68,68,1200000.0,4000.0,27,2023.0,3,2,66,51,63,65,65,50,59,63,41,63,64,63,69,88,54,58,60,73,42,178
6577,J. Obita,"LB, LWB, LM",68,68,1200000.0,4000.0,27,2023.0,2,3,66,63,67,68,73,59,58,63,65,65,70,66,66,53,68,64,69,75,62,180
12903,M. Miljevic,"LW, LM, CAM",63,80,1300000.0,2000.0,20,2024.0,3,3,66,55,60,66,63,59,54,62,38,68,67,65,67,67,63,59,47,64,49,178
13895,A. Al Meqran,"CAM, LW, CF",62,69,800000.0,3000.0,24,2022.0,3,2,67,59,57,65,55,62,57,59,44,62,67,65,69,67,39,65,46,69,57,179
12475,P. Brough,LWB,63,66,575000.0,2000.0,25,2023.0,2,2,67,46,53,57,55,46,57,55,36,54,57,66,67,84,62,53,42,64,46,191
18739,A. Bredahl,"ST, LW",52,66,190000.0,850.0,18,2023.0,3,2,67,52,45,49,39,55,45,51,45,48,50,66,68,49,36,53,37,48,43,182
9690,I. Boura,"LWB, LB",66,77,1800000.0,5000.0,20,2023.0,2,3,67,47,53,69,68,48,50,56,37,70,69,71,64,63,62,58,30,68,38,173
16861,P. Cabel,"RW, LW",58,67,450000.0,500.0,19,2021.0,3,3,67,55,49,60,60,55,55,49,38,61,60,67,67,55,33,58,55,65,55,177
3229,Gabriel Silva,"LB, LWB",72,72,2000000.0,20000.0,30,2023.0,2,3,67,59,71,70,75,54,58,75,59,69,70,68,67,70,70,69,58,74,57,179
15700,S. Onur,"LW, CAM",60,71,525000.0,1000.0,18,2024.0,3,2,67,58,53,66,50,64,39,62,42,66,67,69,66,45,47,56,41,71,59,175
14347,D. Theodorou,"LW, ST",62,68,625000.0,500.0,23,2024.0,3,2,67,60,53,63,53,59,40,66,50,61,65,65,68,49,29,64,33,58,53,175
8936,J. Rafferty,"RWB, RB, LWB",66,67,900000.0,9000.0,27,2022.0,3,2,67,34,56,61,63,27,53,55,28,62,61,66,68,74,72,60,55,64,39,180
8590,N. Khacef,"LB, LWB",67,74,1900000.0,2000.0,23,2022.0,2,2,67,44,49,69,54,34,50,58,28,70,72,68,67,73,67,58,34,57,46,179
17077,J. Evans,LWB,57,71,375000.0,2000.0,20,2022.0,3,2,67,47,51,52,42,33,49,59,31,52,48,68,66,73,70,52,32,56,41,173
11918,L. Lukacevic,"LB, LWB",64,70,875000.0,2000.0,22,2023.0,3,2,67,37,53,60,62,38,53,60,23,59,61,70,65,67,64,39,32,66,35,178
17193,Jeon Jung Ho,"LW, LB",57,69,400000.0,950.0,22,2021.0,3,2,67,54,54,60,54,58,37,56,54,58,58,68,67,57,39,53,46,67,54,171
17299,E. Azcona,"LW, CAM",57,76,400000.0,500.0,17,2022.0,3,3,67,54,49,64,49,54,39,54,38,64,58,70,64,52,39,50,37,80,60,168
11829,E. Sylvestre,"RW, LW",64,73,1300000.0,3000.0,21,2022.0,3,3,67,61,58,69,61,61,61,58,61,71,68,72,63,50,41,62,54,70,61,173
14962,O. Romeny,"ST, LW, CAM",61,71,750000.0,2000.0,21,2022.0,3,3,67,60,50,62,33,60,59,59,54,68,62,66,68,58,29,57,38,54,61,185
8763,S. McConville,"LWB, CM",66,66,600000.0,2000.0,32,2022.0,4,3,67,61,66,65,66,59,42,66,59,65,65,68,66,72,56,64,66,62,55,180
9047,B. Sweat,"LB, LWB",66,66,750000.0,2000.0,29,2021.0,2,3,67,43,64,64,64,39,64,64,42,64,66,64,69,64,72,64,49,62,40,188
14508,A. Ablet,"LWB, LW",61,61,120000.0,2000.0,34,2022.0,3,2,67,56,59,60,66,57,49,56,52,59,61,66,68,65,69,55,60,68,58,178
15477,Ș. Blănaru,"ST, LW",60,60,200000.0,1000.0,32,2022.0,2,2,67,60,54,55,53,67,47,58,64,52,54,63,70,70,37,70,43,69,58,182
19021,J. Carluccio,"LW, LWB",50,64,110000.0,1000.0,20,2022.0,3,3,67,46,44,53,48,49,34,46,44,55,47,72,62,73,25,44,31,68,45,178
3511,R. Manning,"LWB, LB",72,76,3000000.0,18000.0,25,2023.0,3,3,67,60,68,70,71,58,57,67,36,71,70,66,67,81,66,64,65,73,66,173
6206,M. Wintzheimer,"ST, LW, RW",69,75,2300000.0,7000.0,22,2022.0,5,2,67,69,64,68,69,73,64,67,60,66,71,71,64,70,57,73,33,73,55,180
8452,D. Štiglec,"LWB, LM, CB",67,67,875000.0,3000.0,30,2022.0,3,2,67,43,58,60,64,25,63,63,33,58,63,68,66,75,74,50,38,60,40,189
8467,W. Clar,"LB, LWB",67,69,1200000.0,500.0,26,2021.0,2,2,67,32,55,64,59,33,61,68,28,62,66,69,65,76,75,55,63,70,41,177
15455,T. Gulliksen,"CM, LW",60,77,600000.0,500.0,17,2022.0,3,3,67,53,57,64,51,55,46,64,41,61,63,68,66,70,58,59,41,85,45,177
5578,D. Wotherspoon,"LW, CM",69,69,1200000.0,5000.0,31,2023.0,4,3,67,63,69,73,70,63,59,67,41,75,73,68,67,83,56,66,69,76,53,180
11047,G. Sazdağı,"LW, RW",65,66,850000.0,4000.0,26,2022.0,3,2,67,63,65,68,67,68,54,71,55,74,67,66,68,57,44,61,43,57,56,179
16644,J. Tauriainen,"CM, LWB",58,70,500000.0,650.0,20,2022.0,3,2,67,43,57,61,53,39,41,64,36,58,63,75,60,73,57,48,42,79,38,173
10158,G. Kiltie,"LM, LW, CAM",65,70,1100000.0,2000.0,24,2023.0,4,3,67,56,61,67,62,58,46,65,49,67,66,68,66,67,55,57,45,78,57,173
16106,F. Delaveris,LW,59,72,550000.0,800.0,20,2024.0,3,3,67,53,55,63,58,54,51,55,52,62,64,66,67,60,27,57,54,70,45,180
16362,M. Ibrahimi,"LW, CAM, RW",59,76,575000.0,4000.0,18,2022.0,3,3,67,49,53,66,56,53,39,55,45,69,66,69,66,47,31,51,38,70,40,181
16661,O. Cooper,"CAM, RW, LW",58,70,500000.0,3000.0,21,2022.0,3,2,67,49,59,61,54,51,45,66,48,61,60,66,67,60,40,55,50,61,56,174
10922,T. Oosting,"ST, LW",65,75,1600000.0,2000.0,21,2022.0,3,2,67,65,62,65,58,67,59,68,59,62,67,69,66,70,59,67,59,67,60,176
16256,G. Cangiano,"LW, ST",59,75,575000.0,3000.0,19,2024.0,3,2,67,56,54,65,58,57,47,54,50,66,67,69,65,48,41,53,49,68,56,170
18326,L. Andronache,"ST, LW",54,73,275000.0,500.0,17,2023.0,3,2,67,49,50,57,48,52,50,58,39,57,57,65,69,57,34,50,38,64,47,186
2798,Pedro Nuno,"ST, LM, LW",73,76,4000000.0,8000.0,26,2024.0,4,3,67,74,76,77,75,73,68,76,71,77,78,68,67,75,66,76,76,77,81,174
18332,C. Harris,"LW, CAM, ST",54,64,240000.0,1000.0,21,2022.0,2,2,67,52,45,58,48,55,51,44,45,57,58,69,65,46,44,51,42,68,52,183
878,M. Valbuena,"LW, CAM",77,77,3400000.0,1000.0,36,2022.0,4,3,67,75,79,78,79,73,48,81,76,78,80,69,65,60,52,76,75,76,79,167
18046,E. Edh,LWB,55,72,300000.0,500.0,18,2023.0,2,2,67,45,51,56,46,47,47,56,42,53,57,67,67,60,46,44,44,62,44,175
17748,W. Kłos,"LM, RM, LWB",56,65,325000.0,550.0,21,2022.0,4,2,67,47,55,52,56,48,44,60,36,52,48,68,67,57,52,48,34,57,45,178
16408,J. Engel,"LB, LWB, LM",59,70,475000.0,550.0,20,2022.0,3,2,67,29,52,57,60,28,45,58,25,54,51,75,61,62,48,40,33,84,34,181
15913,Yuri,"LWB, LM",60,65,325000.0,2000.0,25,2022.0,2,2,67,32,45,59,54,30,45,43,28,60,57,68,67,66,58,55,34,58,38,175
13668,N. Broadhead,"LM, LW",62,70,875000.0,10000.0,23,2022.0,4,3,67,63,58,65,58,64,52,59,60,66,64,71,64,51,38,61,57,70,61,178
11773,L. Kouagba,"CB, LB, LWB",64,67,675000.0,2000.0,27,2022.0,3,2,68,34,42,47,48,31,62,48,30,42,50,67,69,70,74,29,28,51,39,183
8833,C. Booth,"LWB, LB",66,66,725000.0,2000.0,30,2022.0,2,2,68,47,55,64,64,45,64,60,12,64,63,69,68,76,72,53,57,73,44,180
15060,A. Rodríguez,"CAM, LW, CF",61,78,825000.0,500.0,17,2023.0,3,2,68,43,60,65,52,44,33,66,46,65,65,73,63,54,44,57,50,73,50,169
17325,B. Osses,"RW, LW",57,68,350000.0,500.0,19,2021.0,3,3,68,50,53,58,55,45,35,56,45,59,57,68,68,52,35,55,45,65,53,172
10530,J. Arp,"ST, LW, RW",65,76,1600000.0,12000.0,21,2022.0,3,3,68,63,49,68,46,66,61,53,64,67,69,70,66,52,31,67,38,76,55,184
11983,R. Salinas,"LM, ST, LW",64,64,650000.0,500.0,26,2021.0,3,3,68,64,59,62,70,65,65,57,65,61,65,65,70,62,31,60,46,70,44,174
10466,T. Pasher,"LW, RW",65,65,750000.0,2000.0,27,2021.0,2,2,68,61,60,65,66,65,47,62,55,67,63,71,65,80,64,63,32,67,51,175
10460,J. Iritier,"LW, RM, LM",65,66,850000.0,4000.0,26,2022.0,2,3,68,57,60,69,66,57,42,62,57,71,67,75,63,59,28,63,39,68,47,169
19152,B. Redžić,LW,49,67,120000.0,500.0,18,2025.0,3,2,68,47,40,51,46,47,37,40,38,51,51,67,69,39,27,49,30,55,52,178
9649,J. Mancín,"RW, LW, LM",66,76,1900000.0,500.0,21,2022.0,2,4,68,62,68,68,70,60,49,72,61,67,69,68,68,80,66,65,67,74,66,165
13686,A. Lewis,"RWB, LWB",62,68,600000.0,2000.0,23,2023.0,4,2,68,38,54,58,59,36,55,59,34,58,53,70,66,70,61,47,49,70,51,183
9708,N. Castro,"LW, LM, CM",66,66,825000.0,4000.0,30,2021.0,3,3,68,66,59,67,68,69,55,61,58,71,70,69,68,62,62,68,49,55,58,181
14217,C. Schiavone,LW,62,70,875000.0,500.0,20,2022.0,3,3,68,62,60,62,62,65,40,60,55,65,61,68,68,68,29,60,55,62,58,180
15673,Raúl Moro,"LW, CF",60,80,675000.0,3000.0,18,2022.0,3,2,68,52,52,67,50,56,31,57,46,69,66,71,66,45,36,55,43,75,47,168
16832,V. Rodríguez,LWB,58,73,475000.0,500.0,20,2025.0,2,2,68,29,46,56,56,30,36,55,27,57,56,70,67,60,54,44,35,54,38,173
17658,S. Ramírez,"ST, LW",56,70,350000.0,500.0,19,2023.0,3,2,68,56,46,56,58,57,40,41,36,49,62,67,68,55,29,61,66,62,64,175
9875,E. Schreiner,"LM, LB, LWB",65,65,575000.0,4000.0,32,2022.0,3,2,68,62,62,64,65,60,55,66,55,63,65,66,69,74,69,60,57,68,55,180
9779,Iker Seguín,"LM, LWB",66,66,700000.0,3000.0,31,2022.0,3,4,68,57,67,63,69,59,43,70,56,64,66,65,70,61,38,53,46,53,68,183
9783,F. Zabala,"LB, LWB",66,76,1800000.0,500.0,22,2023.0,2,2,68,26,49,56,59,28,69,71,23,49,62,67,68,61,53,41,26,55,36,171
12404,S. Kelly,"LB, LM, LWB",63,64,500000.0,2000.0,27,2022.0,3,2,68,38,55,57,58,38,59,60,30,59,57,69,68,68,57,48,30,50,41,191
15824,K. Fidelis,"LW, ST",60,67,500000.0,1000.0,22,2022.0,3,3,68,67,51,65,45,70,57,55,65,71,60,65,70,55,29,50,41,56,69,177
15443,A. Youssef,"CAM, LW",60,69,550000.0,800.0,20,2023.0,3,3,68,51,54,63,42,55,36,60,42,63,66,68,68,63,45,60,37,60,41,182
16196,G. Sotomayor,"LW, LM, RW",59,68,500000.0,500.0,21,2021.0,3,2,68,44,57,60,65,40,40,52,53,56,54,66,70,68,43,73,38,79,37,175
14649,R. Tulloch,"LW, LM, ST",61,77,850000.0,6000.0,20,2024.0,3,2,68,59,53,64,53,62,56,58,43,64,66,70,66,51,55,63,47,63,55,178
12125,L. Rodríguez,"LM, LW",64,70,925000.0,500.0,24,2021.0,2,3,68,50,59,66,64,58,30,60,37,70,65,66,69,63,38,60,52,58,53,168
18260,R. Richards,"LW, CAM",54,76,350000.0,1000.0,17,2023.0,3,2,68,46,50,58,52,42,37,50,41,59,58,72,64,54,33,41,41,62,51,178
16978,D. Iacoponi,LW,58,75,525000.0,3000.0,19,2025.0,3,2,68,58,51,61,54,61,43,57,45,62,60,69,67,53,33,57,40,68,53,175
16130,R. Al Shamlan,"CAM, LW",59,68,500000.0,2000.0,22,2023.0,2,2,68,55,57,63,58,60,41,64,40,62,64,67,69,42,44,48,37,68,46,175
16964,M. Spiridakis,"LW, CAM",58,66,450000.0,1000.0,20,2022.0,3,2,68,58,54,60,57,60,46,57,51,63,61,69,68,44,25,52,48,53,58,178
16961,J. Mvuka,LW,58,76,525000.0,500.0,18,2025.0,3,3,68,52,50,64,53,55,41,53,43,62,64,69,67,42,37,56,32,83,47,173
10994,R. Enrique,"ST, LW",65,79,1700000.0,3000.0,20,2023.0,3,2,68,67,58,65,60,69,65,59,64,64,63,70,67,72,39,63,36,78,58,171
7520,T. Rowe,"LB, LWB, CB",67,67,700000.0,4000.0,32,2023.0,3,3,68,56,63,66,67,57,57,63,44,66,62,67,68,77,48,66,53,74,53,180
6810,J. Laursen,"LB, LWB",68,69,1300000.0,9000.0,26,2023.0,3,3,68,52,60,67,65,52,41,67,30,67,67,71,66,74,62,69,37,76,40,181
4101,K. Karaman,"ST, LW, RW",71,72,2200000.0,27000.0,27,2024.0,3,3,68,71,63,73,67,74,67,70,60,77,73,70,66,67,59,71,28,73,56,189
4126,L. Castro,"ST, RW, LW",71,71,1500000.0,750.0,32,2022.0,4,3,68,73,63,65,53,78,65,74,64,65,65,68,68,67,47,78,32,63,51,183
2845,S. Amallah,"CAM, CM, LW",73,78,4600000.0,12000.0,24,2023.0,3,3,68,75,72,74,70,70,64,74,74,78,74,69,68,76,80,71,75,71,77,186
3345,João Teixeira,"CAM, CM, LW",72,72,2400000.0,9000.0,28,2022.0,3,4,68,66,70,74,64,66,46,74,45,74,76,69,68,64,42,70,56,73,56,177
4684,S. Hierländer,"RM, LWB",70,70,1500000.0,12000.0,30,2023.0,3,3,68,65,68,70,70,62,64,70,59,69,71,69,67,84,71,64,65,75,66,180
3227,J. Bidwell,"LWB, LB",72,72,2100000.0,20000.0,28,2022.0,2,2,68,43,67,65,75,30,65,66,44,61,70,68,68,81,78,63,63,62,27,183
7158,Ricardo Mangas,"LB, LWB",68,77,2600000.0,5000.0,23,2022.0,3,2,68,36,53,65,60,30,70,61,32,65,66,70,67,72,70,59,38,66,46,179
7568,J. Murphy,"LM, LW, ST",67,67,850000.0,3000.0,31,2022.0,4,3,68,65,64,69,66,66,49,64,65,70,67,66,69,68,47,67,59,70,67,178
6528,P. Souaré,"LB, LWB",68,68,875000.0,4000.0,31,2022.0,2,3,68,50,66,65,69,43,58,67,43,64,65,67,68,68,67,64,63,70,49,178
6582,Diego Rigonato,"LB, LWB, LM",68,68,625000.0,8000.0,33,2022.0,2,3,68,69,68,69,72,63,61,70,59,67,70,65,70,48,55,59,70,73,62,175
5895,A. Vilches,"ST, LW",69,69,1400000.0,2000.0,29,2021.0,3,3,68,68,54,69,35,69,69,62,69,68,70,68,68,70,40,70,32,70,65,180
2525,A. Smith,"RB, RWB, LWB",73,73,2600000.0,25000.0,30,2023.0,3,3,68,60,70,71,72,52,65,73,43,70,72,67,68,75,69,65,66,71,55,180
10396,J. Abu Hanna,"CB, LWB",65,72,1300000.0,2000.0,23,2024.0,3,2,69,33,56,54,62,29,60,57,29,47,58,67,71,65,66,28,30,62,35,184
7534,J. Mattock,"LWB, LB",67,67,750000.0,4000.0,31,2022.0,3,3,69,45,61,63,66,35,62,62,26,63,64,67,70,70,64,54,52,66,34,181
14981,J. Zemura,"LB, LWB",61,72,700000.0,4000.0,21,2022.0,3,2,69,29,46,57,59,28,41,52,26,58,54,68,70,63,55,51,29,61,42,173
9847,Canella,"LB, LWB",65,65,375000.0,2000.0,33,2022.0,2,2,69,49,59,64,62,44,53,58,48,61,63,67,70,75,72,49,58,70,57,180
7955,E. Janža,"LWB, LB",67,67,925000.0,3000.0,28,2022.0,3,2,69,47,63,62,65,40,55,63,24,61,63,71,68,84,71,56,62,62,54,175
16335,V. Angelov,"ST, LW",59,60,275000.0,1000.0,27,2022.0,3,2,69,58,49,58,55,58,60,49,57,57,59,63,74,58,34,58,60,63,54,180
2215,M. Trauco,"LB, LWB",74,74,3800000.0,26000.0,28,2022.0,3,3,69,52,74,75,76,37,51,76,49,76,76,72,67,78,79,70,64,69,49,175
16800,L. Robinson,"LB, LWB",58,72,475000.0,500.0,19,2022.0,3,2,69,28,45,48,50,28,43,50,24,44,47,68,70,70,48,45,33,57,33,176
16772,R. Ponti,"LW, LM",58,67,450000.0,1000.0,23,2022.0,2,2,69,59,49,61,52,60,46,55,52,62,59,65,72,51,39,60,35,64,51,185
16689,B. Kone,"LW, CM",58,70,500000.0,5000.0,21,2023.0,2,2,69,65,51,57,56,67,48,50,63,56,64,73,66,40,33,57,50,53,62,180
3156,F. Macheda,"ST, LW, CF",72,72,2300000.0,750.0,29,2023.0,3,3,69,73,58,71,59,75,70,68,72,71,74,67,70,65,41,75,51,70,72,185
7663,M. Ostrzolek,"LB, LWB, LM",67,67,750000.0,4000.0,31,2022.0,3,3,69,46,64,70,68,36,60,67,49,68,72,74,65,55,69,59,47,77,60,178
16045,L. Freestone,"CB, LWB",59,71,525000.0,1000.0,21,2023.0,2,2,69,33,45,56,45,29,52,48,25,54,54,68,69,55,78,44,32,68,33,187
15951,G. Larios,"RW, LW, ST",60,70,525000.0,500.0,19,2023.0,3,3,69,61,58,59,58,65,51,61,59,61,58,70,68,58,55,51,50,55,61,170
15932,K. Mizuta,"RW, LW",60,69,550000.0,3000.0,21,2023.0,4,2,69,57,52,66,54,61,47,54,58,69,67,69,69,46,49,50,43,67,55,182
15926,Iván Romero,"ST, RW, LW",60,71,550000.0,3000.0,20,2024.0,3,4,69,58,43,59,27,62,59,55,50,61,56,68,69,54,32,63,32,56,55,172
12956,M. Diarra,"LWB, CB",63,76,1100000.0,1000.0,20,2022.0,2,2,69,31,46,57,53,30,59,55,28,59,54,72,67,71,54,49,34,64,43,183
12979,F. Miesenböck,"LM, LWB, LB",63,63,500000.0,3000.0,27,2022.0,3,2,69,59,60,65,60,56,41,62,59,62,62,72,66,64,55,63,61,82,60,175
5677,B. Omrani,"ST, LW",69,69,1500000.0,9000.0,27,2022.0,3,3,69,66,67,68,71,67,70,69,54,70,69,69,69,76,75,68,67,67,68,187
5668,Y. Ayoub,"CM, CAM, LW",69,70,1600000.0,500.0,27,2023.0,3,3,69,64,71,71,73,59,52,71,64,70,70,71,68,69,74,66,69,74,66,174
13361,O. Dabbagh,"LW, ST",63,72,1100000.0,2000.0,22,2023.0,3,2,69,62,58,65,59,67,68,62,60,67,68,68,70,59,28,61,46,59,65,182
5051,M. Udol,"LB, LWB, CB",70,74,2100000.0,9000.0,25,2024.0,3,2,69,42,62,69,66,42,71,68,35,68,70,70,69,65,78,54,50,71,45,178
13437,L. Ridehalgh,"LB, LWB",62,62,350000.0,4000.0,30,2023.0,3,2,69,50,56,58,62,45,51,57,33,55,57,69,69,75,63,56,55,67,42,178
11318,A. Vlad,"LB, LWB",64,64,425000.0,1000.0,31,2022.0,3,2,69,55,60,57,61,53,64,63,31,50,55,68,69,72,56,50,47,73,41,174
5769,S. Gallagher,"ST, LW, RW",69,71,1800000.0,20000.0,25,2023.0,3,3,69,69,56,65,63,69,74,57,71,68,65,66,72,71,70,67,43,59,60,193
14524,F. Ross,LW,61,69,725000.0,2000.0,23,2022.0,3,2,69,42,59,68,57,42,35,63,39,69,64,68,69,53,49,56,43,81,48,172
4367,C. Styles,"LWB, CM",71,80,4000000.0,17000.0,21,2023.0,4,3,69,61,64,73,62,62,45,67,60,70,71,70,69,83,64,61,51,85,50,170
14668,M. Yoshioka,"LW, RM",61,62,375000.0,1000.0,26,2022.0,3,3,69,57,54,65,49,62,51,58,59,61,59,77,62,59,45,59,43,92,56,163
3944,M. Ritzmaier,"CM, LM, LWB",71,71,1900000.0,6000.0,28,2025.0,3,3,69,68,72,72,73,66,58,73,68,71,74,71,68,75,75,67,69,74,59,180
14909,A. Kerouedan,"RWB, LW, RW",61,72,700000.0,700.0,21,2022.0,3,2,69,56,56,63,61,57,61,60,38,63,61,71,68,70,48,59,29,71,68,173
14914,Telmo Arcanjo,"CAM, LW",61,69,725000.0,1000.0,20,2023.0,3,2,69,51,60,64,53,51,43,63,50,65,65,68,69,34,44,49,51,60,60,180
4043,C. Woodrow,"ST, LW, RW",71,73,2400000.0,29000.0,26,2023.0,4,3,69,73,59,69,44,73,67,66,68,69,69,70,69,80,54,73,46,66,68,184
4006,David Juncà,"LB, LWB, LM",71,72,2000000.0,8000.0,27,2022.0,2,2,69,45,62,63,73,35,69,68,43,61,61,69,69,85,72,55,58,72,55,175
13792,N. Ngcobo,"LW, LM, CAM",62,71,900000.0,500.0,21,2024.0,4,3,69,50,62,66,65,49,33,69,61,70,63,70,68,65,24,60,52,66,44,165
13740,M. Harris,"ST, LW, RW",62,70,900000.0,6000.0,22,2023.0,4,2,69,59,57,62,46,63,49,64,51,60,64,68,70,66,42,66,45,60,52,182
13717,J. Vokins,"LB, LWB",62,74,950000.0,6000.0,21,2022.0,3,2,69,45,51,62,62,34,47,54,29,65,57,71,68,69,57,57,38,70,50,180
10960,David Costa,LW,65,79,1700000.0,6000.0,20,2024.0,3,3,69,56,61,74,53,61,34,64,55,75,74,72,67,35,43,55,48,79,48,168
14001,Kim Ju Kong,"ST, LW",62,66,550000.0,1000.0,25,2021.0,3,2,69,60,55,64,51,62,56,60,60,63,65,68,70,69,62,62,53,72,61,180
9670,D. Velkovski,"LB, LWB",66,68,975000.0,4000.0,26,2023.0,3,2,69,51,59,63,63,47,59,62,39,62,65,61,76,69,68,57,52,60,44,185
511,F. Ribéry,"CF, LW",79,79,6000000.0,41000.0,38,2022.0,5,5,69,73,81,85,74,71,41,85,79,87,89,69,69,54,51,79,81,74,78,170
9438,N. Gallardo,"LB, LWB",66,72,1300000.0,3000.0,23,2023.0,3,2,69,41,64,67,66,35,63,72,35,70,64,69,69,68,79,61,33,69,47,178
398,D. Payet,"LW, CAM",80,80,10000000.0,51000.0,34,2024.0,4,4,69,77,83,82,85,75,59,83,76,84,83,71,68,69,57,79,74,81,79,175
212,Coutinho,"CAM, LW, CM",82,82,30000000.0,165000.0,29,2023.0,4,5,69,79,80,88,78,75,48,80,78,89,89,74,65,74,59,80,86,89,70,172
8760,D. Andrew,"LWB, LB",66,66,725000.0,3000.0,30,2022.0,2,2,69,46,62,62,65,30,58,62,40,62,61,70,69,80,52,59,70,65,49,180
8445,T. Tlolane,"LB, LM, LW",67,70,1200000.0,500.0,26,2023.0,3,2,69,26,57,64,69,23,54,66,31,65,65,70,68,74,51,49,51,55,32,171
18510,B. Chrisene,"LB, LWB",53,78,275000.0,500.0,17,2022.0,3,3,69,42,53,59,56,39,36,55,36,58,59,70,68,61,45,55,37,69,48,181
17831,A. Al Qahtani,"RW, LW",55,65,275000.0,3000.0,22,2024.0,4,2,69,51,50,56,49,54,45,53,44,56,55,68,69,49,34,50,46,64,59,171
17076,T. Abraham,"ST, RW, LW",57,70,400000.0,7000.0,20,2022.0,3,2,69,59,38,54,32,64,54,42,48,50,53,70,69,55,44,55,31,64,49,185
9655,L. Iberico,"ST, LW",66,72,1400000.0,500.0,23,2021.0,3,3,69,66,51,66,38,73,67,62,65,70,64,68,70,65,36,60,37,61,32,180
16980,F. Alidou,LW,58,70,475000.0,2000.0,19,2022.0,3,2,69,54,54,61,58,57,32,55,49,66,61,69,69,48,49,51,42,61,50,186
109,D. Tadić,"LW, CF, CAM",84,84,33500000.0,32000.0,32,2024.0,3,4,69,81,85,85,86,83,66,87,80,85,87,67,70,88,56,85,79,76,86,181
7292,L. Buchanan,"LB, LWB",68,78,2500000.0,4000.0,20,2022.0,2,2,70,41,54,66,68,40,59,58,30,68,66,70,70,74,52,55,32,68,40,175
3505,J. Tagueu,"ST, LW",72,73,2700000.0,9000.0,27,2022.0,3,3,70,70,58,70,59,74,80,65,67,70,72,70,70,71,65,71,40,67,72,178
17046,M. Al Saeed,"LW, LB",57,63,250000.0,5000.0,24,2024.0,3,3,70,42,57,60,62,36,42,58,49,59,58,68,71,54,37,55,51,72,46,175
6866,P. Bourdin,"LB, CB, LWB",68,69,1300000.0,5000.0,27,2023.0,3,2,70,44,50,60,54,48,68,59,23,59,64,67,72,71,72,38,23,52,43,186
17606,N. Dailly,"ST, RW, LW",56,70,350000.0,2000.0,19,2022.0,3,3,70,59,53,62,52,63,49,56,61,62,60,72,69,32,32,48,52,77,60,173
15246,J. Soltvedt,"LM, LWB",60,61,300000.0,850.0,25,2022.0,3,2,70,54,55,59,57,53,47,58,43,58,59,71,69,70,57,56,38,60,52,188
13807,K. Hansen,"LW, RW",62,74,950000.0,800.0,20,2022.0,4,3,70,58,57,68,54,58,41,59,49,65,66,72,68,60,45,56,49,86,55,175
5584,J. Ahlmann,"LWB, LM, LB",69,69,1200000.0,7000.0,30,2024.0,2,3,70,48,62,67,66,41,54,65,57,66,67,71,69,76,56,66,55,70,42,179
12852,G. May,"ST, LW",63,72,1100000.0,500.0,23,2021.0,3,2,70,61,45,64,27,66,63,63,56,65,63,66,74,63,28,62,30,71,57,178
11446,S. Ring,"LWB, LM",64,66,675000.0,1000.0,26,2022.0,3,2,70,33,60,62,60,31,40,62,37,59,61,73,68,80,71,43,58,73,34,178
7672,Y. Orozco,"LW, CAM, RW",67,67,975000.0,1000.0,30,2025.0,4,3,70,61,64,69,65,61,55,65,54,70,67,71,70,53,36,65,63,80,43,168
3368,P. Sisto,"LW, LM",72,73,2800000.0,21000.0,26,2024.0,4,4,70,70,70,78,70,70,50,70,65,80,76,72,68,68,37,69,73,80,66,171
17537,D. Ontužāns,"CAM, LW",56,65,325000.0,650.0,21,2022.0,3,2,70,47,51,61,47,47,44,55,44,61,59,74,67,59,42,53,42,73,48,183
17994,A. Lindahl,LW,55,56,150000.0,1000.0,26,2021.0,3,2,70,43,51,58,55,40,48,58,38,56,62,69,71,43,50,48,31,64,39,180
6269,P. Šulc,"CAM, LW, RW",69,79,3100000.0,500.0,20,2022.0,3,2,70,57,68,72,69,56,44,71,55,73,72,72,69,71,51,62,51,68,56,173
8352,L. Lapoussin,"LM, CAM, LWB",67,70,1300000.0,6000.0,25,2023.0,3,3,70,58,64,67,65,57,64,68,45,67,68,69,71,65,67,65,52,72,50,181
14660,W. Ferry,"LM, LW, LB",61,71,725000.0,6000.0,21,2022.0,3,3,70,52,57,64,57,54,45,58,57,64,62,75,65,46,37,56,50,80,69,173
17812,A. Obaid,"RW, LW",55,58,170000.0,3000.0,25,2022.0,4,3,70,43,48,62,46,44,32,50,38,60,59,72,69,34,30,48,31,82,48,166
11861,L. Fülöp,"CAM, LW, ST",64,70,925000.0,1000.0,23,2023.0,2,3,70,60,63,66,60,60,49,66,58,64,65,69,70,76,54,63,56,74,55,180
