,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,mentality_vision,passing,dribbling,attacking_crossing,attacking_volleys,attacking_short_passing,attacking_finishing,skill_long_passing,skill_dribbling,skill_ball_control,skill_curve,skill_fk_accuracy,movement_reactions,movement_acceleration,power_stamina,mentality_positioning,mentality_composure,mentality_penalties,height_cm
18893,Chen Pu,"CAM, LM",51,58,120000.0,2000.0,24,2021.0,58,55,49,45,36,60,39,61,46,49,46,44,47,53,47,49,55,47,177
2178,P. Billing,"CM, CAM",74,79,6000000.0,29000.0,25,2024.0,68,71,71,60,68,75,65,77,74,75,74,68,76,55,77,69,74,52,197
18806,P. Yazbek,CAM,52,65,190000.0,850.0,19,2023.0,56,53,54,39,35,62,39,55,54,54,41,40,44,55,46,46,55,43,178
18302,M. Monzeglio,"CAM, CF",54,67,250000.0,500.0,19,2023.0,61,54,59,42,38,63,33,46,61,64,46,37,43,55,47,43,35,47,182
18476,M. Felici,CAM,53,65,230000.0,550.0,20,2025.0,53,53,59,46,48,56,48,55,58,61,54,49,44,55,43,40,46,60,179
11703,A. Karimi,CAM,64,65,675000.0,4000.0,27,2024.0,63,62,65,58,48,66,61,59,68,69,59,49,48,64,55,66,58,48,185
7428,D. Avramovski,"CAM, CM",68,71,1600000.0,6000.0,26,2023.0,65,67,69,63,55,71,63,66,71,72,71,63,57,63,62,70,64,59,184
17343,L. Valente,CAM,57,74,400000.0,500.0,17,2023.0,63,58,60,46,39,65,41,59,60,61,49,40,51,52,36,42,60,48,189
13024,H. Pérez,"CAM, ST",63,63,230000.0,500.0,34,2021.0,67,56,61,34,42,63,59,60,60,63,44,43,67,56,76,68,58,46,174
4995,J. Benet,"CM, CAM",70,73,2100000.0,4000.0,26,2024.0,71,72,69,70,54,74,60,72,66,74,68,70,68,56,84,65,64,69,186
4990,J. Williams,"CDM, CM, CAM",70,77,3000000.0,15000.0,24,2024.0,65,67,67,60,62,72,53,73,69,67,58,54,65,69,64,47,63,59,185
9752,S. Nakamura,"CDM, CM, CAM",66,67,875000.0,1000.0,27,2025.0,62,64,66,58,61,67,63,68,65,68,63,65,63,62,75,64,63,62,178
4952,O. Govea,"CM, CDM, CAM",70,74,2200000.0,8000.0,25,2022.0,73,70,71,58,63,73,42,70,68,73,75,74,66,69,67,63,68,57,174
5257,Toni Moya,"CM, CAM, CDM",70,78,3500000.0,11000.0,23,2023.0,69,63,70,44,38,72,70,70,72,74,44,47,70,55,62,65,60,51,180
5108,S. Ghoddos,"CAM, CM, LW",70,70,1700000.0,24000.0,27,2023.0,70,69,71,67,68,72,70,64,69,73,65,78,68,61,62,68,69,62,177
8834,S. Allan,CAM,66,66,850000.0,3000.0,29,2022.0,69,68,67,64,61,70,63,68,66,67,69,64,62,60,56,67,73,58,175
10127,F. Pol,"CM, CAM, CDM",65,65,450000.0,500.0,33,2022.0,65,63,63,63,45,69,54,64,58,70,39,32,68,62,60,63,65,46,173
10205,J. Vet,"CM, CAM, CDM",65,65,750000.0,3000.0,27,2022.0,62,58,59,39,50,65,62,65,63,63,64,46,65,54,86,63,66,41,194
5053,A. Grgić,"CM, CDM, CAM",70,77,3200000.0,12000.0,24,2022.0,74,74,66,71,53,76,66,72,62,72,74,73,62,62,70,72,69,70,188
13922,A. Riccardi,"CM, CAM",62,77,950000.0,6000.0,20,2023.0,57,59,63,52,46,65,50,67,62,67,41,47,60,63,57,69,53,60,178
10395,J. Shipley,"CM, CAM, LW",65,71,1100000.0,5000.0,23,2022.0,67,67,65,66,59,68,62,65,65,66,67,62,62,59,61,65,65,57,183
8926,Y. Al Shehri,"RW, LW, CAM",66,66,700000.0,7000.0,31,2023.0,72,68,69,67,59,68,61,68,66,71,69,62,58,64,47,63,70,61,164
11726,M. Allende,"LM, RM, CAM",64,74,1300000.0,500.0,22,2023.0,57,62,71,63,54,64,59,62,74,72,62,63,55,60,40,63,64,59,165
12171,S. Lynen,"CM, CDM, CAM",64,70,925000.0,3000.0,22,2023.0,64,61,60,54,36,66,57,64,60,64,42,47,63,58,68,60,56,50,185
5336,Roberto López,"CAM, CM",70,80,3600000.0,3000.0,21,2025.0,71,71,71,63,48,75,71,70,72,73,64,75,63,57,58,66,70,68,179
15863,L. Fiorini,"CAM, CM",60,76,625000.0,1000.0,19,2026.0,64,60,61,51,50,64,52,63,62,64,59,46,58,53,47,57,60,55,178
18709,H. Holgersson,"ST, CAM",52,64,200000.0,550.0,21,2021.0,50,45,57,34,49,52,55,43,59,55,48,28,49,63,50,49,46,56,182
18626,R. Huescas,CAM,53,72,230000.0,1000.0,17,2025.0,47,55,53,45,42,63,39,65,56,46,46,45,60,63,54,54,48,50,174
18581,A. Robinson,"CM, CAM",53,58,140000.0,500.0,24,2021.0,52,52,54,47,34,57,46,55,53,56,43,44,52,59,55,54,46,37,182
2018,S. Kagawa,"CAM, CM",74,74,3300000.0,1000.0,32,2022.0,73,73,78,65,69,78,68,73,78,80,74,68,72,64,56,75,79,69,175
2020,T. Cleverley,"CM, CAM",74,74,3500000.0,43000.0,31,2022.0,77,74,73,74,68,76,64,75,72,75,59,62,75,65,68,69,67,72,175
16889,V. Cherny,CAM,58,76,525000.0,1000.0,18,2024.0,60,57,62,45,49,64,47,56,62,61,51,47,51,65,50,49,45,48,178
3421,D. Antolić,"CM, CDM, CAM",72,72,2200000.0,16000.0,30,2023.0,70,74,69,75,65,76,67,75,68,71,65,68,71,59,72,69,70,78,180
2075,J. Kurtić,"CM, CAM",74,74,3300000.0,1000.0,32,2023.0,72,73,71,67,69,77,68,75,71,75,74,75,74,61,70,74,75,68,186
18791,B. Al Hurayji,CAM,52,61,180000.0,2000.0,21,2022.0,57,52,55,38,39,57,32,56,49,56,41,42,49,58,43,43,57,34,175
3252,M. Gregoritsch,"ST, CAM",72,72,2500000.0,19000.0,27,2022.0,73,72,70,65,75,74,71,70,71,73,81,76,75,53,69,72,68,64,193
15413,D. Vokić,"CDM, CAM",60,67,450000.0,2000.0,25,2022.0,61,59,60,48,46,67,43,61,59,61,49,41,55,59,58,61,59,48,190
108,Luis Alberto,"CAM, CM, CF",84,84,42500000.0,95000.0,28,2025.0,92,86,84,69,76,92,77,90,85,91,86,79,74,61,75,76,78,56,183
16189,S. Sutton,"LB, CAM, CM",59,71,500000.0,500.0,19,2023.0,62,61,62,63,38,61,53,60,60,61,63,58,57,61,63,55,57,56,175
17306,B. Gutiérrez,"LM, LW, CAM",57,77,450000.0,500.0,18,2023.0,56,58,62,51,43,65,44,60,64,62,48,49,46,60,40,50,51,49,178
2644,D. Bessa,"CAM, CM, CF",73,73,3100000.0,22000.0,28,2022.0,76,74,76,69,64,75,64,76,76,76,70,69,72,68,53,71,73,59,178
2809,C. Budescu,"CAM, LW, RW",73,73,2400000.0,14000.0,32,2022.0,77,76,74,71,65,74,71,79,74,78,85,80,70,60,60,71,79,76,186
3200,A. Ioniță,"CM, CAM, CDM",72,72,2200000.0,13000.0,30,2023.0,69,70,71,68,61,73,64,72,70,74,69,65,73,62,74,74,73,65,184
17724,A. Aydın,"CAM, CM, LM",56,67,325000.0,2000.0,20,2023.0,55,59,58,51,46,66,49,63,59,62,54,46,48,54,36,48,53,50,185
1509,B. Dočkal,"CAM, CM",75,75,4500000.0,1000.0,32,2022.0,81,80,75,82,72,79,69,81,76,76,82,74,74,62,60,74,78,71,182
16245,Santiago Eneme,"CAM, LW",59,69,500000.0,3000.0,20,2025.0,59,55,66,47,47,58,46,53,69,68,60,45,58,60,41,50,57,55,183
5189,Kike Pérez,"CAM, CM, CDM",70,76,2500000.0,6000.0,24,2025.0,71,67,75,49,49,75,59,71,76,74,68,58,70,59,59,62,66,40,184
17593,Jung Min Woo,CAM,56,66,325000.0,1000.0,20,2022.0,58,56,57,46,34,64,41,58,58,57,43,34,40,59,57,61,58,45,179
13613,D. Mendieta,"CAM, LM",62,62,190000.0,500.0,34,2021.0,68,62,63,55,43,63,58,59,64,61,66,64,68,60,59,59,58,65,166
9907,M. Titsch Rivero,"CM, CDM, CAM",65,65,575000.0,1000.0,31,2022.0,63,62,65,55,48,69,46,66,63,65,40,39,67,62,83,57,63,46,182
13032,N. Woltemade,"ST, CAM",63,76,1100000.0,2000.0,19,2023.0,56,53,62,43,51,64,65,44,67,68,44,42,63,53,55,59,58,61,198
18081,T. Leigh,"CDM, CM, CAM",55,64,275000.0,650.0,21,2023.0,54,51,54,41,41,56,50,54,53,56,40,39,54,58,55,53,52,57,185
13098,Ö. Beyaz,"CAM, CM",63,81,1200000.0,700.0,17,2025.0,65,66,66,64,49,70,54,69,67,68,54,58,57,55,36,63,64,54,171
9979,R. Wolski,"CAM, CM",65,65,725000.0,2000.0,28,2023.0,68,67,69,69,63,66,58,65,68,68,67,67,60,69,34,61,66,45,180
8146,D. Heymans,"CAM, CM, CF",67,72,1600000.0,6000.0,22,2024.0,64,65,66,57,68,68,69,67,66,68,67,62,66,57,72,71,68,52,193
3158,M. Fabián,"CAM, LM, LW",72,72,1900000.0,9000.0,31,2022.0,70,73,75,74,77,75,68,69,73,77,79,79,67,60,53,70,70,73,178
14002,A. Méndez,CAM,62,76,950000.0,900.0,20,2024.0,67,66,64,53,53,71,42,73,63,66,65,56,57,55,55,59,67,56,178
18698,Oh Hoo Sung,"CAM, CF",52,62,180000.0,1000.0,21,2022.0,52,51,53,45,38,55,42,56,50,52,45,42,50,53,52,51,56,39,173
9823,J. Adelalla,"CAM, CM",65,65,700000.0,500.0,29,2026.0,59,63,69,64,62,73,50,53,65,75,56,45,60,65,61,67,72,67,172
16504,A. Álvarez,CAM,59,75,575000.0,800.0,18,2025.0,66,64,58,53,49,69,45,68,54,65,58,52,49,55,46,47,60,58,174
4592,S. Lončar,"CDM, CAM",71,79,3900000.0,550.0,24,2026.0,71,67,71,57,61,70,61,74,71,78,60,49,71,59,78,68,74,48,187
10964,N. Castro,"CAM, LW, CM",65,79,1700000.0,3000.0,20,2022.0,68,66,66,58,55,70,66,69,68,69,59,53,47,65,63,59,58,50,186
13971,L. Dehl,"CAM, CDM",62,73,850000.0,3000.0,19,2022.0,65,59,64,50,50,63,60,59,64,65,53,48,49,69,53,59,49,49,179
19171,A. Doran,CAM,49,62,110000.0,500.0,18,2022.0,50,48,48,44,44,52,47,49,45,49,43,37,43,58,44,47,51,44,178
1924,I. Louza,"CM, CAM, CDM",75,81,9000000.0,40000.0,22,2026.0,76,74,76,64,51,78,62,75,76,81,70,70,71,56,72,72,75,69,178
19169,Bernardo,CAM,49,67,120000.0,500.0,17,2023.0,57,52,49,42,41,59,32,51,49,45,44,39,45,52,40,44,50,47,171
8932,H. Al Moqahwi,"CM, CAM, CDM",66,66,525000.0,11000.0,33,2022.0,67,67,68,67,53,69,64,67,68,67,51,59,63,67,66,66,60,49,173
15148,N. Palavecino,"LM, CAM",61,76,750000.0,800.0,18,2023.0,62,61,61,59,56,63,64,62,62,63,59,45,47,62,53,58,52,57,186
4115,S. Gustafson,"CM, CAM",71,73,2300000.0,11000.0,26,2022.0,74,71,70,65,69,72,66,73,70,72,75,72,71,59,72,71,72,86,185
11641,A. Ildız,"CDM, CM, CAM",64,69,800000.0,3000.0,24,2024.0,62,60,63,52,43,68,44,63,67,63,47,40,55,53,64,60,45,55,181
209,L. Stindl,"CAM, ST",82,82,24000000.0,41000.0,32,2023.0,84,81,81,74,85,85,84,79,82,84,77,75,84,63,75,85,83,83,181
17008,M. Attiyah,"CM, CAM",57,57,160000.0,6000.0,29,2022.0,57,55,62,45,37,61,55,59,60,62,38,44,55,64,58,56,55,56,171
17490,K. Kesgin,"CM, CAM",56,69,350000.0,2000.0,20,2023.0,50,57,62,51,52,63,46,60,58,60,62,48,60,54,40,56,44,47,176
6363,Miguel Baeza,"LM, CAM, RM",69,80,3100000.0,8000.0,21,2025.0,68,72,68,72,41,77,68,76,69,71,68,37,55,54,61,62,66,43,177
4040,R. Schoofs,"CM, CDM, CAM",71,72,2100000.0,10000.0,27,2024.0,71,72,72,66,62,74,59,73,71,73,72,74,68,69,73,71,74,53,178
8716,G. Burke,"RW, CAM, ST",66,66,900000.0,1000.0,27,2023.0,69,64,68,64,64,64,65,55,66,67,71,60,63,65,69,64,64,68,175
6223,D. Undav,"ST, CAM",69,73,2000000.0,8000.0,24,2023.0,51,53,68,42,71,60,75,48,68,70,66,55,57,64,59,69,61,35,178
15095,L. Münst,"CM, CAM",61,76,775000.0,3000.0,19,2022.0,61,61,61,52,42,67,50,64,62,59,52,45,63,62,61,57,54,47,183
16973,Kevin,"RM, LM, CAM",58,70,500000.0,1000.0,22,2022.0,53,59,56,65,64,60,57,62,56,58,62,48,50,62,44,54,46,63,180
4179,V. Vada,"LM, CAM, CM",71,74,2500000.0,7000.0,25,2023.0,74,73,71,72,64,75,65,71,69,70,73,74,75,63,75,70,68,58,175
11989,H. Miyuki,"CDM, CM, CAM",64,64,525000.0,1000.0,28,2022.0,68,64,65,56,43,68,51,66,63,66,58,60,57,66,58,61,66,46,172
15220,S. Bonecki,"CM, CDM, CAM",60,63,325000.0,2000.0,26,2022.0,54,55,60,49,35,63,48,60,57,62,35,37,55,63,71,53,62,41,180
12891,O. Valakari,"CM, CAM",63,68,2850451.813201148,9017.989362811555,21,2031.0,67,62,58,55,44,68,63,65,56,62,47,41,64,62,75,65,66,53,187
15922,P. Pérez,"CM, CAM",60,69,550000.0,2000.0,20,2022.0,64,58,59,47,46,65,58,62,60,61,43,39,55,60,58,53,46,53,175
18006,V. Karlsson,CAM,55,70,300000.0,500.0,20,2023.0,52,53,57,51,37,57,50,54,55,57,45,32,51,60,52,53,53,45,180
15918,M. Rosales,"CM, CAM",60,69,550000.0,1000.0,22,2022.0,54,61,60,50,43,70,36,75,62,60,49,41,59,63,60,54,51,53,181
17997,D. Bunk,CAM,55,74,325000.0,500.0,17,2025.0,58,57,58,51,43,62,41,57,57,58,50,46,48,60,49,48,51,42,170
12031,J. Mina,CAM,64,77,1400000.0,2000.0,19,2022.0,64,60,62,51,53,65,68,62,60,65,49,55,63,64,60,62,55,58,176
16457,L. Delpech,"CM, CAM",59,69,475000.0,500.0,18,2022.0,57,55,60,40,36,64,53,57,59,61,51,38,54,64,67,54,49,44,178
8040,Dener Rolim,"CAM, RM",67,67,1200000.0,4000.0,21,2024.0,72,63,69,55,51,62,62,58,73,70,70,75,65,67,73,72,68,50,178
3590,Alam Basteirinho,CAM,72,72,2300000.0,20000.0,29,2024.0,76,72,73,68,67,75,66,69,76,73,65,73,71,61,36,71,71,71,183
17362,S. Carey,"CAM, CM",57,68,350000.0,2000.0,20,2024.0,60,58,53,44,43,64,50,62,49,57,52,59,49,58,42,55,55,52,184
9837,J. Troisi,"CAM, CM",65,65,575000.0,3000.0,32,2022.0,65,68,65,65,67,71,60,67,63,65,73,69,64,63,76,67,65,69,176
13894,J. Žambůrek,"CAM, CM, LW",62,76,950000.0,6000.0,20,2023.0,66,60,65,44,29,68,48,63,63,63,46,45,58,66,58,59,61,53,175
16473,D. Vraciu,"CAM, CM",59,74,525000.0,1000.0,19,2022.0,63,60,58,54,52,64,51,61,59,57,55,42,52,62,41,51,62,49,185
3934,M. Stiepermann,CAM,71,71,1800000.0,11000.0,30,2022.0,73,70,71,67,65,71,67,68,74,73,73,67,75,56,78,71,72,58,190
14885,L. Sanabria,CAM,61,69,725000.0,500.0,21,2022.0,60,52,64,36,36,56,55,60,66,65,38,36,63,64,57,60,60,41,175
18608,Z. Al Johani,"CAM, CM",53,70,240000.0,3000.0,19,2024.0,54,53,56,49,33,57,39,55,56,55,41,42,48,61,48,51,55,48,180
3948,S. Motta,"CAM, CM, CDM",71,71,600000.0,1000.0,37,2022.0,78,75,71,73,59,77,69,74,67,75,68,74,67,67,64,64,76,79,172
15024,N. John,CAM,61,80,825000.0,4000.0,18,2023.0,61,58,66,48,57,61,54,58,67,65,61,55,57,64,42,55,68,61,180
15098,K. Hinokio,"CAM, CF",61,67,500000.0,1000.0,20,2022.0,61,58,66,55,42,61,52,57,66,63,56,51,54,61,63,53,58,49,166
6417,M. Stoppelkamp,"LM, RM, CAM",68,68,575000.0,4000.0,34,2022.0,70,67,69,66,62,67,65,65,69,70,67,67,65,60,73,68,69,69,180
6441,J. Arce,"CAM, RM, ST",68,68,400000.0,500.0,36,2021.0,78,63,70,49,55,64,64,59,70,72,65,70,64,64,71,64,65,64,176
15072,S. Gavriel,CAM,61,74,775000.0,500.0,19,2023.0,59,56,62,45,39,63,63,58,65,62,48,35,54,61,43,58,54,42,178
7650,Manu Molina,"CM, CDM, CAM",67,67,1000000.0,3000.0,29,2022.0,71,68,66,62,57,72,57,67,65,67,66,64,66,65,70,67,62,65,178
8786,M. Álvarez,"ST, CAM",66,66,850000.0,4000.0,29,2023.0,71,66,67,62,65,67,67,62,64,67,63,66,68,65,55,64,73,71,178
16285,F. Krastev,"CAM, CM",59,76,575000.0,850.0,19,2025.0,62,60,62,53,52,63,50,60,62,64,57,58,49,65,56,49,51,21,178
887,L. Montes,"CM, CDM, CAM",77,77,4200000.0,19000.0,35,2022.0,80,77,80,67,72,81,65,75,77,81,77,80,80,61,81,75,81,72,166
13704,S. Schreck,"CM, CAM, CDM",62,73,900000.0,2000.0,22,2022.0,65,61,68,52,49,65,44,63,69,68,59,58,58,65,54,54,59,47,180
13005,Sergio Lozano,"CM, CAM, RM",63,73,1100000.0,5000.0,22,2024.0,64,62,67,51,45,68,50,66,67,69,61,52,62,63,60,43,60,56,175
15998,G. Blackwood,"ST, CAM",59,65,350000.0,850.0,24,2023.0,48,51,58,53,49,53,60,50,56,59,52,41,52,58,69,61,56,54,188
16365,A. Huamán,"CAM, RW, LW",59,70,475000.0,500.0,19,2022.0,58,54,59,47,38,61,55,55,58,61,33,35,57,61,55,62,58,62,170
16372,J. Michelbrink,"CAM, CM",59,75,600000.0,5000.0,20,2022.0,60,57,64,50,39,60,45,58,66,62,52,45,49,63,53,55,49,44,180
12925,K. Tsukagawa,"CM, CDM, CAM",63,64,550000.0,3000.0,26,2022.0,62,57,56,44,45,65,48,63,56,61,40,40,60,63,85,62,57,45,184
13186,C. Chukwuemeka,CAM,63,84,1500000.0,1000.0,17,2023.0,64,62,67,53,52,68,58,67,68,68,55,46,56,61,48,60,65,58,183
18392,E. McJannet,"CAM, CM",54,74,300000.0,500.0,17,2023.0,52,50,61,43,40,53,46,49,61,60,49,45,56,60,45,44,55,51,177
16019,P. Żyra,"CM, CAM, LM",59,66,450000.0,1000.0,23,2022.0,60,59,61,56,41,63,40,62,58,61,41,39,53,61,54,56,62,47,177
3039,I. Traoré,"CM, CAM, CDM",73,73,2400000.0,850.0,32,2022.0,75,70,75,65,65,72,61,71,75,75,61,56,74,61,80,71,83,61,186
16755,D. Warchoł,"CAM, ST",58,61,275000.0,1000.0,25,2022.0,54,55,59,54,49,58,62,53,58,59,52,42,49,61,55,62,60,48,183
12601,M. Hilßner,"RW, CAM",63,64,575000.0,5000.0,26,2023.0,66,63,63,64,64,61,61,64,64,61,63,65,64,59,34,62,59,56,183
1472,M. Eikrem,CAM,75,75,5500000.0,8000.0,30,2022.0,78,79,75,77,75,82,69,78,73,75,83,72,78,63,55,74,79,61,184
15378,A. Al Nemer,"CAM, RM",60,60,240000.0,4000.0,29,2023.0,58,59,66,55,38,64,48,57,66,64,58,49,55,63,60,55,49,56,168
19015,A. Halder,"ST, CAM",50,61,110000.0,500.0,21,2022.0,50,44,50,34,41,48,49,46,48,48,39,35,52,61,49,49,42,37,177
4117,Aketxe,"RM, CAM",71,71,2000000.0,8000.0,27,2023.0,77,78,72,77,60,78,72,76,70,71,84,89,63,66,58,64,66,73,174
6181,M. Ljujić,"CM, CAM",69,70,1600000.0,5000.0,27,2024.0,71,69,71,64,57,72,64,64,71,73,76,70,70,63,67,68,70,62,185
4426,D. de Wit,"CM, CAM",71,77,2900000.0,7000.0,23,2024.0,74,68,68,59,59,73,72,67,66,71,54,52,72,62,83,73,71,62,184
12414,A. Al Salem,"ST, CAM",63,63,500000.0,7000.0,28,2023.0,64,58,62,45,53,62,62,59,60,66,56,62,60,65,62,64,60,64,181
16970,A. Moran,CAM,58,79,650000.0,1000.0,17,2023.0,55,54,63,48,48,57,53,57,59,68,56,51,63,60,46,45,68,59,177
9255,S. Edera,"CAM, CF",66,71,1300000.0,10000.0,24,2023.0,65,63,71,64,62,65,64,58,74,72,69,55,60,63,37,62,56,60,174
3130,M. Gavranović,"ST, CAM",72,72,2000000.0,12000.0,31,2022.0,61,59,71,50,73,65,75,56,68,74,56,55,65,65,61,75,65,76,175
12052,B. Domingues,"RM, CAM, LM",64,75,1300000.0,3000.0,21,2023.0,64,61,66,61,52,65,64,59,69,67,51,40,46,64,55,62,56,60,172
16924,K. Zinovich,CAM,58,76,525000.0,2000.0,18,2026.0,48,58,60,51,47,67,49,65,63,61,51,46,51,64,56,53,47,46,194
518,M. Özil,"CAM, RW",79,79,14000000.0,55000.0,32,2024.0,88,85,79,81,77,88,67,81,79,82,84,75,77,66,50,80,83,67,180
18718,M. Byrne,"CAM, LM, RM",52,64,190000.0,500.0,20,2021.0,57,54,52,42,36,60,38,59,48,56,46,42,43,57,50,49,54,45,178
14505,M. Gargiulo,"CM, CAM",61,66,475000.0,850.0,25,2024.0,59,61,63,59,32,66,44,65,64,65,42,42,60,59,63,48,61,48,187
15309,H. Al Habib,"CAM, CM",60,61,300000.0,5000.0,26,2023.0,59,60,62,56,44,63,56,62,62,63,53,55,55,60,73,59,55,35,182
9329,S. Kurt,"CM, CAM, CDM",66,68,1100000.0,6000.0,26,2024.0,63,67,68,67,58,69,63,65,68,69,71,73,63,64,81,62,63,71,178
8153,B. Nowak,"CAM, CM",67,67,1100000.0,3000.0,27,2022.0,68,66,67,63,54,68,68,64,68,66,62,64,63,71,93,66,64,67,180
14057,M. Palomino,"CAM, CM",62,76,950000.0,1000.0,20,2021.0,66,58,69,58,42,53,50,61,68,70,47,58,70,67,39,58,64,63,178
15436,A. Gomez Mancini,"CM, CAM",60,72,600000.0,4000.0,20,2022.0,60,60,61,57,50,63,54,60,60,62,55,50,55,66,59,56,59,61,176
213,C. Eriksen,"CM, CAM",82,82,29500000.0,120000.0,29,2024.0,86,88,81,86,80,89,73,90,77,90,89,87,79,63,59,74,87,67,181
7483,V. Figueroa,"CAM, CM",67,67,325000.0,500.0,37,2021.0,69,65,66,54,55,70,65,65,62,69,57,70,70,65,76,64,59,69,168
1880,Fran Beltrán,"CM, CDM, CAM",75,82,11500000.0,19000.0,22,2023.0,77,75,77,72,55,79,53,82,79,76,54,55,75,65,69,63,66,49,165
12190,Unai Veiga,"CM, CAM",64,75,1300000.0,2000.0,22,2024.0,62,68,65,61,49,73,60,78,69,67,63,52,57,64,55,54,68,56,189
1575,T. Cairney,"CAM, CM",75,75,5500000.0,49000.0,30,2024.0,75,77,77,76,70,80,71,77,76,79,76,73,74,66,69,74,78,65,186
17163,D. Dudziński,CAM,57,70,400000.0,900.0,19,2023.0,54,53,59,47,48,58,56,53,61,56,53,41,53,57,57,56,52,50,181
10393,S. Akasaki,"ST, CAM",65,65,725000.0,2000.0,29,2022.0,60,61,64,58,65,65,67,54,62,65,62,67,60,65,58,69,66,68,174
17554,Junior Quitirna,"RM, CAM",56,69,350000.0,500.0,21,2021.0,54,53,60,50,40,56,49,58,57,58,46,40,50,63,45,49,50,48,170
2676,M. Meyer,"CM, CAM, LM",73,76,4000000.0,34000.0,25,2023.0,75,75,77,75,60,76,63,74,75,76,76,72,70,75,73,70,76,60,173
17205,Goh Young Jun,"CAM, CM",57,71,400000.0,800.0,19,2022.0,61,59,62,55,41,64,41,62,61,62,47,40,51,67,58,46,57,46,168
5285,J. Ekkelenkamp,"CAM, CM",70,79,3600000.0,16000.0,21,2025.0,69,66,69,55,58,73,69,70,69,72,54,48,71,66,75,75,72,55,188
16907,K. Knap,"CDM, CAM",58,71,450000.0,850.0,19,2026.0,55,54,57,39,39,63,45,60,55,60,44,43,51,63,73,55,60,51,180
6401,A. Zorgane,"CM, CDM, CAM",69,79,3100000.0,6000.0,21,2025.0,67,65,67,52,48,69,63,73,68,71,63,61,66,62,80,60,69,67,184
6101,C. Ramirez,"ST, CAM",69,69,1400000.0,5000.0,30,2023.0,56,52,68,29,62,64,70,53,66,73,46,41,67,61,74,75,72,68,188
16441,Y. Mikhailov,"CAM, CM",59,76,575000.0,750.0,18,2025.0,57,55,63,47,42,60,52,54,64,63,57,44,52,62,48,53,55,49,182
17908,P. Rebello,"CDM, CAM",55,64,275000.0,500.0,22,2022.0,54,50,60,36,41,59,42,54,59,58,36,38,50,59,69,52,51,40,171
10878,Pablo Gozálbez,"CAM, CF",65,79,1700000.0,6000.0,20,2023.0,70,64,65,53,53,67,70,66,67,65,63,61,49,64,55,64,52,55,170
16492,J. Dago,CAM,59,68,500000.0,1000.0,22,2022.0,68,64,59,54,46,69,50,67,61,59,60,47,54,57,43,44,66,55,180
16528,J. Hyland,"CDM, CM, CAM",58,61,240000.0,500.0,25,2021.0,54,54,56,50,49,58,54,54,53,57,52,43,61,63,74,56,53,49,179
16500,J. Rubiano,"CAM, CM",59,69,475000.0,500.0,19,2023.0,61,60,58,55,45,61,53,67,58,55,60,50,55,62,58,58,55,52,177
2530,S. Al Faraj,"CM, CDM, CAM",73,73,2500000.0,30000.0,31,2025.0,76,77,73,74,70,78,63,80,68,77,82,66,67,61,60,68,81,66,181
6973,Antonaldo Laforte,"CAM, CM",68,68,1200000.0,10000.0,29,2024.0,75,68,61,52,52,75,68,69,53,75,58,54,62,62,66,74,65,51,178
6977,Melvin Regalito,"CAM, LM, CM",68,68,1200000.0,7000.0,29,2024.0,70,66,69,60,63,69,60,65,72,69,61,59,66,70,64,70,57,53,182
17320,P. Pagnano,"CAM, CM",57,69,400000.0,500.0,19,2022.0,53,53,56,39,33,65,52,57,56,53,32,38,60,61,54,58,44,40,173
16807,C. M'Mombwa,CAM,58,67,450000.0,800.0,23,2022.0,61,58,60,55,42,65,44,54,60,60,48,39,49,62,58,58,60,50,164
10465,D. Genreau,"CAM, CDM, CM",65,75,1600000.0,2000.0,22,2024.0,70,63,64,55,37,70,51,62,61,67,42,37,60,65,78,68,61,40,175
16812,D. Berisha,"LM, CAM",58,77,525000.0,1000.0,18,2022.0,50,53,63,52,43,58,51,49,65,63,49,41,48,65,48,52,48,51,181
17493,J. Martin,"CAM, ST, RM",56,62,230000.0,500.0,22,2021.0,52,54,58,52,52,58,56,53,57,58,51,53,51,61,68,57,55,52,185
16760,G. Honciu,"CAM, CM",58,58,160000.0,1000.0,32,2022.0,62,63,57,63,53,61,52,63,55,57,68,67,47,62,68,57,68,54,181
16395,A. Martegani,"CAM, CM, LM",59,70,500000.0,2000.0,21,2023.0,63,62,60,56,53,65,45,64,61,62,55,53,49,62,48,52,54,58,183
1904,Óscar,"CAM, CM, RM",75,84,12500000.0,21000.0,23,2025.0,78,74,77,66,65,75,76,73,81,78,78,86,76,63,55,70,73,53,174
14600,Yun Yong Ho,"CAM, CM",61,66,475000.0,1000.0,25,2021.0,63,57,64,43,43,64,51,61,65,63,44,41,52,63,64,61,54,45,175
7912,Pablo Pérez,"CAM, ST, LM",67,67,1100000.0,4000.0,27,2022.0,69,67,65,60,63,70,67,67,65,69,67,60,62,56,73,68,63,70,188
14607,H. Al Qahtani,"CDM, CM, CAM",61,63,375000.0,5000.0,26,2023.0,63,61,63,51,38,65,53,63,61,65,63,55,58,65,68,57,54,65,176
9937,A. Sarcevic,"CAM, CM",65,65,700000.0,3000.0,29,2022.0,67,64,67,56,59,67,63,64,65,66,64,62,65,62,74,62,66,65,182
9897,O. Lee,CAM,65,65,700000.0,3000.0,29,2022.0,64,65,66,65,63,65,63,65,65,67,69,62,62,62,71,66,66,53,181
