,Name ,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,club_contract_valid_until,weak_foot,pace,shooting,physic,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_fk_accuracy,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_strength,mentality_positioning,mentality_penalties,height_cm
872,D. Valeri,"CAM, ST",77,77,4300000.0,7000.0,35,178,2021.0,4,53,76,67,71,70,78,75,82,80,58,49,70,81,75,80,67,68,81,78,178
9916,T. Eaves,ST,65,65,725000.0,5000.0,29,191,2022.0,4,53,66,79,65,73,55,63,37,62,52,54,58,62,34,74,69,92,66,65,191
15106,L. Gondou,ST,61,73,800000.0,2000.0,20,189,2022.0,2,53,61,60,70,69,54,42,46,63,55,52,57,60,49,49,71,74,58,73,189
1300,J. Furch,ST,76,76,6500000.0,16000.0,31,188,2021.0,3,53,77,78,81,80,69,70,48,75,55,52,54,77,48,79,83,88,81,64,188
3747,G. Zarfino,"CDM, CM, ST",72,72,2000000.0,8000.0,29,185,2022.0,3,53,66,81,65,72,70,50,47,70,55,51,53,67,51,74,68,79,70,53,185
15187,Park Gi Dong,"ST, RW",60,60,200000.0,2000.0,32,191,2021.0,5,53,59,68,59,66,60,56,55,59,51,55,38,58,49,61,52,74,62,62,191
866,Soldado,ST,77,77,3600000.0,23000.0,36,180,2023.0,4,53,79,69,82,78,79,80,66,82,54,52,62,79,59,78,75,72,84,79,180
7136,H. Al Ghaddioui,ST,68,68,1200000.0,12000.0,30,190,2022.0,3,53,71,75,75,72,65,67,32,63,52,53,55,64,50,72,53,87,72,66,190
8855,J. Verhoek,ST,66,66,700000.0,4000.0,32,188,2022.0,3,53,67,77,70,71,56,61,61,63,51,54,48,64,59,73,81,84,67,65,188
17886,E. Arslan,ST,55,69,300000.0,2000.0,19,183,2022.0,2,53,55,49,59,58,53,43,30,58,51,55,69,53,65,55,63,49,58,57,183
8995,Juanma,ST,66,66,850000.0,2000.0,30,189,2022.0,3,53,65,76,68,68,55,61,45,68,50,56,34,60,38,71,39,90,70,66,189
1514,N. Petersen,ST,75,75,4600000.0,28000.0,32,188,2022.0,4,53,78,74,81,79,64,83,45,70,53,53,55,82,57,79,61,78,82,77,188
5497,L. Jutkiewicz,ST,69,69,1100000.0,12000.0,32,185,2022.0,4,53,67,82,66,81,54,63,52,68,51,55,52,73,62,75,91,91,73,68,185
4882,B. Guillaume,"ST, RW",70,73,2100000.0,5000.0,26,190,2023.0,4,53,68,70,70,73,67,58,29,74,62,46,71,66,56,71,74,80,74,65,190
19087,Chen Xiangyu,ST,50,60,100000.0,1000.0,19,186,2025.0,2,53,48,49,53,53,44,42,32,46,54,52,42,52,46,45,53,59,51,56,186
12683,H. Smith,ST,63,65,600000.0,4000.0,26,196,2023.0,3,53,62,78,63,66,55,53,39,62,54,53,33,60,33,66,66,90,64,60,196
17002,D. Corcoran,ST,57,57,130000.0,500.0,32,184,2021.0,3,53,55,63,57,59,57,53,51,53,52,54,59,59,52,53,67,66,61,62,184
14485,G. Martínez,ST,61,64,425000.0,2000.0,26,190,2022.0,3,53,58,66,59,64,62,58,30,63,34,69,62,59,41,66,66,71,62,50,190
14439,J. White,ST,61,61,325000.0,2000.0,29,193,2022.0,3,53,61,69,62,65,56,57,42,61,55,52,42,55,37,63,34,82,63,61,193
18500,Yang Yiming,"ST, CB",53,56,120000.0,2000.0,26,193,2021.0,2,53,54,68,56,66,43,48,21,48,52,54,53,41,33,53,61,80,49,53,193
2107,S. Andersson,ST,74,74,4200000.0,27000.0,29,190,2023.0,2,54,73,76,77,81,71,73,42,73,53,55,63,75,55,74,72,81,78,65,190
16139,E. Zubak,ST,59,67,500000.0,1000.0,23,183,2021.0,3,54,59,67,60,59,53,54,32,60,53,55,63,58,53,61,72,73,61,60,183
13487,M. Boman,ST,62,62,325000.0,1000.0,32,188,2021.0,3,54,61,76,63,70,55,54,30,59,52,55,53,62,44,64,68,84,64,59,188
6423,C. Kazim-Richards,ST,68,68,575000.0,7000.0,34,187,2022.0,1,54,71,79,68,74,68,68,64,58,53,55,60,68,51,79,82,90,66,65,187
18400,N. Botic,ST,54,74,300000.0,500.0,19,183,2023.0,3,54,53,50,63,60,44,32,27,58,55,53,51,51,61,38,67,57,58,57,183
13595,Bi Jinhao,"ST, CB",62,62,400000.0,3000.0,30,190,2022.0,3,54,60,72,60,66,61,65,50,58,55,54,54,66,65,67,64,81,59,61,190
13603,Douglas Oliveira,"ST, CF",62,64,500000.0,1000.0,26,188,2022.0,2,54,60,73,64,70,46,52,27,60,51,56,31,58,34,62,58,93,64,65,188
18853,M. Cahill,"ST, CF",52,58,130000.0,500.0,20,183,2022.0,3,54,54,45,55,52,46,36,28,46,57,51,50,51,60,59,61,50,50,58,183
7750,K. Boutaïb,ST,67,67,500000.0,4000.0,34,189,2022.0,3,54,68,73,68,70,64,67,32,67,60,49,63,67,57,70,72,85,69,66,189
13943,A. Bălan,ST,62,62,325000.0,2000.0,31,185,2022.0,3,54,62,75,62,70,47,59,67,62,53,55,64,60,63,65,73,85,61,68,185
13565,P. Mullins,ST,62,62,400000.0,2000.0,29,185,2021.0,3,54,62,65,61,67,48,42,59,64,49,58,51,64,54,70,75,75,64,60,185
1968,G. Pandev,"ST, RW",74,74,1400000.0,13000.0,37,184,2022.0,3,54,78,49,80,68,75,78,74,82,60,49,61,73,75,78,71,54,80,73,184
8369,L. Pons,ST,67,67,850000.0,6000.0,31,181,2021.0,3,54,69,66,73,70,61,63,41,60,52,55,56,70,62,67,66,72,73,68,181
11820,D. Popa,ST,64,67,775000.0,2000.0,25,186,2024.0,3,54,62,85,64,69,53,54,27,63,56,53,50,63,52,65,83,88,66,69,186
9675,N. Sosa,"ST, CF",66,70,1200000.0,4000.0,25,177,2025.0,2,54,67,59,70,72,65,60,34,61,55,53,55,68,69,62,70,71,72,67,177
15940,M. Cuni,ST,60,70,525000.0,2000.0,19,188,2024.0,3,54,62,62,64,63,57,37,30,59,55,53,60,55,59,68,70,67,56,61,188
8676,O. Peralta,ST,66,66,300000.0,11000.0,37,178,2021.0,3,54,68,66,68,68,60,67,56,65,56,52,62,65,61,65,68,70,77,73,178
18511,R. Murillo,ST,53,70,240000.0,500.0,19,180,2025.0,2,54,53,52,59,54,49,48,26,53,51,57,53,48,68,49,65,57,50,55,180
1515,S. Terodde,ST,75,75,3600000.0,14000.0,33,192,2022.0,3,54,78,78,81,81,64,77,44,72,52,55,52,76,58,80,75,85,80,73,192
7317,A. Schmidt,ST,68,74,1900000.0,10000.0,23,193,2023.0,3,54,66,77,70,74,59,56,37,67,53,55,57,63,33,70,54,90,71,60,193
1517,C. Benteke,ST,75,75,5500000.0,50000.0,30,190,2023.0,2,54,76,75,76,85,66,76,64,77,51,56,61,76,43,81,87,87,77,71,190
5629,A. La Mantia,ST,69,69,1400000.0,22000.0,30,190,2022.0,3,54,67,79,75,80,49,66,30,67,53,54,48,69,33,73,85,86,73,62,190
16480,Óscar González,ST,59,71,550000.0,1000.0,21,180,2022.0,3,54,63,49,65,70,50,48,41,56,56,52,54,59,63,61,60,52,56,68,180
11062,M. Sağlik,"ST, CF, CAM",64,64,200000.0,600.0,38,178,2022.0,4,54,62,59,67,62,57,67,59,65,55,54,75,65,78,68,34,67,70,65,178
11054,W. Aponza,ST,65,74,1600000.0,2000.0,21,191,2025.0,3,54,65,71,67,72,60,59,41,65,55,53,54,65,45,63,68,78,68,68,191
17767,K. Sezonienko,ST,56,72,375000.0,700.0,18,190,2022.0,2,54,58,56,62,61,42,45,32,51,58,50,54,56,48,55,67,68,56,70,190
17690,M. Traore,ST,56,65,325000.0,800.0,21,185,2024.0,2,54,58,51,62,56,50,43,30,55,56,53,54,54,59,55,61,55,57,68,185
3382,A. Ruiz,"CAM, CF, ST",72,72,2500000.0,9000.0,27,183,2021.0,2,54,72,68,69,61,75,69,73,76,58,51,70,66,69,80,51,75,68,69,183
15195,R. Gaffney,ST,60,60,210000.0,800.0,31,184,2021.0,4,54,60,64,62,62,56,55,48,58,53,55,48,61,54,61,67,70,62,57,184
2658,A. Hassan,ST,73,73,3100000.0,1000.0,28,191,2022.0,3,54,74,76,75,82,69,72,44,71,55,53,71,68,49,79,63,85,78,74,191
13100,P. Ibara,ST,63,68,725000.0,650.0,25,194,2023.0,3,54,65,68,65,73,58,65,41,58,53,55,48,54,43,70,56,82,65,64,194
15665,Novoa,ST,60,78,625000.0,4000.0,18,182,2022.0,3,54,63,45,68,63,50,47,38,62,55,54,77,63,75,62,65,41,60,60,182
17368,Y. Scintu,"ST, LW, RW",57,63,250000.0,1000.0,24,193,2022.0,3,54,58,68,60,67,55,52,23,50,51,56,45,46,50,62,67,76,54,57,193
6623,Z. Gano,ST,68,69,1400000.0,7000.0,27,198,2024.0,3,54,69,76,69,73,63,64,48,65,55,54,48,69,33,72,65,88,70,67,198
9765,J. López,ST,66,80,2100000.0,4000.0,20,188,2023.0,3,54,67,62,73,74,59,62,35,69,53,54,51,57,60,63,64,70,68,66,188
16839,S. Adjei,ST,58,59,240000.0,800.0,27,192,2023.0,2,54,61,75,62,70,38,51,21,50,55,54,52,48,51,67,81,91,53,53,192
4629,J. Vossen,ST,70,70,1300000.0,10000.0,32,183,2023.0,4,54,73,68,73,67,72,76,69,74,58,51,65,66,65,72,61,68,81,74,183
8415,A. Scheidler,ST,67,74,2100000.0,2000.0,23,192,2024.0,2,54,69,75,71,70,61,59,55,66,56,53,33,59,34,70,65,84,68,65,192
7543,K. Sigþórsson,ST,67,67,850000.0,2000.0,31,187,2021.0,3,54,66,69,65,72,60,66,52,68,43,63,51,71,46,71,70,82,69,69,187
13223,M. Kato,ST,63,68,725000.0,2000.0,23,178,2022.0,3,54,67,56,69,62,57,62,36,66,52,55,58,57,68,67,60,55,67,61,178
10060,S. Sosa Sánchez,ST,65,66,825000.0,5000.0,27,188,2021.0,2,54,66,64,72,71,56,47,31,65,54,54,60,63,61,61,59,70,66,62,188
16707,S. Ayukawa,"ST, CF",58,69,450000.0,1000.0,19,164,2022.0,3,54,60,53,64,69,50,53,30,56,58,51,62,54,90,58,69,40,61,65,164
18042,L. Rodríguez,ST,55,63,275000.0,500.0,22,171,2021.0,2,54,58,46,61,62,49,41,30,56,53,54,51,48,81,62,69,45,51,57,171
5538,A. Kravets,"ST, CAM",69,69,1100000.0,10000.0,32,189,2022.0,3,55,70,72,72,76,67,69,47,67,54,55,37,71,43,72,60,77,72,59,189
13445,Ł. Gikiewicz,ST,62,62,250000.0,600.0,33,189,2022.0,3,55,61,76,66,67,56,52,49,59,60,51,58,60,61,61,62,84,64,58,189
2558,A. Finnbogason,ST,73,73,2500000.0,22000.0,32,184,2022.0,4,55,76,64,76,68,70,78,51,74,55,55,64,78,65,76,69,75,78,85,184
16674,Y. Türk,ST,58,64,325000.0,2000.0,23,181,2022.0,2,55,62,52,67,57,52,47,34,52,52,57,57,56,65,65,65,56,58,48,181
2586,M. Le Bihan,ST,73,73,2600000.0,6000.0,31,184,2024.0,3,55,75,72,78,73,62,68,59,73,61,50,69,70,63,77,80,79,78,69,184
18702,Jeon Sung Soo,ST,52,65,190000.0,750.0,20,185,2022.0,3,55,51,58,54,52,40,34,28,50,54,55,57,47,53,46,61,70,55,65,185
16385,L. Lobinger,ST,59,68,500000.0,4000.0,22,192,2023.0,2,55,57,67,60,64,56,53,28,57,51,58,54,55,41,65,80,75,58,55,192
16866,F. García,ST,58,64,325000.0,500.0,23,178,2021.0,3,55,57,62,62,64,51,45,28,56,53,56,51,49,63,57,62,65,62,50,178
9886,Dong Xuesheng,ST,65,65,575000.0,4000.0,32,186,2022.0,3,55,65,76,68,73,55,60,45,54,62,49,64,64,63,69,80,84,68,55,186
13363,Dominic Vinícius,ST,63,66,625000.0,3000.0,26,194,2022.0,3,55,63,69,64,64,54,60,45,65,54,56,60,62,34,65,62,82,60,62,194
9898,M. Pink,"ST, LM, RM",65,65,700000.0,4000.0,30,188,2023.0,3,55,65,74,68,66,58,58,23,62,45,63,57,63,47,71,55,86,66,62,188
8078,Ramon Lopes,"ST, LM",67,67,850000.0,8000.0,31,185,2022.0,3,55,66,71,67,68,64,62,50,70,59,51,71,62,45,68,63,82,67,56,185
12597,M. Roman,ST,63,63,475000.0,4000.0,29,191,2022.0,2,55,65,66,64,65,58,64,49,64,54,55,54,55,34,74,72,77,62,56,191
10126,R. Blanco,"ST, RW, LW",65,65,240000.0,500.0,39,185,2026.0,3,55,71,55,73,65,57,65,75,59,46,62,55,55,56,70,70,67,73,78,185
7938,C. Doidge,ST,67,67,1000000.0,4000.0,28,185,2022.0,3,55,66,78,67,72,63,62,41,64,56,55,62,65,71,70,90,80,71,64,185
3322,P. Hofmann,ST,72,72,2400000.0,13000.0,28,195,2022.0,2,55,73,79,75,79,63,64,31,68,46,62,46,72,34,83,52,92,73,62,195
15498,L. Sinayoko,ST,60,73,600000.0,1000.0,21,186,2022.0,3,55,62,61,66,59,53,53,32,61,58,53,61,59,59,58,70,72,58,68,186
6776,D. Islamović,ST,68,69,1400000.0,4000.0,27,190,2022.0,2,55,70,75,68,65,63,68,58,66,57,54,55,66,59,78,70,89,68,62,190
4166,O. McBurnie,ST,71,75,2600000.0,19000.0,25,191,2023.0,3,55,70,76,72,77,69,72,31,73,55,55,55,72,54,77,77,79,71,65,191
9054,J. Torres,ST,66,73,1700000.0,4000.0,24,187,2021.0,3,55,67,58,71,68,63,49,47,74,47,61,61,53,64,70,69,70,64,75,187
11667,Claudio Medina,ST,64,64,625000.0,2000.0,27,186,2022.0,3,55,65,65,66,72,56,60,42,62,60,51,62,57,34,66,74,76,68,71,186
7496,K. Lafferty,ST,67,67,2850451.813201148,9017.989362811555,33,193,2031.0,4,55,67,79,67,68,62,67,70,65,54,55,55,69,52,71,72,83,68,70,193
10967,C. Duarte,ST,65,65,240000.0,500.0,38,167,2021.0,3,55,67,59,68,64,65,65,47,68,55,55,61,60,83,70,62,70,63,63,167
15137,Luís Mota,ST,61,71,675000.0,500.0,17,183,2023.0,2,55,66,53,69,67,47,46,40,60,55,55,53,53,60,70,63,58,59,72,183
10997,B. Sepúlveda,ST,65,65,725000.0,3000.0,28,187,2022.0,4,55,67,66,73,69,52,55,41,64,54,55,54,55,62,68,66,75,67,70,187
11066,A. Cristea,ST,64,64,200000.0,1000.0,37,179,2022.0,3,55,64,63,68,62,64,60,57,64,54,55,66,65,68,70,70,67,68,68,179
7195,F. Druijf,ST,68,73,1800000.0,5000.0,23,190,2022.0,3,55,72,72,75,72,62,67,33,64,52,58,54,67,49,72,60,82,70,73,190
1479,M. Boselli,ST,75,75,1900000.0,900.0,36,185,2021.0,3,55,76,75,83,84,70,65,53,75,55,55,60,74,52,74,78,81,80,75,185
11286,J. Matt,ST,64,64,500000.0,5000.0,31,194,2023.0,3,55,63,82,65,65,59,60,39,63,55,55,50,63,51,67,74,91,65,62,194
3571,Evandro Rochedo,ST,72,72,2600000.0,25000.0,25,187,2024.0,4,55,75,64,75,64,64,73,72,74,59,52,63,77,54,79,59,80,75,72,187
17711,R. Tanada,ST,56,69,325000.0,800.0,18,171,2022.0,3,55,58,43,60,56,44,50,30,58,54,55,62,54,79,57,68,42,59,57,171
18318,H. Johansson,ST,54,60,170000.0,650.0,23,190,2023.0,3,55,53,69,55,66,52,51,29,42,54,55,57,49,60,52,71,74,54,52,190
6488,Manu Barreiro,ST,68,68,575000.0,4000.0,34,193,2022.0,3,55,68,79,69,73,66,69,69,67,51,59,70,69,58,65,71,91,70,83,193
18231,N. Machado,ST,54,60,170000.0,500.0,24,186,2022.0,3,55,57,61,63,58,43,45,27,44,49,60,33,52,53,55,61,76,53,57,186
876,Joselu,ST,77,77,9000000.0,27000.0,31,192,2022.0,3,55,78,70,81,81,78,74,62,78,56,54,60,79,34,78,80,76,80,74,192
15069,Jorge Aguirre,ST,61,74,800000.0,1000.0,21,183,2022.0,3,55,64,55,66,66,60,54,43,61,54,56,50,56,59,62,70,62,59,71,183
6136,B. Moussiti-Oko,"ST, CF",69,72,1800000.0,4000.0,26,184,2023.0,2,55,69,78,72,73,61,59,27,68,56,55,48,61,49,74,77,91,69,64,184
6405,J. Defoe,ST,68,68,400000.0,16000.0,38,171,2022.0,4,55,74,42,74,63,65,77,68,72,55,55,80,72,84,74,68,35,77,74,171
15857,J. Iredale,ST,60,70,550000.0,2000.0,21,186,2022.0,3,55,62,57,63,58,53,49,32,63,58,53,61,56,55,71,65,63,62,67,186
7661,W. Bruin,ST,67,67,850000.0,3000.0,31,188,2021.0,3,55,67,81,68,70,61,63,52,65,48,61,60,67,54,73,78,90,71,57,188
13461,A. Tveter,ST,62,62,400000.0,1000.0,30,190,2021.0,2,55,66,69,62,59,60,63,64,63,56,54,53,55,59,79,75,80,58,55,190
17007,S. Otayf,"ST, CAM",57,57,160000.0,4000.0,30,170,2022.0,2,55,57,60,58,45,62,54,31,65,56,55,66,57,70,52,60,63,60,63,170
16948,K. Nwoko,ST,58,64,325000.0,650.0,23,188,2022.0,3,55,57,67,61,63,48,55,27,54,49,59,56,58,48,58,63,74,60,52,188
6539,Suk Hyun Jun,ST,68,68,1200000.0,9000.0,30,190,2023.0,4,55,69,73,67,72,59,67,65,68,56,55,65,65,43,77,71,75,69,61,190
13396,A. Williams,ST,62,62,190000.0,2000.0,34,188,2022.0,3,56,63,68,62,61,56,62,36,62,52,60,64,63,74,65,64,71,65,65,188
9650,A. Osorio,ST,66,71,1300000.0,500.0,23,183,2022.0,2,56,67,63,70,79,58,67,64,55,54,58,63,60,43,70,82,71,74,60,183
15014,R. Street,"ST, CAM",61,74,775000.0,6000.0,19,188,2022.0,3,56,62,54,63,77,56,51,31,60,54,57,48,52,51,65,66,50,59,70,188
9912,I. Saadi,ST,65,65,725000.0,2000.0,29,185,2022.0,3,56,67,74,65,64,59,68,61,62,58,55,60,61,61,81,78,80,65,68,185
15809,H. Sandoval,ST,60,68,550000.0,500.0,21,190,2021.0,3,56,64,63,65,63,55,58,38,55,55,57,53,50,55,68,60,78,55,65,190
2571,J. Guidetti,ST,73,73,3000000.0,22000.0,29,185,2022.0,3,56,75,71,73,75,72,76,77,73,54,57,62,73,59,82,68,81,73,80,185
4644,L. Barrios,ST,70,70,550000.0,7000.0,36,188,2022.0,3,56,71,70,72,73,64,66,50,69,58,55,64,65,46,77,67,75,74,70,188
3102,D. Cvitanich,"ST, CAM",72,72,800000.0,11000.0,37,177,2021.0,3,56,70,67,71,72,75,65,54,77,58,55,69,81,76,70,74,74,80,63,177
3107,B. Sharp,ST,72,72,1000000.0,17000.0,35,175,2022.0,3,56,74,67,79,76,66,74,55,71,60,52,64,77,71,72,55,72,80,75,175
14180,M. Badamosi,ST,62,68,625000.0,3000.0,23,198,2024.0,2,56,61,67,63,70,61,67,34,61,54,57,63,56,47,68,62,81,63,61,198
15317,L. Doumbouya,ST,60,60,240000.0,3000.0,30,193,2024.0,3,56,60,73,64,71,46,54,24,58,47,63,52,51,37,60,70,84,59,54,193
15961,C. Anene,ST,59,59,230000.0,950.0,28,189,2021.0,3,56,57,63,58,60,60,62,36,56,57,55,65,55,64,66,70,82,55,38,189
16449,F. Galván,ST,59,68,500000.0,2000.0,21,190,2023.0,2,56,57,62,59,65,50,56,37,59,54,57,51,54,47,63,49,74,60,57,190
4835,E. Herrera,ST,70,70,775000.0,9000.0,34,186,2022.0,2,56,72,74,74,62,66,65,46,70,57,55,55,70,56,80,58,81,71,71,186
15352,R. Bennett,ST,60,60,240000.0,2000.0,30,193,2022.0,3,56,59,76,61,63,52,49,24,59,50,60,55,53,37,63,66,81,62,54,193
15887,F. Torres,ST,60,67,500000.0,3000.0,22,180,2023.0,3,56,62,47,66,68,51,51,40,63,57,55,56,57,60,59,63,40,62,68,180
16290,V. Nikolov,ST,59,71,550000.0,1000.0,20,192,2023.0,3,56,58,68,60,65,51,55,31,57,57,56,51,56,45,60,68,78,59,57,192
12655,João Figueiredo,ST,63,68,725000.0,3000.0,25,180,2023.0,2,56,64,61,67,68,53,44,42,59,59,54,65,63,52,64,64,71,69,67,180
11494,Iuliano Alfaro,"ST, LM, CAM",64,64,375000.0,4000.0,33,177,2024.0,3,56,68,62,74,57,49,63,60,69,62,51,64,69,73,55,70,62,62,57,177
12721,M. Tissera,ST,63,68,725000.0,3000.0,24,180,2022.0,3,56,64,63,65,61,56,52,35,64,66,47,69,62,67,67,67,64,68,74,180
1631,L. Pavoletti,ST,75,75,4600000.0,32000.0,32,188,2023.0,3,56,73,72,77,93,68,78,28,74,59,54,62,74,57,78,90,81,80,67,188
18165,R. Manley,ST,54,60,170000.0,500.0,23,187,2021.0,2,56,53,60,56,58,46,48,29,53,55,57,50,50,53,54,64,63,51,56,187
1764,V. Muriqi,ST,75,76,6500000.0,51000.0,27,194,2025.0,3,56,75,82,77,79,70,70,30,74,44,66,49,75,36,78,62,91,77,71,194
17334,Á. Robles,ST,57,73,425000.0,1000.0,19,174,2021.0,2,56,58,44,60,64,54,43,36,55,47,64,46,55,77,53,63,44,56,71,174
1716,Gonçalo Paciência,ST,75,76,6500000.0,28000.0,26,184,2023.0,4,56,75,79,76,82,64,78,41,76,62,51,72,76,74,77,76,82,78,79,184
17801,Cheng Changcheng,ST,55,55,120000.0,2000.0,30,180,2021.0,3,56,55,68,57,66,40,43,32,48,58,55,47,49,65,62,66,75,53,55,180
12333,N. Blandi,ST,63,63,400000.0,3000.0,31,181,2022.0,4,56,65,59,65,66,62,62,54,59,60,52,56,62,53,68,62,70,66,70,181
11045,Ricardinho,"ST, CF",65,75,1600000.0,2000.0,20,181,2022.0,3,56,66,61,70,70,64,55,39,64,57,56,55,59,61,64,74,70,64,68,181
670,Falcao,ST,78,78,6000000.0,19000.0,35,177,2022.0,4,56,79,69,80,84,76,80,70,80,59,54,73,79,77,78,86,70,84,81,177
17209,A. Zinga,ST,57,66,375000.0,950.0,20,185,2025.0,2,57,57,51,59,54,48,46,32,58,66,49,57,62,69,54,70,52,61,68,185
4680,D. Sorgić,ST,70,70,1300000.0,10000.0,31,177,2023.0,3,57,73,71,74,65,68,68,59,73,53,60,77,64,77,72,80,68,77,65,177
6421,Park Chu Young,"ST, RW",68,68,525000.0,2000.0,35,182,2021.0,4,57,68,59,68,68,70,72,77,73,53,60,71,61,69,67,83,68,73,81,182
9359,S. Tigges,ST,66,73,1800000.0,13000.0,22,193,2024.0,4,57,67,79,69,71,62,61,28,56,53,60,45,65,42,75,57,86,67,55,193
16931,M. Ben Fredj,ST,58,68,450000.0,1000.0,21,176,2023.0,3,57,61,44,64,63,52,54,32,56,59,55,52,58,64,62,64,41,54,66,176
17226,J. Rahou,"ST, CAM",57,70,375000.0,2000.0,18,176,2023.0,3,57,58,50,61,55,60,54,53,60,54,60,54,57,70,58,58,52,53,59,176
9319,A. Jung,ST,66,73,1700000.0,4000.0,23,190,2023.0,3,57,66,74,66,71,58,59,51,65,50,63,54,66,40,67,73,85,64,63,190
12034,Kibe,ST,64,73,1300000.0,2000.0,21,191,2024.0,2,57,66,69,66,71,51,60,32,59,51,62,59,63,35,73,49,85,62,70,191
18795,D. Tsekenis,ST,52,67,190000.0,500.0,20,183,2022.0,3,57,49,53,52,52,35,32,33,62,52,61,59,52,61,47,71,57,52,58,183
18813,N. Persson,"ST, CF",52,70,200000.0,500.0,17,180,2023.0,3,57,54,46,58,48,47,39,32,49,55,59,59,53,64,52,62,50,52,58,180
7596,C. Benschop,ST,67,67,850000.0,4000.0,31,191,2024.0,3,57,69,77,66,65,60,59,68,64,50,63,45,65,55,82,55,89,67,74,191
3025,Enric Gallego,ST,73,73,1500000.0,10000.0,34,190,2023.0,3,57,76,70,79,79,65,62,43,73,62,52,48,70,55,77,67,82,77,73,190
16095,R. Edmondson,ST,59,76,600000.0,9000.0,20,188,2022.0,4,57,59,73,61,61,42,43,35,58,53,60,54,53,48,64,64,84,59,62,188
14224,A. Disaro,"ST, CF",62,67,600000.0,1000.0,25,175,2024.0,3,57,64,60,65,67,57,57,57,62,55,58,68,55,69,65,63,62,65,65,175
10841,M. Bustillo,ST,65,70,1100000.0,500.0,25,191,2022.0,3,57,68,63,71,62,65,62,52,63,50,63,56,61,54,68,67,70,64,69,191
7247,S. Ormeño,ST,68,69,1400000.0,11000.0,27,186,2024.0,4,57,72,70,75,72,57,69,35,60,60,54,61,65,53,73,65,82,67,73,186
14675,E. Collier,"RM, CM, ST",61,61,350000.0,2000.0,26,193,2021.0,3,57,56,72,53,66,65,56,37,64,51,62,57,59,35,65,68,77,63,53,193
18009,T. Nakashima,ST,55,69,300000.0,700.0,19,188,2024.0,3,57,55,67,57,62,52,53,38,52,54,60,53,43,44,59,60,74,53,57,188
4118,F. Forte,ST,71,71,1900000.0,15000.0,28,187,2023.0,3,57,72,70,75,72,70,57,29,70,55,59,62,72,66,71,61,74,76,76,187
11038,A. Ndour,ST,65,74,1600000.0,2000.0,20,192,2025.0,2,57,65,72,65,72,55,48,31,63,59,55,54,65,48,75,64,77,66,59,192
14980,D. Kunst,"ST, LW",61,70,750000.0,650.0,21,190,2021.0,3,57,62,65,66,66,57,52,34,60,54,59,50,52,46,58,64,69,63,62,190
15130,V. Moragrega,ST,61,69,750000.0,3000.0,22,185,2023.0,3,57,64,54,66,67,53,51,39,59,53,61,57,55,51,63,65,64,54,70,185
11076,J. Mulenga,ST,64,64,200000.0,2000.0,37,186,2022.0,3,57,66,75,62,70,51,58,33,57,55,58,38,60,49,81,74,90,67,71,186
1333,Dyego Sousa,ST,76,76,6500000.0,13000.0,31,190,2022.0,3,57,77,81,76,83,70,78,64,76,60,55,61,75,53,81,74,84,77,75,190
11114,Yang Xu,ST,64,64,375000.0,4000.0,33,188,2021.0,3,57,61,72,58,72,58,59,67,61,52,61,51,64,63,72,70,81,71,62,188
6979,U. Nayir,ST,68,68,1200000.0,7000.0,28,191,2023.0,2,57,67,73,70,76,45,64,45,70,64,52,62,70,46,70,70,84,74,65,191
17694,Lee Young Joon,ST,56,77,450000.0,500.0,18,190,2022.0,3,57,55,66,57,57,56,45,34,54,53,60,54,54,52,55,67,75,54,64,190
1533,A. Barnes,ST,75,75,4800000.0,35000.0,31,186,2022.0,4,57,75,79,76,79,72,76,56,77,59,55,66,76,66,82,83,80,77,80,186
18097,S. Adeniran,"ST, RW",55,63,275000.0,1000.0,22,196,2021.0,2,57,54,70,58,66,46,57,26,49,61,53,52,44,32,53,60,86,54,56,196
4398,P. Hamel,ST,71,72,2200000.0,14000.0,27,189,2022.0,3,57,72,63,76,77,64,57,33,69,62,53,55,68,70,72,88,70,78,68,189
18109,F. Momoh,ST,55,67,300000.0,2000.0,20,187,2022.0,2,57,53,68,54,64,50,42,30,53,53,61,53,50,50,57,70,76,52,55,187
10509,B. Girth,ST,65,65,725000.0,2000.0,29,181,2023.0,3,57,66,58,71,64,57,66,26,64,67,49,66,58,69,63,83,72,70,63,181
8638,Felippe Cardoso,ST,67,74,2100000.0,2000.0,22,186,2025.0,4,57,71,78,77,78,60,59,36,59,58,57,58,60,38,71,75,89,60,72,186
15578,M. Afana,ST,60,60,240000.0,2000.0,30,178,2025.0,4,57,62,63,61,63,50,66,31,61,51,62,60,51,67,64,79,72,59,64,178
14422,Airam Cabrera,ST,61,61,210000.0,500.0,33,180,2022.0,3,57,61,67,61,62,60,63,48,58,58,57,65,58,60,62,78,74,65,76,180
14409,A. Mehmeti,ST,61,61,275000.0,1000.0,31,184,2021.0,2,57,62,68,63,61,58,60,47,57,53,61,65,56,62,65,78,72,64,61,184
19031,Deng Jiaxing,ST,50,57,90000.0,1000.0,20,183,2022.0,2,57,50,52,56,49,42,34,24,48,55,58,58,48,57,45,65,58,52,63,183
